step,loss,probe_loss,probe_accuracy,wall_clock_s
6690,2.1304,2.0153,0.152,19.71
6700,2.1035,2.0223,0.137,19.74
6710,2.2082,2.005,0.148,19.77
6720,2.1372,2.0081,0.141,19.8
6730,2.2638,2.0397,0.156,19.83
6740,2.0512,2.0502,0.152,19.86
6750,2.0325,1.9951,0.156,19.88
6760,2.1901,1.9916,0.16,19.91
6770,1.8778,2.0497,0.176,19.94
6780,2.006,1.9949,0.16,19.97
6790,1.9729,2.0167,0.145,20.0
6800,2.093,2.0013,0.152,20.03
6810,2.1418,2.0101,0.172,20.06
6820,2.2025,2.0134,0.164,20.09
6830,2.0292,1.9934,0.172,20.12
6840,1.9641,2.0255,0.164,20.15
6850,2.0918,2.0676,0.168,20.18
6860,1.851,2.0092,0.207,20.21
6870,2.1648,2.002,0.148,20.23
6880,2.0957,2.0942,0.156,20.26
6890,1.9497,1.9994,0.172,20.29
6900,1.9856,2.0388,0.152,20.32
6910,2.189,1.9995,0.18,20.35
6920,1.9745,2.0108,0.16,20.38
6930,2.039,1.9931,0.18,20.41
6940,2.0575,1.9983,0.184,20.44
6950,2.0806,2.0018,0.168,20.47
6960,2.0408,1.9992,0.145,20.5
6970,1.996,1.9988,0.164,20.53
6980,1.9381,2.0527,0.18,20.56
6990,2.0258,2.0054,0.18,20.58
7000,2.243,2.007,0.172,20.61
7010,2.0974,2.0135,0.164,20.64
7020,2.0112,2.0439,0.168,20.67
7030,2.1613,2.0176,0.188,20.7
7040,2.0145,2.0095,0.203,20.73
7050,1.9925,2.0174,0.199,20.76
7060,2.0064,2.0081,0.188,20.79
7070,1.896,2.0293,0.176,20.82
7080,2.0119,2.0205,0.184,20.85
7090,1.9583,1.9908,0.191,20.88
7100,2.0855,2.0047,0.184,20.91
7110,1.9043,2.0051,0.203,20.94
7120,2.1704,2.0047,0.145,20.96
7130,2.1955,2.012,0.148,20.99
7140,1.9359,2.0132,0.156,21.02
7150,2.0589,2.0064,0.172,21.05
7160,1.8238,2.0101,0.207,21.08
7170,2.0932,2.0027,0.199,21.11
7180,1.9731,1.9934,0.203,21.14
7190,1.8773,2.0537,0.188,21.17
7200,1.9791,2.0328,0.191,21.2
7210,2.0902,2.0545,0.164,21.23
7220,1.9574,2.0298,0.18,21.26
7230,2.045,2.0063,0.195,21.28
7240,2.0028,1.9841,0.203,21.31
7250,1.8347,1.9819,0.207,21.34
7260,2.0372,1.9946,0.219,21.37
7270,1.9064,1.993,0.211,21.4
7280,2.2749,1.9798,0.211,21.43
7290,1.9509,1.988,0.223,21.46
7300,2.1345,1.9831,0.223,21.49
7310,1.9902,1.9936,0.199,21.52
7320,2.163,1.9897,0.207,21.55
7330,1.9567,2.0152,0.191,21.57
7340,2.0553,2.0113,0.211,21.6
7350,2.0753,2.0186,0.172,21.63
7360,1.9676,2.0198,0.223,21.66
7370,2.1228,1.9843,0.168,21.69
7380,1.938,2.0071,0.199,21.72
7390,2.1597,1.985,0.199,21.75
7400,2.2218,2.0574,0.191,21.78
7410,2.1535,2.0214,0.195,21.81
7420,2.0947,1.9913,0.199,21.84
7430,2.0119,2.0065,0.199,21.87
7440,2.0263,2.0046,0.188,21.9
7450,1.9684,1.9884,0.203,21.93
7460,1.9888,1.987,0.199,21.95
7470,2.0815,2.0679,0.184,21.98
7480,2.4594,1.9911,0.199,22.01
7490,2.1693,2.0198,0.195,22.04
7500,2.0723,1.9895,0.207,22.07
7510,1.891,2.0091,0.195,22.1
7520,1.9982,2.0002,0.195,22.13
7530,2.0007,2.0198,0.211,22.16
7540,2.0293,1.9903,0.203,22.19
7550,1.9355,2.0623,0.199,22.22
7560,1.9283,1.9899,0.211,22.24
7570,2.1217,2.008,0.203,22.27
7580,1.9785,2.0124,0.207,22.3
7590,2.0761,1.9918,0.203,22.33
7600,2.0443,1.9864,0.188,22.36
7610,1.9324,2.0217,0.184,22.39
7620,1.918,1.9894,0.188,22.42
7630,1.901,1.9871,0.199,22.45
7640,2.0495,2.0875,0.199,22.48
7650,2.0026,1.9921,0.145,22.51
7660,2.1271,1.9857,0.188,22.54
7670,1.8855,1.9872,0.188,22.56
7680,2.0562,2.0207,0.191,22.59
7690,2.012,2.0117,0.207,22.62
7700,1.9985,2.0066,0.219,22.65
7710,1.9487,2.0139,0.191,22.68
7720,1.9369,2.0374,0.184,22.71
7730,1.9059,1.9746,0.207,22.74
7740,2.0375,1.9897,0.203,22.77
7750,1.9538,1.9913,0.18,22.8
7760,2.1491,2.017,0.188,22.83
7770,2.0194,1.9806,0.172,22.86
7780,2.073,1.9932,0.188,22.89
7790,1.9132,1.982,0.195,22.92
7800,2.018,1.9796,0.203,22.95
7810,1.935,1.9948,0.164,22.98
7820,1.8268,1.9798,0.195,23.01
7830,1.9304,1.9905,0.184,23.04
7840,2.0594,1.9908,0.195,23.06
7850,2.0006,2.0143,0.195,23.09
7860,2.0871,2.0058,0.18,23.12
7870,1.8507,2.0209,0.184,23.15
7880,2.0159,1.9909,0.199,23.18
7890,1.9563,1.9872,0.195,23.21
7900,1.8745,2.0087,0.188,23.24
7910,1.9832,1.9778,0.18,23.27
7920,1.9727,1.9969,0.219,23.3
7930,1.9924,2.0035,0.18,23.33
7940,2.0978,2.0048,0.18,23.36
7950,2.0375,1.9898,0.203,23.38
7960,1.9123,2.0167,0.219,23.41
7970,1.8855,1.9772,0.168,23.44
7980,2.0807,2.0119,0.16,23.47
7990,2.0614,1.9924,0.184,23.5
8000,2.0821,1.9829,0.168,23.53
8010,1.8339,1.982,0.18,23.56
8020,2.0608,2.0136,0.152,23.59
8030,2.1005,2.0166,0.191,23.62
8040,2.1575,1.9857,0.203,23.65
8050,2.0524,1.9973,0.188,23.68
8060,2.0762,1.9792,0.215,23.7
8070,2.0188,1.9815,0.219,23.73
8080,2.1175,2.0166,0.195,23.76
8090,2.0966,2.0102,0.203,23.79
8100,1.994,2.0421,0.141,23.82
8110,1.9035,1.9846,0.152,23.85
8120,1.9858,1.9855,0.184,23.88
8130,1.9352,1.9971,0.188,23.91
8140,1.9824,1.9815,0.203,23.94
8150,1.9783,2.0026,0.223,23.97
8160,2.011,1.9931,0.207,24.0
8170,2.0253,1.988,0.156,24.03
8180,2.0468,1.9942,0.191,24.06
8190,2.164,1.9937,0.168,24.08
8200,2.1432,1.9713,0.199,24.11
8210,2.0554,1.9786,0.176,24.14
8220,1.9201,1.9783,0.184,24.17
8230,2.0492,1.9768,0.184,24.2
8240,1.9458,1.9786,0.188,24.23
8250,2.008,2.0308,0.199,24.26
8260,2.17,2.0141,0.211,24.29
8270,2.0584,1.9742,0.207,24.32
8280,2.0087,2.007,0.215,24.35
8290,2.1414,1.9837,0.16,24.38
8300,1.9102,1.9887,0.176,24.41
8310,2.0055,1.9912,0.18,24.43
8320,2.1367,1.9874,0.191,24.46
8330,1.9681,2.0514,0.172,24.49
8340,1.9885,1.9776,0.16,24.52
8350,1.9164,1.9835,0.191,24.55
8360,1.925,1.9786,0.227,24.58
8370,1.8819,1.9916,0.211,24.61
8380,2.0669,1.9795,0.168,24.64
8390,2.0055,2.0054,0.18,24.67
8400,1.8878,2.0077,0.176,24.7
8410,2.1424,2.0385,0.156,24.73
8420,1.9733,2.0273,0.184,24.76
8430,1.9161,1.9853,0.164,24.79
8440,1.8978,1.9746,0.152,24.81
8450,1.9742,2.0007,0.184,24.84
8460,1.9059,1.9806,0.184,24.87
8470,2.0582,1.9866,0.188,24.9
8480,2.0322,2.0019,0.176,24.93
8490,2.0116,1.9913,0.191,24.96
8500,2.0445,1.9889,0.141,24.99
8510,1.7874,1.9833,0.191,25.02
8520,2.1034,2.0653,0.156,25.05
8530,2.0812,1.9906,0.211,25.08
8540,1.8005,1.9667,0.215,25.11
8550,1.9311,2.0065,0.211,25.14
8560,1.8987,2.0015,0.156,25.17
8570,1.9981,2.0072,0.188,25.2
8580,1.9899,1.9965,0.16,25.23
8590,2.0542,1.9893,0.188,25.26
8600,2.1623,2.026,0.195,25.29
8610,2.0122,1.9829,0.207,25.32
8620,2.118,1.9567,0.195,25.35
8630,2.0934,1.9741,0.195,25.38
8640,1.9618,1.9649,0.195,25.41
8650,1.889,1.9929,0.172,25.44
8660,1.9231,2.0077,0.203,25.47
8670,1.9565,1.9728,0.219,25.5
8680,1.8467,1.9921,0.203,25.53
8690,2.0375,2.0013,0.211,25.55
8700,2.2684,1.9761,0.188,25.58
8710,2.0293,1.9763,0.203,25.61
8720,2.0023,1.9672,0.207,25.64
8730,1.9585,1.9877,0.176,25.67
8740,2.2126,1.9892,0.18,25.7
8750,1.887,1.9847,0.211,25.73
8760,1.8791,2.083,0.207,25.76
8770,1.9518,1.9759,0.215,25.79
8780,2.052,1.9688,0.227,25.82
8790,2.0167,2.0077,0.191,25.85
8800,2.0801,2.0198,0.215,25.88
8810,1.862,1.9728,0.199,25.91
8820,2.218,2.0337,0.203,25.93
8830,1.8694,1.9768,0.16,25.96
8840,2.0645,1.9686,0.207,25.99
8850,2.0112,2.0012,0.207,26.02
8860,2.2753,2.0222,0.188,26.05
8870,1.9562,1.9652,0.207,26.08
8880,1.982,1.9747,0.199,26.11
8890,1.933,1.97,0.191,26.14
8900,1.8538,1.9581,0.195,26.17
8910,2.1678,1.9697,0.223,26.2
8920,1.8355,1.9813,0.211,26.23
8930,2.0152,1.9747,0.195,26.25
8940,2.1304,1.9631,0.195,26.28
8950,1.9325,1.9589,0.211,26.31
8960,1.9696,1.9676,0.207,26.34
8970,1.8792,1.9811,0.176,26.37
8980,1.9021,1.9854,0.195,26.4
8990,2.0136,2.0096,0.199,26.43
9000,1.9957,1.9722,0.184,26.46
9010,2.2419,1.9895,0.172,26.49
9020,2.1286,1.9554,0.215,26.52
9030,2.005,1.975,0.191,26.55
9040,2.2246,2.0032,0.184,26.57
9050,1.8601,1.9722,0.172,26.6
9060,1.9396,1.9523,0.207,26.63
9070,2.0657,1.9614,0.207,26.66
9080,2.0923,2.0208,0.168,26.69
9090,1.8139,1.9972,0.23,26.72
9100,2.043,2.0005,0.211,26.75
9110,2.0187,1.987,0.188,26.78
9120,2.0719,2.0306,0.203,26.81
9130,1.8959,2.0297,0.23,26.84
9140,1.9922,1.9697,0.195,26.87
9150,1.996,1.9848,0.195,26.9
9160,1.8264,1.9822,0.215,26.93
9170,2.4077,2.0757,0.176,26.96
9180,1.932,1.9549,0.172,26.98
9190,2.0876,1.9519,0.215,27.01
9200,1.9166,1.9582,0.215,27.04
9210,2.0313,2.0595,0.188,27.07
9220,2.1851,1.9887,0.184,27.1
9230,2.1195,1.9871,0.203,27.13
9240,2.1471,1.9716,0.223,27.16
9250,1.8412,1.9818,0.18,27.19
9260,2.1614,1.9732,0.238,27.22
9270,1.9633,2.0091,0.195,27.25
9280,1.9141,1.9583,0.184,27.28
9290,1.9246,2.0068,0.195,27.31
9300,2.0775,1.9749,0.191,27.33
9310,2.1474,1.9796,0.18,27.36
9320,2.1323,1.9446,0.195,27.39
9330,1.901,1.9537,0.207,27.42
9340,1.9357,2.0024,0.199,27.45
9350,2.0512,1.9917,0.199,27.48
9360,2.1037,2.0015,0.199,27.51
9370,1.9304,1.994,0.211,27.54
9380,2.0031,1.9705,0.215,27.57
9390,1.9861,1.9666,0.184,27.6
9400,2.0611,1.9714,0.176,27.63
9410,2.0805,1.9565,0.188,27.66
9420,1.8914,1.9671,0.199,27.69
9430,2.2114,2.0557,0.188,27.72
9440,2.0765,1.9866,0.176,27.75
9450,2.0842,1.9836,0.188,27.77
9460,2.0134,1.9948,0.211,27.8
9470,2.0524,1.9535,0.203,27.83
9480,2.0626,1.9939,0.168,27.86
9490,1.983,1.9615,0.16,27.89
9500,1.9119,1.9568,0.164,27.92
9510,1.8352,2.0183,0.172,27.95
9520,1.8832,2.007,0.234,27.98
9530,2.0552,1.9597,0.188,28.01
9540,1.9596,1.965,0.176,28.04
9550,1.961,1.991,0.184,28.07
9560,1.9539,1.9606,0.191,28.09
9570,2.0118,1.9586,0.215,28.12
9580,1.8556,1.9599,0.184,28.15
9590,2.195,1.9814,0.207,28.19
9600,2.1583,2.01,0.195,28.21
9610,2.0071,1.9843,0.168,28.24
9620,1.8934,1.9692,0.191,28.27
9630,2.0243,1.9781,0.211,28.3
9640,1.96,1.9478,0.227,28.33
9650,1.8014,1.9633,0.211,28.36
9660,1.7744,1.9553,0.238,28.39
9670,1.8244,1.9476,0.211,28.42
9680,1.7963,1.952,0.184,28.45
9690,1.9463,1.9926,0.164,28.48
9700,2.0946,2.0337,0.215,28.51
9710,1.9738,1.9648,0.191,28.54
9720,2.103,1.9528,0.23,28.57
9730,2.081,1.9847,0.219,28.59
9740,2.1588,1.982,0.168,28.62
9750,2.1409,1.9458,0.203,28.65
9760,1.8198,1.9797,0.188,28.68
9770,2.016,1.9638,0.207,28.71
9780,2.1957,1.9571,0.207,28.74
9790,1.9272,1.9581,0.199,28.77
9800,2.1241,1.9877,0.207,28.8
9810,1.9721,1.9573,0.219,28.83
9820,1.9566,2.0283,0.203,28.86
9830,2.0578,1.9915,0.215,28.89
9840,1.9166,1.947,0.199,28.92
9850,1.8819,1.9637,0.219,28.95
9860,1.8411,1.9385,0.227,28.98
9870,1.946,1.9484,0.207,29.01
9880,2.1703,1.9377,0.191,29.03
9890,1.9731,1.954,0.191,29.06
9900,2.0158,1.9535,0.172,29.09
9910,2.0998,1.936,0.211,29.12
9920,1.9116,1.9818,0.195,29.15
9930,2.0587,1.9776,0.219,29.18
9940,2.0543,1.983,0.203,29.21
9950,2.0157,1.9323,0.238,29.24
9960,2.2045,1.9552,0.188,29.27
9970,1.9293,1.9563,0.211,29.3
9980,2.0896,1.9737,0.215,29.32
9990,2.0613,1.9696,0.207,29.35
10000,2.108,1.9886,0.188,29.38
10010,2.0866,1.9466,0.219,29.41
10020,1.9775,1.9552,0.219,29.44
10030,1.9115,2.0096,0.188,29.47
10040,1.9644,1.9503,0.215,29.5
10050,1.9731,1.9443,0.188,29.53
10060,1.9183,1.9797,0.227,29.56
10070,1.9308,1.9928,0.215,29.58
10080,1.8181,1.9651,0.227,29.61
10090,1.9567,1.9821,0.23,29.64
10100,2.0609,1.9655,0.219,29.67
10110,2.0035,1.9714,0.203,29.7
10120,1.8017,1.974,0.219,29.73
10130,2.0056,1.9572,0.188,29.76
10140,1.9137,1.9457,0.219,29.79
10150,2.0056,1.9996,0.223,29.82
10160,1.9954,1.9765,0.199,29.85
10170,2.1349,1.9586,0.191,29.88
10180,1.9161,2.0167,0.227,29.91
10190,1.9646,1.9842,0.207,29.94
10200,2.0677,2.0242,0.227,29.97
10210,1.8697,1.9642,0.219,29.99
10220,1.9795,1.9623,0.258,30.02
10230,1.8711,1.9721,0.211,30.05
10240,1.9409,1.9715,0.215,30.08
10250,2.0135,1.9558,0.176,30.11
10260,1.7231,1.971,0.203,30.14
10270,2.1352,1.9927,0.23,30.17
10280,2.033,1.981,0.227,30.2
10290,2.2337,1.9905,0.223,30.23
10300,1.9195,1.9826,0.203,30.26
10310,2.183,2.0447,0.168,30.29
10320,2.0508,1.9957,0.211,30.32
10330,2.0869,2.0123,0.191,30.34
10340,2.0341,2.0437,0.254,30.37
10350,1.8465,1.9432,0.223,30.4
10360,2.0287,1.9414,0.227,30.43
10370,2.179,1.9734,0.199,30.46
10380,1.9869,1.9815,0.18,30.49
10390,2.08,1.9393,0.23,30.52
10400,1.9932,1.9805,0.207,30.55
10410,2.1042,1.9775,0.211,30.58
10420,2.1356,1.9841,0.211,30.61
10430,2.0613,2.0144,0.215,30.64
10440,1.9809,1.9727,0.18,30.67
10450,2.073,2.0196,0.211,30.7
10460,1.9418,1.9728,0.242,30.73
10470,1.7186,2.016,0.184,30.76
10480,2.1053,2.0085,0.23,30.79
10490,2.1494,1.9815,0.223,30.82
10500,1.8422,1.9457,0.242,30.85
10510,1.8775,1.9403,0.223,30.87
10520,1.9559,1.9753,0.223,30.9
10530,2.0072,1.9498,0.211,30.93
10540,2.1255,1.9812,0.188,30.96
10550,1.9198,1.9662,0.215,30.99
10560,1.8848,1.985,0.242,31.02
10570,1.7564,1.9388,0.258,31.05
10580,1.9282,1.9569,0.23,31.08
10590,1.9839,1.9727,0.223,31.11
10600,2.1248,2.0041,0.195,31.14
10610,2.0679,1.9626,0.168,31.16
10620,1.8592,1.9748,0.16,31.19
10630,2.0279,1.9236,0.211,31.22
10640,2.095,1.9447,0.203,31.25
10650,1.8162,1.9683,0.219,31.28
10660,2.1008,1.9462,0.242,31.31
10670,2.0499,2.0119,0.242,31.34
10680,2.0443,1.9761,0.211,31.37
10690,1.9704,2.004,0.223,31.4
10700,1.9037,1.9415,0.203,31.42
10710,1.885,1.9443,0.207,31.45
10720,2.2084,1.9668,0.199,31.48
10730,1.9605,1.9871,0.23,31.51
10740,1.9808,1.9593,0.23,31.54
10750,1.9197,1.9581,0.234,31.57
10760,1.8477,1.9625,0.188,31.6
10770,2.1071,1.9591,0.215,31.63
10780,1.9207,1.9571,0.223,31.66
10790,1.8882,1.9641,0.215,31.69
10800,2.0942,1.9759,0.223,31.72
10810,2.3061,2.073,0.246,31.75
10820,1.827,1.9533,0.191,31.78
10830,2.0864,1.9476,0.195,31.81
10840,1.8248,1.9378,0.191,31.84
10850,1.8033,2.0014,0.211,31.86
10860,2.0327,2.0185,0.176,31.89
10870,1.8969,1.974,0.242,31.92
10880,1.9925,2.0193,0.23,31.95
10890,1.9788,1.9347,0.223,31.98
10900,1.9623,1.9503,0.254,32.01
10910,1.94,1.9626,0.246,32.04
10920,2.3487,1.9574,0.211,32.07
10930,1.8994,1.9527,0.223,32.1
10940,2.1139,1.9926,0.234,32.13
10950,2.1984,1.9894,0.246,32.16
10960,1.874,1.9876,0.246,32.19
10970,1.8947,1.9611,0.23,32.22
10980,2.161,2.0198,0.227,32.25
10990,2.0883,1.9619,0.223,32.28
11000,2.1475,1.9542,0.211,32.31
11010,1.9282,1.9554,0.215,32.34
11020,1.822,1.9521,0.25,32.36
11030,1.9647,1.9259,0.246,32.39
11040,2.0109,2.0206,0.176,32.42
11050,1.8439,1.9388,0.23,32.45
11060,2.028,2.0073,0.199,32.48
11070,2.0455,1.9817,0.238,32.51
11080,2.1376,1.9714,0.219,32.54
11090,2.0191,1.9946,0.211,32.57
11100,2.0286,2.0161,0.18,32.6
11110,2.0493,1.9894,0.188,32.63
11120,2.119,1.9587,0.23,32.66
11130,2.0256,1.9581,0.219,32.69
11140,2.0191,1.9925,0.227,32.72
11150,2.0971,1.9759,0.211,32.75
11160,2.1725,1.9735,0.207,32.78
11170,2.1777,2.012,0.18,32.81
11180,1.836,1.9454,0.215,32.84
11190,1.9354,1.9674,0.203,32.86
11200,2.085,1.9469,0.219,32.89
11210,1.9944,1.964,0.234,32.92
11220,2.0732,1.9927,0.223,32.95
11230,1.9959,1.9867,0.223,32.98
11240,2.222,1.9998,0.227,33.01
11250,1.9013,1.9581,0.23,33.04
11260,2.0184,1.9597,0.207,33.07
11270,1.9904,1.9822,0.227,33.1
11280,1.9645,1.9785,0.211,33.13
11290,1.9676,1.9773,0.23,33.15
11300,1.9604,1.9853,0.219,33.18
11310,2.0538,1.9782,0.215,33.21
11320,1.9611,1.9771,0.188,33.24
11330,2.108,1.9634,0.203,33.27
11340,1.8051,1.9651,0.219,33.3
11350,1.8731,1.9617,0.203,33.33
11360,1.7635,2.0044,0.223,33.36
11370,1.952,1.9965,0.234,33.39
11380,1.9218,2.0084,0.195,33.42
11390,1.9604,2.0379,0.207,33.44
11400,2.1146,1.9673,0.211,33.47
11410,1.8536,1.9837,0.188,33.5
11420,1.7466,1.9814,0.211,33.53
11430,2.155,1.9869,0.172,33.56
11440,2.0745,2.0077,0.188,33.59
11450,1.8193,1.973,0.242,33.62
11460,1.9884,1.9682,0.199,33.65
11470,1.8288,1.933,0.246,33.68
11480,1.8887,1.9464,0.242,33.71
11490,2.0965,1.9803,0.211,33.74
11500,1.9206,1.9867,0.211,33.77
11510,2.1563,1.9649,0.18,33.8
11520,1.9561,1.9708,0.23,33.83
11530,2.137,1.952,0.203,33.85
11540,1.833,1.9503,0.234,33.88
11550,2.1141,1.961,0.191,33.91
11560,2.055,1.9457,0.199,33.94
11570,1.8739,2.0356,0.203,33.97
11580,1.8566,1.9562,0.223,34.0
11590,2.0482,1.9844,0.246,34.03
11600,2.1795,1.9809,0.207,34.06
11610,2.0113,2.0337,0.223,34.09
11620,1.9742,1.9752,0.199,34.12
11630,1.8229,2.011,0.199,34.15
11640,2.1188,2.0383,0.234,34.18
11650,1.9612,1.9639,0.223,34.21
11660,1.996,2.0053,0.215,34.24
11670,2.0202,2.0485,0.203,34.27
11680,1.9512,2.0002,0.238,34.3
11690,1.9957,1.9866,0.188,34.33
11700,2.0532,1.961,0.234,34.36
11710,2.1182,1.9722,0.242,34.39
11720,1.7828,1.9834,0.207,34.42
11730,1.9888,2.0268,0.195,34.45
11740,1.9719,1.9987,0.18,34.48
11750,1.96,1.9792,0.211,34.51
11760,1.9768,1.9749,0.199,34.53
11770,2.078,1.9639,0.219,34.56
11780,1.9177,2.145,0.203,34.59
11790,1.9822,1.9841,0.219,34.62
11800,2.0358,1.9652,0.23,34.65
11810,1.9525,1.944,0.211,34.68
11820,2.0564,1.9404,0.219,34.71
11830,2.0518,2.0291,0.172,34.74
11840,2.2157,1.9789,0.23,34.77
11850,1.9827,1.9889,0.191,34.8
11860,2.0491,1.9457,0.234,34.83
11870,1.9841,1.9938,0.25,34.86
11880,2.1985,1.9317,0.215,34.89
11890,2.0587,2.0005,0.211,34.92
11900,1.9928,1.981,0.211,34.95
11910,2.4178,1.9455,0.262,34.97
11920,1.8114,1.9613,0.242,35.0
11930,1.9557,1.9569,0.242,35.03
11940,1.9488,1.9487,0.258,35.06
11950,1.9484,1.9589,0.25,35.09
11960,2.2063,1.9882,0.195,35.12
11970,1.8823,1.9658,0.262,35.15
11980,1.9759,1.9764,0.227,35.18
11990,1.9851,1.9567,0.238,35.21
12000,1.9971,1.9408,0.258,35.24
12010,1.9794,1.9731,0.227,35.26
12020,2.0851,1.9427,0.277,35.29
12030,2.0389,1.9884,0.234,35.32
12040,2.279,1.9894,0.258,35.35
12050,2.0248,1.9864,0.25,35.38
12060,2.206,1.9944,0.207,35.41
12070,2.0951,1.9622,0.227,35.44
12080,2.0398,1.9763,0.234,35.47
12090,1.8115,1.9642,0.227,35.5
12100,2.1147,1.9544,0.215,35.53
12110,2.1262,1.9953,0.262,35.56
12120,1.9617,1.9712,0.238,35.59
12130,1.9288,1.9608,0.219,35.61
12140,2.2448,2.0259,0.219,35.64
12150,1.7345,1.9527,0.246,35.67
12160,1.8305,1.9978,0.223,35.7
12170,1.749,1.954,0.25,35.73
12180,1.8393,1.989,0.238,35.76
12190,2.2383,1.9354,0.246,35.79
12200,1.909,1.9566,0.238,35.82
12210,2.0678,2.0199,0.199,35.85
12220,1.8244,2.0129,0.211,35.88
12230,2.109,1.9622,0.227,35.91
12240,2.0952,1.9369,0.234,35.94
12250,1.9545,1.9372,0.188,35.97
12260,2.1935,1.9292,0.254,36.0
12270,2.1679,2.0138,0.219,36.02
12280,2.035,1.9855,0.219,36.05
12290,2.166,1.9364,0.242,36.08
12300,1.9711,1.9982,0.227,36.11
12310,2.1985,1.9602,0.238,36.14
12320,2.0028,1.9518,0.211,36.17
12330,1.8448,1.9677,0.211,36.2
12340,1.9816,2.0016,0.23,36.23
12350,2.076,1.939,0.242,36.26
12360,1.9895,2.053,0.207,36.29
12370,2.0608,1.9779,0.191,36.32
12380,1.7556,1.9497,0.199,36.35
12390,1.6847,1.9838,0.219,36.37
12400,2.0797,1.9727,0.227,36.4
12410,1.9291,1.9639,0.203,36.43
12420,2.0256,1.9389,0.23,36.46
12430,2.0941,1.9791,0.254,36.49
12440,1.8803,2.0084,0.234,36.52
12450,1.8463,1.9671,0.223,36.55
12460,1.9492,1.985,0.223,36.58
12470,1.9305,1.9697,0.223,36.61
12480,1.863,1.978,0.246,36.64
12490,1.9133,1.9876,0.219,36.66
12500,1.6664,1.9424,0.219,36.7
12510,1.928,1.9559,0.223,36.73
12520,1.9981,1.9656,0.234,36.75
12530,2.0713,1.9614,0.199,36.78
12540,2.1275,2.045,0.199,36.81
12550,1.9363,1.9842,0.242,36.84
12560,2.2145,2.0019,0.215,36.87
12570,1.6644,2.0333,0.234,36.9
12580,1.9141,1.9655,0.258,36.93
12590,1.9046,1.9759,0.211,36.96
12600,2.0482,1.9455,0.254,36.99
12610,1.9814,1.9575,0.25,37.02
12620,2.1234,1.9979,0.215,37.05
12630,1.9338,1.9173,0.246,37.08
12640,2.0524,1.9584,0.191,37.11
12650,1.9257,1.9493,0.242,37.13
12660,1.8223,1.9502,0.258,37.16
12670,1.9749,1.972,0.246,37.19
12680,2.1394,2.0444,0.234,37.22
12690,1.9203,1.9698,0.266,37.25
12700,1.8207,1.987,0.25,37.28
12710,1.911,1.9382,0.223,37.31
12720,1.9214,2.0138,0.242,37.34
12730,1.9423,1.9592,0.207,37.37
12740,1.787,1.9731,0.219,37.4
12750,1.9223,1.9605,0.207,37.43
12760,1.8377,1.9429,0.23,37.46
12770,2.0158,1.9748,0.223,37.48
12780,1.9586,1.9477,0.238,37.51
12790,1.8549,1.9557,0.199,37.54
12800,1.957,1.963,0.203,37.57
12810,1.9522,1.9629,0.188,37.6
12820,2.0162,1.989,0.223,37.63
12830,2.0772,1.9456,0.234,37.66
12840,1.9235,1.9184,0.25,37.69
12850,1.9279,1.9578,0.238,37.72
12860,1.843,1.9188,0.23,37.75
12870,1.9648,1.9436,0.258,37.78
12880,1.8441,1.9366,0.242,37.81
12890,1.8361,1.9359,0.199,37.84
12900,1.9737,1.9643,0.188,37.87
12910,1.8416,1.9959,0.219,37.89
12920,2.0777,2.0128,0.25,37.92
12930,2.0069,1.9507,0.23,37.95
12940,1.8172,1.9577,0.207,37.98
12950,1.9553,1.9515,0.199,38.01
12960,1.9044,1.9325,0.203,38.04
12970,1.807,1.9497,0.246,38.07
12980,1.8141,1.9473,0.242,38.1
12990,1.9889,1.9402,0.254,38.13
13000,1.9424,1.9475,0.219,38.16
13010,1.8144,1.9565,0.219,38.19
13020,2.038,1.9554,0.215,38.22
13030,1.9336,1.9823,0.215,38.24
13040,2.0196,1.9639,0.23,38.27
13050,1.8586,1.976,0.188,38.3
13060,1.9018,1.9388,0.246,38.33
13070,1.7613,1.9417,0.215,38.36
13080,1.9701,1.9693,0.23,38.39
13090,2.0709,1.9712,0.223,38.42
13100,2.0107,1.9818,0.238,38.45
13110,2.0391,1.9344,0.242,38.48
13120,2.0217,1.9501,0.246,38.51
13130,1.882,1.9634,0.23,38.54
13140,2.0743,1.9436,0.25,38.57
13150,1.898,1.9675,0.242,38.6
13160,2.1122,1.9785,0.246,38.63
13170,2.171,1.9758,0.238,38.65
13180,1.7483,1.9439,0.242,38.68
13190,1.9955,1.9808,0.211,38.71
13200,1.7852,1.9489,0.219,38.74
13210,1.8618,1.9649,0.219,38.77
13220,2.0893,1.974,0.227,38.8
13230,1.9738,1.927,0.227,38.83
13240,1.9115,1.9291,0.195,38.86
13250,2.0752,1.9519,0.223,38.89
13260,1.6446,1.9937,0.199,38.92
13270,1.9935,1.9452,0.227,38.95
13280,2.081,1.9777,0.227,38.98
13290,2.0267,1.9664,0.227,39.01
13300,1.9091,1.9412,0.188,39.04
13310,1.7915,1.9826,0.215,39.07
13320,1.8668,1.9869,0.199,39.09
13330,1.8221,1.9649,0.223,39.12
13340,1.8896,1.9647,0.23,39.15
13350,2.0291,1.976,0.227,39.18
13360,1.5468,1.9671,0.223,39.21
13370,1.9449,1.9502,0.188,39.24
13380,2.0782,1.9887,0.219,39.27
13390,1.93,1.9497,0.219,39.3
13400,1.8265,1.9157,0.223,39.33
