step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
32.0,2.2955,2.3002,2.3008,0.082,0.062,0.1,0.4087,0.007812,0.007812,1.275,52.42,38.0,-9.18,10.6,41.73
33.0,2.2984,2.3003,2.3,0.082,0.062,0.1,0.1186,0.01563,0.01562,1.404,4.383,35.0,-1.9,10.7,42.74
34.0,2.296,2.3002,2.2999,0.082,0.094,0.1,0.5302,0.03125,0.03125,1.564,19.72,37.0,-6.91,12.5,43.83
35.0,2.2732,2.2985,2.3044,0.082,0.094,0.1,0.585,0.0625,0.0625,-0.819,31.16,35.0,-22.9,7.45,45.11
36.0,2.3331,2.2998,2.3044,0.082,0.062,0.1,1.041,0.01562,0.01562,1.059,48.9,38.0,-5.85,26.8,46.33
37.0,2.3033,2.3003,2.3017,0.082,0.125,0.1,0.3404,0.03125,0.03125,0.126,29.24,36.0,-27.9,3.11,47.54
38.0,2.2772,2.2994,2.3085,0.082,0.156,0.1,0.5502,0.007812,0.007812,1.093,63.56,39.0,-4.29,17.5,48.71
39.0,2.2822,2.2988,2.3099,0.082,0.094,0.1,0.6572,0.01562,0.01562,0.968,32.97,35.0,-23.4,18.4,50.04
40.0,2.3629,2.3018,2.3083,0.082,0.125,0.1,1.283,0.03125,0.03125,0.749,36.01,36.0,-9.1,25.3,51.29
41.0,2.316,2.302,2.3042,0.082,0.094,0.1,0.4447,0.03125,0.03125,1.05,9.69,37.0,-2.96,16.3,52.54
42.0,2.3613,2.3049,2.3073,0.082,0.031,0.1,1.313,0.0625,0.0625,0.671,24.99,35.0,-12.1,12.0,53.65
43.0,2.3001,2.3049,2.3016,0.082,0.094,0.1,0.0913,0.0625,0.0625,0.043,9.462,31.0,-8.91,7.25,54.94
44.0,2.2996,2.3056,2.3016,0.082,0.094,0.1,0.07104,0.01563,0.01562,0.496,8.292,36.0,-6.64,1.61,56.18
45.0,2.299,2.3065,2.3009,0.082,0.125,0.1,0.4685,0.01562,0.01562,0.771,56.54,35.0,-28.2,4.66,57.25
46.0,2.3008,2.3065,2.3017,0.082,0.031,0.1,0.1194,0.03125,0.03125,1.238,2.9,35.0,-1.15,9.96,58.5
47.0,2.2924,2.3039,2.3032,0.082,0.062,0.1,0.8681,0.0625,0.0625,0.76,5.307,35.0,-2.46,58.8,59.86
48.0,2.2947,2.3045,2.3018,0.082,0.125,0.1,0.3532,0.125,0.125,-0.897,16.74,36.0,-14.7,4.67,61.0
49.0,2.301,2.3043,2.3018,0.082,0.031,0.1,0.3326,0.03125,0.03125,1.172,8.84,35.0,-5.46,11.9,62.37
50.0,2.2873,2.3037,2.3034,0.078,0.156,0.1,0.5505,0.0625,0.0625,0.07,22.3,36.0,-18.6,35.1,63.75
51.0,2.301,2.3037,2.3034,0.078,0.031,0.1,0.2612,0.01563,0.01562,0.996,13.86,38.0,-2.05,50.1,65.05
52.0,2.2649,2.3022,2.3027,0.078,0.125,0.1,0.7529,0.03125,0.03125,0.789,26.43,37.0,-6.6,58.6,66.28
53.0,2.2953,2.3021,2.3045,0.09,0.188,0.1,0.6969,0.0625,0.0625,0.333,24.54,35.0,-16.9,40.7,67.63
54.0,2.3044,2.3025,2.3077,0.082,0.094,0.1,1.439,0.0625,0.0625,0.124,24.53,36.0,-5.63,8.65,69.36
55.0,2.3012,2.3039,2.3019,0.09,0.031,0.1,0.1164,0.01563,0.01562,1.287,5.07,35.0,-2.49,12.3,70.52
56.0,2.2904,2.3017,2.3016,0.086,0.219,0.1,0.322,0.03125,0.03125,0.971,6.542,35.0,-2.82,12.9,71.83
57.0,2.2977,2.3015,2.3021,0.082,0.062,0.1,0.228,0.0625,0.0625,-0.372,20.45,36.0,-18.2,1.48,73.29
58.0,2.28,2.3016,2.3021,0.082,0.281,0.1,0.5707,0.01563,0.01562,0.891,39.43,38.0,-7.75,7.83,74.5
59.0,2.2709,2.301,2.3046,0.078,0.125,0.1,0.5711,0.03125,0.03125,1.041,9.79,37.0,-2.39,31.4,75.95
60.0,2.2651,2.2961,2.3104,0.078,0.125,0.1,1.216,0.0625,0.0625,0.119,18.52,37.0,-8.03,24.8,77.1
61.0,2.2894,2.2948,2.3012,0.078,0.0,0.1,0.3429,0.01563,0.01562,0.964,18.14,35.0,-8.35,25.7,78.27
62.0,2.2825,2.2909,2.3014,0.086,0.094,0.1,0.2664,0.03125,0.03125,0.57,15.57,36.0,-12.4,7.86,79.73
63.0,2.3512,2.2934,2.3117,0.086,0.031,0.1,1.523,0.03125,0.03125,0.684,47.46,35.0,-36.7,74.5,81.11
64.0,2.2837,2.2926,2.302,0.094,0.188,0.1,0.7788,0.03125,0.03125,1.038,13.36,35.0,-8.19,25.4,82.44
65.0,2.3316,2.2943,2.3167,0.09,0.062,0.1,2.466,0.0625,0.0625,0.362,27.71,35.0,-13.9,25.5,83.73
66.0,2.3042,2.2944,2.3056,0.074,0.156,0.1,0.2421,0.0625,0.0625,0.437,20.79,36.0,-17.9,4.93,84.96
67.0,2.3092,2.2953,2.3201,0.102,0.062,0.1,1.971,0.0625,0.0625,0.242,23.62,35.0,-17.7,90.2,86.17
68.0,2.2769,2.2944,2.3146,0.059,0.062,0.1,0.3096,0.01563,0.01562,0.989,20.27,35.0,-12.2,39.1,87.4
69.0,2.2867,2.2937,2.3133,0.047,0.156,0.1,0.8223,0.03125,0.03125,0.337,56.14,35.0,-36.7,13.9,88.62
70.0,2.2653,2.2926,2.3162,0.086,0.219,0.1,2.4,0.03125,0.03125,1.198,19.45,37.0,-6.73,104.0,89.84
71.0,2.3656,2.2958,2.3434,0.117,0.031,0.1,4.441,0.0625,0.0625,0.764,26.08,36.0,-23.4,263.0,91.33
72.0,2.2594,2.2955,2.3115,0.066,0.125,0.1,0.7806,0.125,0.125,-0.03,18.67,30.0,-18.7,61.1,92.71
73.0,2.3088,2.2962,2.3115,0.066,0.031,0.1,0.2909,0.03125,0.03125,-0.043,29.36,36.0,-25.4,25.0,94.1
74.0,2.2856,2.2953,2.3115,0.066,0.031,0.1,0.3665,0.007812,0.007812,1.077,34.62,38.0,-4.9,58.2,95.68
75.0,2.2583,2.2931,2.3119,0.078,0.125,0.1,1.85,0.01563,0.01562,1.155,73.32,39.0,-4.24,57.5,97.14
76.0,2.3038,2.2938,2.3234,0.086,0.125,0.1,1.905,0.03125,0.03125,0.683,27.02,35.0,-14.2,216.0,98.63
77.0,2.3626,2.297,2.3109,0.074,0.031,0.1,3.339,0.03125,0.03125,0.477,131.3,37.0,-55.8,16.7,99.83
78.0,2.2847,2.2973,2.3048,0.059,0.156,0.1,0.2095,0.03125,0.03125,-0.063,24.47,36.0,-23.0,12.0,101.29
79.0,2.2807,2.2978,2.3048,0.059,0.188,0.1,0.2315,0.007812,0.007812,0.641,47.26,35.0,-24.2,4.25,102.76
80.0,2.2977,2.2994,2.3054,0.062,0.062,0.1,0.2487,0.007812,0.007812,1.229,17.92,38.0,-1.32,43.6,103.86
81.0,2.2991,2.2999,2.3062,0.066,0.031,0.1,0.5651,0.01562,0.01562,1.002,16.49,37.0,-3.75,33.8,105.03
82.0,2.3058,2.301,2.3063,0.055,0.062,0.1,0.2035,0.03125,0.03125,0.026,10.6,35.0,-7.76,34.1,106.62
83.0,2.3005,2.2985,2.3063,0.055,0.094,0.1,0.6947,0.007812,0.007812,1.129,85.43,38.0,-11.1,11.6,107.77
84.0,2.324,2.3005,2.3067,0.055,0.031,0.1,0.6956,0.01563,0.01562,0.739,80.42,35.0,-41.0,28.5,108.87
85.0,2.2965,2.2988,2.3048,0.066,0.0,0.1,0.5151,0.01563,0.01562,0.614,35.62,35.0,-18.1,24.1,110.21
86.0,2.3161,2.2994,2.3029,0.066,0.062,0.1,1.062,0.01563,0.01562,0.926,92.21,37.0,-31.2,2.16,111.53
87.0,2.3375,2.3008,2.3058,0.066,0.031,0.1,1.861,0.03125,0.03125,0.739,23.34,36.0,-20.6,103.0,112.82
88.0,2.3101,2.3024,2.3017,0.07,0.094,0.1,0.6257,0.03125,0.03125,0.773,9.68,37.0,-1.75,41.8,114.33
89.0,2.3019,2.3032,2.3029,0.094,0.062,0.1,0.3819,0.0625,0.0625,0.06,29.41,30.0,-29.1,11.2,115.66
90.0,2.2996,2.3049,2.3029,0.094,0.156,0.1,0.6979,0.01563,0.01562,0.649,130.4,35.0,-89.6,2.48,117.05
91.0,2.3179,2.3025,2.3022,0.102,0.094,0.1,1.064,0.01562,0.01562,0.657,56.43,38.0,-8.48,25.8,118.53
92.0,2.3131,2.3052,2.3025,0.086,0.094,0.1,0.2734,0.01563,0.01562,0.701,28.2,35.0,-14.5,9.16,119.99
93.0,2.3134,2.3054,2.3019,0.086,0.156,0.1,0.4293,0.01562,0.01562,0.981,13.44,38.0,-1.53,38.6,121.38
94.0,2.3031,2.3063,2.3019,0.094,0.125,0.1,0.4333,0.03125,0.03125,0.356,31.11,35.0,-20.2,40.7,122.76
95.0,2.2832,2.3076,2.3027,0.074,0.031,0.1,0.4626,0.03125,0.03125,0.083,14.97,37.0,-5.55,11.7,124.2
96.0,2.2959,2.3072,2.3027,0.074,0.094,0.1,0.2601,0.007812,0.007812,0.87,25.47,35.0,-18.5,22.2,125.47
97.0,2.2844,2.3033,2.3023,0.078,0.062,0.1,0.3688,0.01563,0.01562,0.199,31.66,35.0,-15.6,16.2,126.87
98.0,2.2896,2.3035,2.3023,0.09,0.125,0.1,0.3911,0.003906,0.003906,0.885,112.7,38.0,-21.5,1.25,128.21
99.0,2.3038,2.3047,2.3021,0.078,0.0,0.1,0.09376,0.007813,0.007812,0.949,11.82,37.0,-2.56,7.22,129.36
100.0,2.3038,2.305,2.302,0.078,0.094,0.1,0.2083,0.01562,0.01562,1.194,13.84,38.0,-2.35,9.73,130.65
101.0,2.2982,2.3049,2.3019,0.078,0.031,0.1,0.3182,0.03125,0.03125,1.15,6.588,37.0,-1.47,17.0,132.2
102.0,2.3114,2.3052,2.3009,0.078,0.125,0.1,0.2689,0.0625,0.0625,-0.34,13.31,36.0,-10.5,22.3,133.45
103.0,2.2926,2.3048,2.3009,0.078,0.156,0.1,0.2249,0.01563,0.01562,0.931,11.27,36.0,-1.9,16.8,134.75
104.0,2.2988,2.3035,2.3008,0.086,0.062,0.1,0.4086,0.03125,0.03125,0.435,29.5,35.0,-21.7,4.68,135.96
105.0,2.3127,2.3044,2.3049,0.086,0.062,0.1,0.6571,0.03125,0.03125,0.822,14.55,37.0,-6.2,39.8,137.23
106.0,2.2948,2.3033,2.3024,0.078,0.062,0.1,0.3249,0.0625,0.0625,0.317,8.272,36.0,-6.08,15.9,138.52
107.0,2.3249,2.3027,2.3105,0.082,0.031,0.1,0.5934,0.0625,0.0625,0.188,8.799,36.0,-7.43,67.3,139.94
108.0,2.3144,2.3029,2.306,0.059,0.062,0.1,0.5359,0.01563,0.01562,0.74,46.32,35.0,-24.3,6.01,141.58
109.0,2.2966,2.3026,2.3034,0.086,0.125,0.1,0.6057,0.01562,0.01562,0.827,36.93,35.0,-18.0,18.2,142.96
110.0,2.3046,2.3029,2.3027,0.109,0.156,0.1,0.4634,0.03125,0.03125,0.282,22.11,35.0,-12.1,40.7,144.28
111.0,2.2829,2.3011,2.3015,0.098,0.094,0.1,0.5062,0.03125,0.03125,0.326,36.46,35.0,-25.6,20.5,145.79
112.0,2.2959,2.3002,2.3012,0.086,0.125,0.1,0.8427,0.03125,0.03125,0.729,27.62,38.0,-5.27,6.81,147.07
113.0,2.3516,2.3022,2.3113,0.086,0.062,0.1,1.806,0.03125,0.03125,0.54,55.22,35.0,-27.6,26.4,148.39
114.0,2.306,2.3023,2.301,0.094,0.125,0.1,0.5889,0.03125,0.03125,0.613,15.16,35.0,-7.91,25.7,149.54
115.0,2.3169,2.304,2.3027,0.078,0.031,0.1,0.3458,0.03125,0.03125,0.745,10.87,37.0,-4.09,44.3,151.09
116.0,2.318,2.3051,2.304,0.078,0.125,0.1,1.38,0.03125,0.03125,0.478,49.36,37.0,-18.2,38.6,152.3
117.0,2.2964,2.3057,2.301,0.082,0.031,0.1,0.2397,0.03125,0.03125,0.789,15.47,35.0,-8.53,0.727,153.91
118.0,2.2949,2.306,2.3037,0.078,0.156,0.1,0.2352,0.0625,0.0625,0.1,32.07,36.0,-30.2,3.77,155.17
119.0,2.2967,2.3056,2.3037,0.078,0.094,0.1,0.7539,0.01563,0.01562,0.351,54.56,37.0,-24.2,23.0,156.35
120.0,2.2776,2.3043,2.3012,0.074,0.094,0.1,0.7412,0.01563,0.01562,0.593,86.74,35.0,-43.5,0.991,157.95
121.0,2.3124,2.305,2.3043,0.078,0.031,0.1,0.6944,0.01563,0.01562,0.943,20.4,39.0,-1.12,38.8,159.22
122.0,2.3124,2.3051,2.3015,0.078,0.031,0.1,0.4688,0.03125,0.03125,0.789,6.955,37.0,-1.23,12.6,160.48
123.0,2.3012,2.3055,2.3014,0.09,0.062,0.1,0.05409,0.0625,0.0625,0.957,3.068,33.0,-2.49,14.0,161.89
124.0,2.304,2.3057,2.3025,0.086,0.062,0.1,0.2311,0.125,0.125,0.053,13.75,36.0,-12.7,12.8,163.44
125.0,2.3095,2.3056,2.3025,0.086,0.031,0.1,0.3939,0.03125,0.03125,0.18,37.89,35.0,-26.5,2.13,164.81
126.0,2.3091,2.3063,2.3044,0.066,0.094,0.1,0.4589,0.007813,0.007812,0.902,63.98,36.0,-16.5,6.11,165.97
127.0,2.2897,2.3045,2.3042,0.066,0.125,0.1,0.2073,0.01563,0.01562,0.741,11.06,36.0,-1.92,14.9,167.43
128.0,2.2897,2.3033,2.3048,0.07,0.25,0.1,0.205,0.01562,0.01562,0.708,14.01,37.0,-3.85,9.43,168.72
129.0,2.2923,2.3031,2.304,0.074,0.156,0.1,0.1054,0.01563,0.01562,0.561,9.38,35.0,-5.6,2.61,170.11
130.0,2.2983,2.3028,2.3046,0.066,0.125,0.1,0.1098,0.01562,0.01562,1.024,6.651,36.0,-0.714,12.9,171.61
131.0,2.3077,2.304,2.3045,0.055,0.062,0.1,0.271,0.03125,0.03125,0.342,18.06,35.0,-10.1,0.956,172.91
132.0,2.2965,2.304,2.302,0.078,0.125,0.1,0.2596,0.03125,0.03125,0.323,8.488,31.0,-8.12,14.2,174.72
133.0,2.3108,2.302,2.303,0.074,0.0,0.1,0.1198,0.03125,0.03125,0.993,3.699,35.0,-1.07,9.82,176.04
134.0,2.3041,2.3019,2.3024,0.07,0.094,0.1,0.1763,0.0625,0.0625,0.065,3.672,35.0,-1.22,2.96,177.26
135.0,2.3065,2.3014,2.3024,0.07,0.031,0.1,0.289,0.01563,0.01562,0.555,27.14,37.0,-9.74,1.01,178.58
136.0,2.3009,2.3005,2.3017,0.07,0.125,0.1,0.08813,0.01562,0.01562,1.423,5.212,37.0,-1.32,2.62,179.85
137.0,2.2955,2.3005,2.3022,0.074,0.125,0.1,0.09054,0.03125,0.03125,-0.407,14.16,36.0,-11.5,1.02,181.21
138.0,2.3029,2.3009,2.3022,0.074,0.031,0.1,0.05523,0.007812,0.007812,0.488,16.97,35.0,-11.9,0.855,182.36
139.0,2.2998,2.3011,2.3018,0.086,0.156,0.1,0.1175,0.007813,0.007812,1.144,13.38,38.0,-1.13,5.02,183.63
140.0,2.3022,2.3023,2.302,0.078,0.094,0.1,0.07955,0.01562,0.01562,0.669,5.582,35.0,-2.77,1.25,184.86
141.0,2.2987,2.3016,2.3016,0.102,0.125,0.1,0.027,0.01562,0.01562,0.049,4.931,32.0,-4.63,2.61,186.23
142.0,2.297,2.3008,2.3016,0.102,0.125,0.1,0.06805,0.003906,0.003906,0.951,17.5,37.0,-6.71,13.4,187.72
143.0,2.3066,2.3011,2.3016,0.102,0.156,0.1,0.2974,0.007813,0.007812,0.897,50.08,37.0,-16.1,21.2,189.02
144.0,2.3,2.3009,2.3016,0.09,0.125,0.1,0.1792,0.01563,0.01562,0.998,14.77,37.0,-5.75,3.54,190.28
145.0,2.3057,2.3007,2.3019,0.098,0.125,0.1,0.1636,0.03125,0.03125,1.169,4.746,37.0,-1.36,5.51,191.69
146.0,2.2979,2.3001,2.3016,0.086,0.188,0.1,0.1803,0.0625,0.0625,2.328,3.815,35.0,-1.64,4.79,193.06
147.0,2.2881,2.3001,2.3016,0.082,0.125,0.1,0.523,0.125,0.125,-0.335,19.89,36.0,-16.7,38.9,194.57
148.0,2.3008,2.3006,2.3016,0.082,0.125,0.1,0.273,0.03125,0.03125,0.526,11.2,31.0,-10.7,24.1,196.22
149.0,2.3014,2.3011,2.3022,0.074,0.031,0.1,0.7955,0.03125,0.03125,0.229,20.71,35.0,-10.2,46.4,197.53
150.0,2.3079,2.3016,2.3011,0.086,0.062,0.1,0.2055,0.007812,0.007812,0.552,75.24,35.0,-55.0,36.9,198.69
151.0,2.2991,2.3011,2.3014,0.09,0.0,0.1,0.1327,0.007812,0.007812,0.853,16.48,35.0,-10.3,19.4,200.07
152.0,2.2913,2.3009,2.3016,0.082,0.094,0.1,0.3377,0.01563,0.01562,0.871,16.42,35.0,-12.4,6.37,201.78
153.0,2.3148,2.3011,2.3026,0.098,0.062,0.1,0.2082,0.03125,0.03125,0.45,16.45,35.0,-11.4,10.4,203.16
154.0,2.3052,2.3011,2.3028,0.082,0.031,0.1,0.1218,0.03125,0.03125,0.079,5.56,35.0,-2.34,0.978,204.53
155.0,2.2977,2.3007,2.3028,0.082,0.062,0.1,0.09293,0.007812,0.007812,1.219,10.65,38.0,-0.509,3.57,205.75
156.0,2.2959,2.3004,2.3032,0.078,0.188,0.1,0.2483,0.01562,0.01562,0.865,19.49,35.0,-9.78,2.39,207.1
157.0,2.3002,2.3007,2.3024,0.094,0.219,0.1,0.08713,0.03125,0.03125,1.082,5.538,36.0,-4.13,1.99,208.45
158.0,2.2864,2.2998,2.3023,0.102,0.094,0.1,0.4068,0.0625,0.0625,0.996,8.912,35.0,-4.1,4.91,209.86
159.0,2.3578,2.3027,2.3114,0.09,0.094,0.1,4.176,0.125,0.125,0.303,12.06,35.0,-7.68,111.0,211.44
160.0,2.2834,2.3018,2.3117,0.047,0.0,0.1,0.524,0.125,0.125,-0.033,3.391,35.0,-1.68,18.3,212.73
161.0,2.3077,2.3022,2.3117,0.047,0.094,0.1,0.3424,0.03125,0.03125,0.025,56.41,36.0,-49.0,2.46,214.23
162.0,2.3114,2.303,2.3117,0.047,0.094,0.1,0.7854,0.007813,0.007812,1.007,95.96,38.0,-18.9,9.05,215.89
163.0,2.3164,2.3034,2.3096,0.074,0.125,0.1,0.2518,0.01563,0.01562,0.664,24.19,35.0,-18.6,18.0,217.2
164.0,2.2925,2.3031,2.3103,0.047,0.094,0.1,0.3502,0.01563,0.01562,0.031,32.48,35.0,-15.4,6.7,218.68
165.0,2.2959,2.3026,2.3103,0.047,0.062,0.1,0.3082,0.003906,0.003906,0.957,79.49,38.0,-10.0,12.6,219.81
166.0,2.2879,2.3021,2.3099,0.059,0.031,0.1,0.7615,0.007813,0.007812,1.011,93.96,39.0,-9.22,9.99,221.13
167.0,2.284,2.3019,2.3116,0.051,0.062,0.1,0.438,0.01562,0.01562,0.91,27.65,37.0,-9.93,42.9,222.59
168.0,2.3178,2.3027,2.3118,0.055,0.062,0.1,0.3372,0.03125,0.03125,0.775,17.16,35.0,-8.36,4.97,223.74
169.0,2.305,2.3029,2.3064,0.062,0.094,0.1,0.3512,0.0625,0.0625,-4.316,11.21,36.0,-10.0,22.8,225.09
170.0,2.2923,2.3021,2.3064,0.062,0.0,0.1,0.2363,0.01562,0.01562,0.623,17.8,35.0,-13.5,9.58,226.61
171.0,2.3266,2.3035,2.3085,0.059,0.062,0.1,0.4925,0.01563,0.01562,0.984,41.24,37.0,-18.1,20.3,227.95
172.0,2.2953,2.3037,2.308,0.055,0.062,0.1,0.3491,0.03125,0.03125,0.096,35.8,35.0,-28.2,6.99,229.21
173.0,2.2829,2.3021,2.308,0.055,0.094,0.1,1.035,0.007812,0.007812,1.047,128.2,39.0,-7.91,12.1,230.35
174.0,2.3394,2.3038,2.3086,0.062,0.062,0.1,1.421,0.01563,0.01562,0.883,95.76,38.0,-13.6,3.35,231.7
175.0,2.3001,2.304,2.3051,0.074,0.0,0.1,1.003,0.03125,0.03125,0.589,72.55,35.0,-46.7,9.65,233.01
176.0,2.3323,2.3058,2.315,0.125,0.062,0.1,2.612,0.03125,0.03125,0.576,17.85,35.0,-11.9,160.0,234.23
177.0,2.309,2.3062,2.3041,0.074,0.094,0.1,0.3546,0.03125,0.03125,0.901,9.76,37.0,-2.73,51.1,235.64
178.0,2.3103,2.3074,2.3066,0.074,0.031,0.1,0.64,0.0625,0.0625,0.041,59.65,36.0,-54.5,6.8,236.9
179.0,2.3193,2.3055,2.3066,0.074,0.094,0.1,0.9533,0.01563,0.01562,0.756,31.93,37.0,-10.5,50.7,238.26
180.0,2.308,2.3067,2.3073,0.062,0.062,0.1,0.4604,0.03125,0.03125,0.197,31.84,35.0,-24.3,15.6,239.82
181.0,2.3063,2.3066,2.3094,0.059,0.094,0.1,0.2805,0.007813,0.007812,1.026,34.37,37.0,-12.1,17.1,241.02
182.0,2.3081,2.3065,2.309,0.055,0.031,0.1,0.5096,0.01562,0.01562,0.886,35.47,37.0,-9.94,7.62,242.25
183.0,2.3268,2.307,2.307,0.059,0.094,0.1,0.4403,0.03125,0.03125,0.788,11.35,37.0,-3.91,17.7,243.69
184.0,2.292,2.307,2.3042,0.098,0.094,0.1,0.2163,0.0625,0.0625,0.122,4.738,32.0,-3.95,29.1,245.06
185.0,2.2865,2.3065,2.3034,0.082,0.031,0.1,0.4287,0.01563,0.01562,0.951,10.71,37.0,-2.34,80.9,246.36
186.0,2.297,2.307,2.3028,0.094,0.062,0.1,0.4601,0.03125,0.03125,0.224,25.92,35.0,-12.5,4.14,247.8
187.0,2.3126,2.3084,2.3151,0.082,0.031,0.1,1.096,0.007812,0.007812,1.001,79.83,39.0,-7.49,85.7,249.14
188.0,2.2636,2.3057,2.3067,0.086,0.156,0.1,1.634,0.01563,0.01562,1.138,49.89,36.0,-12.0,115.0,250.42
189.0,2.2992,2.3054,2.3165,0.082,0.125,0.1,0.9218,0.03125,0.03125,0.82,21.02,37.0,-6.1,89.1,251.89
190.0,2.2932,2.3054,2.313,0.082,0.125,0.1,0.5676,0.0625,0.0625,0.02,15.08,36.0,-13.2,65.8,253.33
191.0,2.3075,2.3045,2.313,0.082,0.062,0.1,0.5851,0.01563,0.01562,1.167,13.02,38.0,-1.64,52.4,254.61
192.0,2.3041,2.3049,2.3046,0.082,0.094,0.1,0.6916,0.03125,0.03125,0.215,17.58,37.0,-5.27,27.1,255.83
193.0,2.2952,2.3055,2.3009,0.078,0.094,0.1,0.2611,0.007812,0.007812,1.072,25.43,36.0,-5.94,12.7,257.27
194.0,2.2979,2.3035,2.3009,0.082,0.094,0.1,0.1492,0.01563,0.01562,0.48,8.483,36.0,-7.19,27.8,258.46
195.0,2.2969,2.3033,2.3009,0.074,0.031,0.1,0.2271,0.01562,0.01562,0.88,11.0,38.0,-1.68,15.5,259.74
