step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,wall_clock_s
7380.0,1.938,2.0394,2.0071,0.199,0.156,0.1,0.8211,0.08211,23.08
7390.0,2.1597,2.0559,1.985,0.199,0.156,0.1,1.141,0.1141,23.11
7400.0,2.2218,2.0589,2.0574,0.191,0.156,0.1,1.973,0.1973,23.14
7410.0,2.1535,2.0882,2.0214,0.195,0.062,0.1,1.113,0.1113,23.17
7420.0,2.0947,2.0871,1.9913,0.199,0.219,0.1,0.7024,0.07024,23.2
7430.0,2.0119,2.0531,2.0065,0.199,0.25,0.1,0.8615,0.08615,23.23
7440.0,2.0263,2.0215,2.0046,0.188,0.188,0.1,1.665,0.1665,23.26
7450.0,1.9684,2.0273,1.9884,0.203,0.25,0.1,1.086,0.1086,23.29
7460.0,1.9888,2.0456,1.987,0.199,0.094,0.1,0.738,0.0738,23.32
7470.0,2.0815,2.044,2.0679,0.184,0.125,0.1,1.24,0.124,23.35
7480.0,2.4594,2.057,1.9911,0.199,0.125,0.1,1.444,0.1444,23.38
7490.0,2.1693,2.07,2.0198,0.195,0.156,0.1,1.283,0.1283,23.41
7500.0,2.0723,2.067,1.9895,0.207,0.219,0.1,0.9248,0.09248,23.44
7510.0,1.891,2.0545,2.0091,0.195,0.25,0.1,0.7851,0.07851,23.47
7520.0,1.9982,2.0204,2.0002,0.195,0.156,0.1,0.7436,0.07436,23.5
7530.0,2.0007,2.0371,2.0198,0.211,0.094,0.1,0.8297,0.08297,23.53
7540.0,2.0293,2.0505,1.9903,0.203,0.062,0.1,0.4653,0.04653,23.55
7550.0,1.9355,2.0172,2.0623,0.199,0.219,0.1,1.424,0.1424,23.59
7560.0,1.9283,2.0227,1.9899,0.211,0.188,0.1,0.5302,0.05302,23.62
7570.0,2.1217,2.0026,2.008,0.203,0.125,0.1,0.9787,0.09787,23.65
7580.0,1.9785,1.9779,2.0124,0.207,0.25,0.1,1.335,0.1335,23.68
7590.0,2.0761,2.0062,1.9918,0.203,0.125,0.1,1.301,0.1301,23.71
7600.0,2.0443,2.0261,1.9864,0.188,0.219,0.1,1.002,0.1002,23.73
7610.0,1.9324,2.024,2.0217,0.184,0.25,0.1,0.6378,0.06378,23.76
7620.0,1.918,2.0178,1.9894,0.188,0.344,0.1,0.9382,0.09382,23.79
7630.0,1.901,2.0247,1.9871,0.199,0.25,0.1,0.6685,0.06685,23.82
7640.0,2.0495,1.9997,2.0875,0.199,0.344,0.1,1.501,0.1501,23.85
7650.0,2.0026,1.9824,1.9921,0.145,0.188,0.1,0.9907,0.09907,23.88
7660.0,2.1271,2.0178,1.9857,0.188,0.219,0.1,0.765,0.0765,23.91
7670.0,1.8855,2.0141,1.9872,0.188,0.219,0.1,0.8716,0.08716,23.94
7680.0,2.0562,2.0393,2.0207,0.191,0.125,0.1,1.129,0.1129,23.97
7690.0,2.012,2.055,2.0117,0.207,0.156,0.1,1.093,0.1093,24.0
7700.0,1.9985,2.0102,2.0066,0.219,0.312,0.1,0.6079,0.06079,24.03
7710.0,1.9487,2.0081,2.0139,0.191,0.312,0.1,0.7487,0.07487,24.06
7720.0,1.9369,2.018,2.0374,0.184,0.219,0.1,0.578,0.0578,24.09
7730.0,1.9059,2.0301,1.9746,0.207,0.188,0.1,0.7435,0.07435,24.12
7740.0,2.0375,2.0433,1.9897,0.203,0.188,0.1,1.272,0.1272,24.15
7750.0,1.9538,2.0372,1.9913,0.18,0.25,0.1,0.4929,0.04929,24.18
7760.0,2.1491,2.0469,2.017,0.188,0.094,0.1,1.391,0.1391,24.21
7770.0,2.0194,2.032,1.9806,0.172,0.281,0.1,0.6786,0.06786,24.24
7780.0,2.073,2.009,1.9932,0.188,0.219,0.1,1.925,0.1925,24.27
7790.0,1.9132,1.9973,1.982,0.195,0.281,0.1,0.5485,0.05485,24.3
7800.0,2.018,1.9867,1.9796,0.203,0.156,0.1,1.868,0.1868,24.32
7810.0,1.935,2.0188,1.9948,0.164,0.281,0.1,0.6485,0.06485,24.36
7820.0,1.8268,2.0163,1.9798,0.195,0.219,0.1,0.5345,0.05345,24.39
7830.0,1.9304,1.9902,1.9905,0.184,0.188,0.1,0.542,0.0542,24.41
7840.0,2.0594,1.9984,1.9908,0.195,0.094,0.1,0.524,0.0524,24.44
7850.0,2.0006,2.0085,2.0143,0.195,0.188,0.1,0.5188,0.05188,24.47
7860.0,2.0871,2.0473,2.0058,0.18,0.094,0.1,0.8965,0.08965,24.5
7870.0,1.8507,2.0345,2.0209,0.184,0.25,0.1,0.7657,0.07657,24.53
7880.0,2.0159,2.0097,1.9909,0.199,0.188,0.1,0.6725,0.06725,24.56
7890.0,1.9563,2.042,1.9872,0.195,0.344,0.1,0.708,0.0708,24.59
7900.0,1.8745,2.0275,2.0087,0.188,0.219,0.1,0.9179,0.09179,24.62
7910.0,1.9832,2.0169,1.9778,0.18,0.25,0.1,0.4868,0.04868,24.65
7920.0,1.9727,2.0401,1.9969,0.219,0.188,0.1,0.7777,0.07777,24.68
7930.0,1.9924,2.0115,2.0035,0.18,0.25,0.1,0.6655,0.06655,24.71
7940.0,2.0978,2.0186,2.0048,0.18,0.188,0.1,1.032,0.1032,24.74
7950.0,2.0375,2.067,1.9898,0.203,0.281,0.1,0.5541,0.05541,24.77
7960.0,1.9123,2.0122,2.0167,0.219,0.219,0.1,0.5355,0.05355,24.8
7970.0,1.8855,1.9774,1.9772,0.168,0.25,0.1,0.6893,0.06893,24.83
7980.0,2.0807,2.013,2.0119,0.16,0.188,0.1,1.504,0.1504,24.86
7990.0,2.0614,2.0416,1.9924,0.184,0.125,0.1,1.114,0.1114,24.89
8000.0,2.0821,2.0786,1.9829,0.168,0.188,0.1,0.8753,0.08753,24.92
8010.0,1.8339,2.0738,1.982,0.18,0.25,0.1,1.031,0.1031,24.95
8020.0,2.0608,2.0644,2.0136,0.152,0.219,0.1,1.166,0.1166,24.98
8030.0,2.1005,2.0366,2.0166,0.191,0.156,0.1,1.276,0.1276,25.01
8040.0,2.1575,2.0231,1.9857,0.203,0.062,0.1,1.338,0.1338,25.04
8050.0,2.0524,2.0264,1.9973,0.188,0.219,0.1,1.079,0.1079,25.07
8060.0,2.0762,2.0056,1.9792,0.215,0.312,0.1,1.459,0.1459,25.1
8070.0,2.0188,2.0048,1.9815,0.219,0.125,0.1,0.5596,0.05596,25.13
8080.0,2.1175,2.0258,2.0166,0.195,0.094,0.1,0.6292,0.06292,25.16
8090.0,2.0966,2.0486,2.0102,0.203,0.25,0.1,0.7001,0.07001,25.19
8100.0,1.994,1.9984,2.0421,0.141,0.25,0.1,1.083,0.1083,25.22
8110.0,1.9035,2.0046,1.9846,0.152,0.188,0.1,0.6457,0.06457,25.25
8120.0,1.9858,2.0358,1.9855,0.184,0.188,0.1,0.6703,0.06703,25.28
8130.0,1.9352,2.0237,1.9971,0.188,0.25,0.1,1.545,0.1545,25.31
8140.0,1.9824,2.024,1.9815,0.203,0.25,0.1,0.4848,0.04848,25.34
8150.0,1.9783,2.0355,2.0026,0.223,0.219,0.1,0.5773,0.05773,25.37
8160.0,2.011,2.0226,1.9931,0.207,0.094,0.1,0.7106,0.07106,25.42
8170.0,2.0253,2.0121,1.988,0.156,0.156,0.1,0.7345,0.07345,25.46
8180.0,2.0468,2.0231,1.9942,0.191,0.094,0.1,0.8386,0.08386,25.49
8190.0,2.164,2.0264,1.9937,0.168,0.125,0.1,0.9007,0.09007,25.52
8200.0,2.1432,2.0344,1.9713,0.199,0.312,0.1,0.9639,0.09639,25.55
8210.0,2.0554,2.0206,1.9786,0.176,0.188,0.1,0.9171,0.09171,25.58
8220.0,1.9201,2.0235,1.9783,0.184,0.188,0.1,0.7924,0.07924,25.61
8230.0,2.0492,2.0294,1.9768,0.184,0.312,0.1,1.186,0.1186,25.64
8240.0,1.9458,2.0158,1.9786,0.188,0.281,0.1,1.106,0.1106,25.67
8250.0,2.008,1.9951,2.0308,0.199,0.25,0.1,1.675,0.1675,25.71
8260.0,2.17,2.0058,2.0141,0.211,0.156,0.1,0.6835,0.06835,25.74
8270.0,2.0584,2.0348,1.9742,0.207,0.156,0.1,0.6936,0.06936,25.78
8280.0,2.0087,2.0065,2.007,0.215,0.094,0.1,1.606,0.1606,25.81
8290.0,2.1414,2.0063,1.9837,0.16,0.25,0.1,1.495,0.1495,25.84
8300.0,1.9102,2.0242,1.9887,0.176,0.188,0.1,0.6809,0.06809,25.88
8310.0,2.0055,2.0336,1.9912,0.18,0.062,0.1,0.9749,0.09749,25.91
8320.0,2.1367,2.0177,1.9874,0.191,0.094,0.1,0.9005,0.09005,25.94
8330.0,1.9681,2.005,2.0514,0.172,0.281,0.1,1.103,0.1103,25.97
8340.0,1.9885,2.0154,1.9776,0.16,0.156,0.1,0.6507,0.06507,26.0
8350.0,1.9164,2.001,1.9835,0.191,0.281,0.1,1.082,0.1082,26.03
8360.0,1.925,1.9922,1.9786,0.227,0.312,0.1,1.067,0.1067,26.06
8370.0,1.8819,2.0044,1.9916,0.211,0.219,0.1,1.155,0.1155,26.09
8380.0,2.0669,2.0239,1.9795,0.168,0.125,0.1,0.7111,0.07111,26.12
8390.0,2.0055,2.0033,2.0054,0.18,0.25,0.1,1.724,0.1724,26.15
8400.0,1.8878,1.9873,2.0077,0.176,0.25,0.1,1.06,0.106,26.18
8410.0,2.1424,2.0431,2.0385,0.156,0.188,0.1,0.9658,0.09658,26.21
8420.0,1.9733,2.0723,2.0273,0.184,0.156,0.1,0.8562,0.08562,26.24
8430.0,1.9161,2.0225,1.9853,0.164,0.219,0.1,0.7881,0.07881,26.27
8440.0,1.8978,1.9567,1.9746,0.152,0.25,0.1,1.139,0.1139,26.3
8450.0,1.9742,1.963,2.0007,0.184,0.156,0.1,0.5901,0.05901,26.33
8460.0,1.9059,1.9973,1.9806,0.184,0.312,0.1,0.5909,0.05909,26.36
8470.0,2.0582,2.0197,1.9866,0.188,0.188,0.1,0.9978,0.09978,26.39
8480.0,2.0322,2.034,2.0019,0.176,0.125,0.1,0.9439,0.09439,26.42
8490.0,2.0116,2.0093,1.9913,0.191,0.219,0.1,0.9663,0.09663,26.45
8500.0,2.0445,2.0185,1.9889,0.141,0.094,0.1,0.6128,0.06128,26.48
8510.0,1.7874,2.0037,1.9833,0.191,0.219,0.1,0.6393,0.06393,26.52
8520.0,2.1034,2.0196,2.0653,0.156,0.125,0.1,1.971,0.1971,26.55
8530.0,2.0812,2.0451,1.9906,0.211,0.125,0.1,1.291,0.1291,26.58
8540.0,1.8005,1.9817,1.9667,0.215,0.344,0.1,0.9099,0.09099,26.61
8550.0,1.9311,1.9594,2.0065,0.211,0.219,0.1,0.5798,0.05798,26.65
8560.0,1.8987,1.9879,2.0015,0.156,0.188,0.1,0.9632,0.09632,26.68
8570.0,1.9981,2.0268,2.0072,0.188,0.188,0.1,0.6083,0.06083,26.71
8580.0,1.9899,2.0317,1.9965,0.16,0.25,0.1,0.7002,0.07002,26.74
8590.0,2.0542,2.0348,1.9893,0.188,0.156,0.1,0.7932,0.07932,26.77
8600.0,2.1623,2.0981,2.026,0.195,0.219,0.1,0.5296,0.05296,26.8
8610.0,2.0122,2.0887,1.9829,0.207,0.25,0.1,0.8993,0.08993,26.83
8620.0,2.118,2.033,1.9567,0.195,0.25,0.1,1.063,0.1063,26.86
8630.0,2.0934,2.0311,1.9741,0.195,0.219,0.1,0.8721,0.08721,26.89
8640.0,1.9618,2.0381,1.9649,0.195,0.188,0.1,0.9171,0.09171,26.92
8650.0,1.889,2.0127,1.9929,0.172,0.312,0.1,0.9539,0.09539,26.95
8660.0,1.9231,2.022,2.0077,0.203,0.25,0.1,0.6119,0.06119,26.98
8670.0,1.9565,2.0051,1.9728,0.219,0.188,0.1,1.005,0.1005,27.01
8680.0,1.8467,1.9656,1.9921,0.203,0.281,0.1,0.8515,0.08515,27.04
8690.0,2.0375,2.014,2.0013,0.211,0.156,0.1,0.7744,0.07744,27.06
8700.0,2.2684,2.0798,1.9761,0.188,0.125,0.1,1.079,0.1079,27.09
8710.0,2.0293,2.0832,1.9763,0.203,0.281,0.1,0.5928,0.05928,27.12
8720.0,2.0023,2.0261,1.9672,0.207,0.281,0.1,0.669,0.0669,27.15
8730.0,1.9585,1.9664,1.9877,0.176,0.406,0.1,0.7494,0.07494,27.18
8740.0,2.2126,1.9726,1.9892,0.18,0.219,0.1,1.543,0.1543,27.21
8750.0,1.887,2.0437,1.9847,0.211,0.25,0.1,0.7565,0.07565,27.24
8760.0,1.8791,2.046,2.083,0.207,0.312,0.1,1.627,0.1627,27.27
8770.0,1.9518,2.02,1.9759,0.215,0.094,0.1,0.8715,0.08715,27.3
8780.0,2.052,2.0426,1.9688,0.227,0.219,0.1,1.05,0.105,27.33
8790.0,2.0167,2.0553,2.0077,0.191,0.281,0.1,0.7105,0.07105,27.36
8800.0,2.0801,2.0393,2.0198,0.215,0.094,0.1,1.291,0.1291,27.39
8810.0,1.862,2.019,1.9728,0.199,0.312,0.1,0.8307,0.08307,27.42
8820.0,2.218,2.0226,2.0337,0.203,0.094,0.1,0.7343,0.07343,27.45
8830.0,1.8694,2.0157,1.9768,0.16,0.219,0.1,0.9739,0.09739,27.48
8840.0,2.0645,1.9922,1.9686,0.207,0.188,0.1,1.06,0.106,27.51
8850.0,2.0112,2.0119,2.0012,0.207,0.219,0.1,1.115,0.1115,27.54
8860.0,2.2753,2.0306,2.0222,0.188,0.188,0.1,2.023,0.2023,27.57
8870.0,1.9562,1.9923,1.9652,0.207,0.219,0.1,0.8916,0.08916,27.6
8880.0,1.982,2.0098,1.9747,0.199,0.125,0.1,0.9553,0.09553,27.63
8890.0,1.933,2.0339,1.97,0.191,0.25,0.1,0.7537,0.07537,27.66
8900.0,1.8538,1.9918,1.9581,0.195,0.344,0.1,0.8094,0.08094,27.69
8910.0,2.1678,2.0024,1.9697,0.223,0.219,0.1,0.6924,0.06924,27.72
8920.0,1.8355,2.0193,1.9813,0.211,0.281,0.1,1.12,0.112,27.75
8930.0,2.0152,2.0154,1.9747,0.195,0.188,0.1,0.5945,0.05945,27.78
8940.0,2.1304,2.0099,1.9631,0.195,0.188,0.1,1.17,0.117,27.81
8950.0,1.9325,1.9884,1.9589,0.211,0.156,0.1,0.9731,0.09731,27.84
8960.0,1.9696,1.9693,1.9676,0.207,0.156,0.1,1.104,0.1104,27.87
8970.0,1.8792,2.0066,1.9811,0.176,0.156,0.1,0.9439,0.09439,27.89
8980.0,1.9021,2.0166,1.9854,0.195,0.25,0.1,0.7943,0.07943,27.92
8990.0,2.0136,1.9604,2.0096,0.199,0.188,0.1,0.8193,0.08193,27.95
9000.0,1.9957,1.9585,1.9722,0.184,0.312,0.1,1.543,0.1543,27.98
9010.0,2.2419,2.0078,1.9895,0.172,0.125,0.1,2.232,0.2232,28.01
9020.0,2.1286,2.0245,1.9554,0.215,0.125,0.1,0.6024,0.06024,28.04
9030.0,2.005,2.0093,1.975,0.191,0.25,0.1,0.6037,0.06037,28.07
9040.0,2.2246,2.0002,2.0032,0.184,0.312,0.1,2.089,0.2089,28.1
9050.0,1.8601,2.0002,1.9722,0.172,0.312,0.1,1.379,0.1379,28.13
9060.0,1.9396,1.9986,1.9523,0.207,0.188,0.1,0.9089,0.09089,28.16
9070.0,2.0657,1.998,1.9614,0.207,0.188,0.1,0.9275,0.09275,28.19
9080.0,2.0923,1.9804,2.0208,0.168,0.219,0.1,3.913,0.3913,28.22
9090.0,1.8139,1.9768,1.9972,0.23,0.375,0.1,1.279,0.1279,28.25
9100.0,2.043,2.0191,2.0005,0.211,0.188,0.1,1.134,0.1134,28.28
9110.0,2.0187,2.0365,1.987,0.188,0.219,0.1,1.002,0.1002,28.32
9120.0,2.0719,2.0189,2.0306,0.203,0.25,0.1,0.8395,0.08395,28.35
9130.0,1.8959,2.0218,2.0297,0.23,0.312,0.1,1.53,0.153,28.38
9140.0,1.9922,2.031,1.9697,0.195,0.312,0.1,0.7972,0.07972,28.41
9150.0,1.996,2.0082,1.9848,0.195,0.094,0.1,0.8037,0.08037,28.44
9160.0,1.8264,1.9786,1.9822,0.215,0.25,0.1,0.6855,0.06855,28.47
9170.0,2.4077,1.9938,2.0757,0.176,0.25,0.1,3.248,0.3248,28.5
9180.0,1.932,1.9948,1.9549,0.172,0.344,0.1,0.9537,0.09537,28.53
9190.0,2.0876,2.0141,1.9519,0.215,0.25,0.1,0.9176,0.09176,28.56
9200.0,1.9166,2.0525,1.9582,0.215,0.312,0.1,1.153,0.1153,28.59
9210.0,2.0313,2.0287,2.0595,0.188,0.25,0.1,1.678,0.1678,28.63
9220.0,2.1851,2.0306,1.9887,0.184,0.188,0.1,1.414,0.1414,28.66
9230.0,2.1195,2.0328,1.9871,0.203,0.188,0.1,1.017,0.1017,28.69
9240.0,2.1471,2.0406,1.9716,0.223,0.219,0.1,1.408,0.1408,28.72
9250.0,1.8412,2.0198,1.9818,0.18,0.188,0.1,0.8093,0.08093,28.75
9260.0,2.1614,2.0219,1.9732,0.238,0.125,0.1,1.092,0.1092,28.78
9270.0,1.9633,2.0332,2.0091,0.195,0.344,0.1,0.8806,0.08806,28.81
9280.0,1.9141,2.0187,1.9583,0.184,0.219,0.1,0.7334,0.07334,28.84
9290.0,1.9246,2.0518,2.0068,0.195,0.344,0.1,1.794,0.1794,28.87
9300.0,2.0775,2.0485,1.9749,0.191,0.156,0.1,0.5234,0.05234,28.9
9310.0,2.1474,2.0216,1.9796,0.18,0.188,0.1,0.8596,0.08596,28.93
9320.0,2.1323,2.0096,1.9446,0.195,0.219,0.1,0.547,0.0547,28.96
9330.0,1.901,1.9923,1.9537,0.207,0.281,0.1,0.9048,0.09048,28.99
9340.0,1.9357,1.9736,2.0024,0.199,0.188,0.1,0.6769,0.06769,29.02
9350.0,2.0512,1.9815,1.9917,0.199,0.156,0.1,1.048,0.1048,29.05
9360.0,2.1037,2.0134,2.0015,0.199,0.188,0.1,1.61,0.161,29.08
9370.0,1.9304,1.9941,1.994,0.211,0.25,0.1,0.9281,0.09281,29.11
9380.0,2.0031,1.9636,1.9705,0.215,0.125,0.1,0.951,0.0951,29.14
9390.0,1.9861,2.003,1.9666,0.184,0.312,0.1,0.8174,0.08174,29.17
9400.0,2.0611,2.0022,1.9714,0.176,0.188,0.1,1.166,0.1166,29.2
9410.0,2.0805,1.974,1.9565,0.188,0.156,0.1,0.8523,0.08523,29.23
9420.0,1.8914,2.0219,1.9671,0.199,0.25,0.1,0.7677,0.07677,29.26
9430.0,2.2114,2.0102,2.0557,0.188,0.094,0.1,1.638,0.1638,29.29
9440.0,2.0765,1.9734,1.9866,0.176,0.219,0.1,0.8044,0.08044,29.32
9450.0,2.0842,1.9936,1.9836,0.188,0.219,0.1,1.354,0.1354,29.34
9460.0,2.0134,1.9994,1.9948,0.211,0.156,0.1,1.061,0.1061,29.37
9470.0,2.0524,2.0301,1.9535,0.203,0.156,0.1,0.7786,0.07786,29.4
9480.0,2.0626,2.0201,1.9939,0.168,0.125,0.1,0.6071,0.06071,29.43
9490.0,1.983,1.9967,1.9615,0.16,0.188,0.1,0.7808,0.07808,29.46
9500.0,1.9119,2.0377,1.9568,0.164,0.406,0.1,0.6286,0.06286,29.49
9510.0,1.8352,2.0165,2.0183,0.172,0.188,0.1,0.8821,0.08821,29.52
9520.0,1.8832,1.9843,2.007,0.234,0.281,0.1,0.8538,0.08538,29.55
9530.0,2.0552,2.0235,1.9597,0.188,0.156,0.1,1.439,0.1439,29.58
9540.0,1.9596,2.0278,1.965,0.176,0.156,0.1,0.5679,0.05679,29.61
9550.0,1.961,1.99,1.991,0.184,0.281,0.1,1.056,0.1056,29.64
9560.0,1.9539,1.9956,1.9606,0.191,0.188,0.1,1.04,0.104,29.67
9570.0,2.0118,2.0554,1.9586,0.215,0.219,0.1,0.9967,0.09967,29.7
9580.0,1.8556,2.0406,1.9599,0.184,0.281,0.1,0.7824,0.07824,29.73
9590.0,2.195,2.0212,1.9814,0.207,0.094,0.1,1.347,0.1347,29.76
9600.0,2.1583,2.0278,2.01,0.195,0.312,0.1,1.481,0.1481,29.79
9610.0,2.0071,1.986,1.9843,0.168,0.219,0.1,0.54,0.054,29.82
9620.0,1.8934,1.9727,1.9692,0.191,0.25,0.1,0.5697,0.05697,29.85
9630.0,2.0243,1.9944,1.9781,0.211,0.25,0.1,0.8983,0.08983,29.88
9640.0,1.96,1.9871,1.9478,0.227,0.281,0.1,0.5473,0.05473,29.91
9650.0,1.8014,1.9593,1.9633,0.211,0.25,0.1,0.8869,0.08869,29.94
9660.0,1.7744,1.9691,1.9553,0.238,0.25,0.1,1.093,0.1093,29.97
9670.0,1.8244,2.001,1.9476,0.211,0.281,0.1,1.063,0.1063,30.0
9680.0,1.7963,2.0047,1.952,0.184,0.281,0.1,0.9431,0.09431,30.03
9690.0,1.9463,1.9945,1.9926,0.164,0.156,0.1,1.157,0.1157,30.06
9700.0,2.0946,1.9767,2.0337,0.215,0.156,0.1,1.944,0.1944,30.09
9710.0,1.9738,1.9908,1.9648,0.191,0.188,0.1,1.18,0.118,30.11
9720.0,2.103,2.0108,1.9528,0.23,0.156,0.1,0.729,0.0729,30.14
9730.0,2.081,1.9945,1.9847,0.219,0.156,0.1,1.622,0.1622,30.17
9740.0,2.1588,2.0181,1.982,0.168,0.094,0.1,1.398,0.1398,30.2
9750.0,2.1409,2.0274,1.9458,0.203,0.25,0.1,1.497,0.1497,30.23
9760.0,1.8198,1.9947,1.9797,0.188,0.125,0.1,0.6772,0.06772,30.26
9770.0,2.016,1.977,1.9638,0.207,0.188,0.1,2.264,0.2264,30.29
9780.0,2.1957,2.0038,1.9571,0.207,0.188,0.1,1.632,0.1632,30.32
9790.0,1.9272,2.0314,1.9581,0.199,0.219,0.1,1.101,0.1101,30.35
9800.0,2.1241,2.0338,1.9877,0.207,0.156,0.1,1.503,0.1503,30.38
9810.0,1.9721,2.0504,1.9573,0.219,0.094,0.1,0.631,0.0631,30.41
9820.0,1.9566,2.0243,2.0283,0.203,0.25,0.1,1.724,0.1724,30.44
9830.0,2.0578,2.0029,1.9915,0.215,0.188,0.1,1.771,0.1771,30.47
9840.0,1.9166,1.9928,1.947,0.199,0.25,0.1,2.012,0.2012,30.5
9850.0,1.8819,1.9602,1.9637,0.219,0.25,0.1,0.7715,0.07715,30.53
9860.0,1.8411,1.9902,1.9385,0.227,0.281,0.1,1.059,0.1059,30.56
9870.0,1.946,1.9493,1.9484,0.207,0.25,0.1,1.017,0.1017,30.59
9880.0,2.1703,1.9353,1.9377,0.191,0.094,0.1,0.9663,0.09663,30.62
9890.0,1.9731,1.9453,1.954,0.191,0.25,0.1,1.327,0.1327,30.65
9900.0,2.0158,1.9684,1.9535,0.172,0.188,0.1,1.036,0.1036,30.68
9910.0,2.0998,2.0017,1.936,0.211,0.219,0.1,1.02,0.102,30.71
9920.0,1.9116,1.9812,1.9818,0.195,0.156,0.1,0.6851,0.06851,30.74
9930.0,2.0587,2.0138,1.9776,0.219,0.219,0.1,1.496,0.1496,30.77
9940.0,2.0543,2.0146,1.983,0.203,0.219,0.1,0.6952,0.06952,30.8
9950.0,2.0157,1.9952,1.9323,0.238,0.219,0.1,1.211,0.1211,30.83
9960.0,2.2045,1.9994,1.9552,0.188,0.188,0.1,1.577,0.1577,30.85
9970.0,1.9293,2.021,1.9563,0.211,0.281,0.1,1.311,0.1311,30.88
9980.0,2.0896,2.0115,1.9737,0.215,0.188,0.1,1.471,0.1471,30.91
9990.0,2.0613,2.022,1.9696,0.207,0.156,0.1,0.8816,0.08816,30.94
10000.0,2.108,2.0141,1.9886,0.188,0.094,0.1,0.9227,0.09227,30.97
10010.0,2.0866,1.9675,1.9466,0.219,0.25,0.1,1.204,0.1204,31.0
10020.0,1.9775,1.9971,1.9552,0.219,0.281,0.1,0.9894,0.09894,31.03
10030.0,1.9115,1.9982,2.0096,0.188,0.281,0.1,1.077,0.1077,31.06
10040.0,1.9644,1.9663,1.9503,0.215,0.25,0.1,0.7505,0.07505,31.09
10050.0,1.9731,1.9773,1.9443,0.188,0.312,0.1,0.6571,0.06571,31.12
10060.0,1.9183,1.9954,1.9797,0.227,0.281,0.1,1.06,0.106,31.15
10070.0,1.9308,2.0217,1.9928,0.215,0.25,0.1,0.7037,0.07037,31.18
10080.0,1.8181,2.0479,1.9651,0.227,0.281,0.1,0.7052,0.07052,31.21
10090.0,1.9567,2.0312,1.9821,0.23,0.312,0.1,0.7909,0.07909,31.24
10100.0,2.0609,1.9946,1.9655,0.219,0.25,0.1,0.9765,0.09765,31.27
10110.0,2.0035,2.0122,1.9714,0.203,0.219,0.1,1.942,0.1942,31.3
10120.0,1.8017,1.9922,1.974,0.219,0.281,0.1,0.6351,0.06351,31.33
10130.0,2.0056,1.9574,1.9572,0.188,0.281,0.1,0.9705,0.09705,31.36
10140.0,1.9137,1.9679,1.9457,0.219,0.25,0.1,0.8254,0.08254,31.39
10150.0,2.0056,1.9578,1.9996,0.223,0.094,0.1,1.667,0.1667,31.42
10160.0,1.9954,1.9804,1.9765,0.199,0.312,0.1,0.8812,0.08812,31.45
10170.0,2.1349,1.9846,1.9586,0.191,0.188,0.1,1.538,0.1538,31.48
10180.0,1.9161,1.9908,2.0167,0.227,0.469,0.1,0.7667,0.07667,31.51
10190.0,1.9646,2.0118,1.9842,0.207,0.406,0.1,1.468,0.1468,31.54
10200.0,2.0677,1.9966,2.0242,0.227,0.156,0.1,1.059,0.1059,31.57
10210.0,1.8697,2.0184,1.9642,0.219,0.156,0.1,0.6227,0.06227,31.59
10220.0,1.9795,2.0233,1.9623,0.258,0.375,0.1,0.7786,0.07786,31.62
10230.0,1.8711,1.9881,1.9721,0.211,0.25,0.1,0.7023,0.07023,31.65
10240.0,1.9409,1.9664,1.9715,0.215,0.156,0.1,0.7032,0.07032,31.68
10250.0,2.0135,1.9908,1.9558,0.176,0.062,0.1,0.9984,0.09984,31.71
10260.0,1.7231,1.9698,1.971,0.203,0.281,0.1,0.966,0.0966,31.74
10270.0,2.1352,1.9675,1.9927,0.23,0.25,0.1,2.073,0.2073,31.77
10280.0,2.033,2.0168,1.981,0.227,0.281,0.1,0.8042,0.08042,31.8
10290.0,2.2337,2.031,1.9905,0.223,0.094,0.1,1.884,0.1884,31.83
10300.0,1.9195,1.9928,1.9826,0.203,0.188,0.1,0.8126,0.08126,31.86
10310.0,2.183,1.9694,2.0447,0.168,0.219,0.1,1.772,0.1772,31.89
10320.0,2.0508,2.0139,1.9957,0.211,0.25,0.1,0.9334,0.09334,31.92
10330.0,2.0869,2.0131,2.0123,0.191,0.188,0.1,1.5,0.15,31.95
10340.0,2.0341,1.9851,2.0437,0.254,0.281,0.1,1.239,0.1239,31.98
10350.0,1.8465,1.9835,1.9432,0.223,0.312,0.1,1.246,0.1246,32.01
10360.0,2.0287,1.9511,1.9414,0.227,0.125,0.1,1.243,0.1243,32.04
10370.0,2.179,1.972,1.9734,0.199,0.219,0.1,1.26,0.126,32.07
10380.0,1.9869,2.0035,1.9815,0.18,0.25,0.1,1.247,0.1247,32.1
10390.0,2.08,1.9766,1.9393,0.23,0.062,0.1,1.1,0.11,32.13
10400.0,1.9932,1.9598,1.9805,0.207,0.219,0.1,0.9328,0.09328,32.16
10410.0,2.1042,1.9714,1.9775,0.211,0.219,0.1,1.189,0.1189,32.19
10420.0,2.1356,2.0361,1.9841,0.211,0.25,0.1,1.546,0.1546,32.22
10430.0,2.0613,2.0301,2.0144,0.215,0.312,0.1,1.944,0.1944,32.25
10440.0,1.9809,1.9993,1.9727,0.18,0.188,0.1,0.8513,0.08513,32.28
10450.0,2.073,2.0068,2.0196,0.211,0.188,0.1,1.188,0.1188,32.31
