step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
25.0,2.4906,2.3097,2.4826,0.086,0.156,0.1,7.544,0.25,0.25,0.156,31.48,36.0,-27.8,240.0,32.78
26.0,2.314,2.3102,2.3049,0.082,0.094,0.1,1.351,0.0625,0.0625,0.194,21.15,37.0,-8.5,22.7,33.94
27.0,2.3015,2.3101,2.3025,0.082,0.156,0.1,0.02271,0.01563,0.01562,1.06,2.209,36.0,-0.82,0.0678,35.48
28.0,2.2976,2.3099,2.3026,0.082,0.219,0.1,0.09402,0.03125,0.03125,1.229,6.072,35.0,-3.14,0.21,36.75
29.0,2.2971,2.3096,2.3032,0.082,0.031,0.1,1.439,0.0625,0.0625,-0.188,229.6,36.0,-207.0,1.92,38.05
30.0,2.2981,2.3094,2.3032,0.082,0.125,0.1,0.09305,0.01563,0.01562,1.017,8.715,37.0,-2.89,2.22,39.27
31.0,2.2956,2.3092,2.3086,0.082,0.094,0.1,0.4871,0.03125,0.03125,0.667,70.37,35.0,-54.9,1.51,40.39
32.0,2.4073,2.3145,2.3408,0.078,0.094,0.1,8.877,0.03125,0.03125,0.708,88.93,37.0,-38.5,330.0,41.48
33.0,2.2707,2.3129,2.3096,0.078,0.094,0.1,1.084,0.03125,0.03125,1.126,21.19,35.0,-15.4,63.1,42.6
34.0,2.3354,2.3148,2.3377,0.078,0.062,0.1,5.012,0.0625,0.0625,0.173,41.62,37.0,-12.1,96.5,43.79
35.0,2.305,2.3169,2.3027,0.082,0.062,0.1,0.08077,0.01563,0.01562,1.074,1.873,35.0,-0.248,6.47,45.23
36.0,2.2995,2.3159,2.3027,0.082,0.125,0.1,0.1145,0.03125,0.03125,0.184,9.239,35.0,-5.6,0.167,46.28
37.0,2.4923,2.3258,2.3056,0.082,0.094,0.1,4.207,0.007812,0.007812,0.999,540.1,41.0,-32.0,28.7,47.54
38.0,2.3015,2.3268,2.3034,0.082,0.125,0.1,0.214,0.01562,0.01562,1.035,6.734,35.0,-2.97,38.6,48.89
39.0,2.2957,2.3249,2.305,0.082,0.188,0.1,0.2294,0.03125,0.03125,0.847,19.5,35.0,-12.2,0.487,49.99
40.0,2.3199,2.3259,2.3454,0.078,0.062,0.1,3.11,0.0625,0.0625,0.549,5.718,36.0,-4.37,461.0,51.23
41.0,2.2949,2.3258,2.3369,0.086,0.125,0.1,1.503,0.0625,0.0625,-0.028,85.69,36.0,-83.2,89.5,52.72
42.0,2.5025,2.3379,2.3369,0.086,0.0,0.1,9.049,0.01563,0.01562,0.807,641.4,38.0,-96.7,41.4,53.75
43.0,2.2981,2.3329,2.3108,0.082,0.125,0.1,0.1684,0.03125,0.03125,-0.225,11.7,35.0,-6.33,0.665,55.0
44.0,2.3049,2.3361,2.3108,0.082,0.094,0.1,0.1454,0.007813,0.007812,1.064,8.128,37.0,-1.65,15.2,56.4
45.0,2.2943,2.3263,2.3074,0.082,0.156,0.1,0.2011,0.01562,0.01562,0.948,17.94,37.0,-5.4,3.43,57.36
46.0,2.3103,2.3261,2.3206,0.082,0.031,0.1,1.407,0.03125,0.03125,0.974,3.551,33.0,-3.45,218.0,58.51
47.0,2.3031,2.3262,2.3064,0.082,0.125,0.1,0.06148,0.0625,0.0625,0.921,0.8043,34.0,-0.572,6.75,59.71
48.0,2.3289,2.3278,2.3134,0.086,0.125,0.1,1.471,0.125,0.125,0.266,9.883,36.0,-8.22,42.7,60.97
49.0,2.3009,2.3279,2.3024,0.082,0.125,0.1,0.02872,0.125,0.125,-31.101,0.8724,34.0,-0.654,0.0892,62.23
50.0,2.3016,2.3281,2.3024,0.082,0.125,0.1,0.02091,0.03125,0.03125,1.205,1.353,33.0,-0.74,0.058,63.86
51.0,2.3015,2.3284,2.3028,0.082,0.094,0.1,0.0142,0.0625,0.0625,1.052,0.3081,34.0,-0.119,1.64,65.33
52.0,2.3031,2.3232,2.3029,0.082,0.062,0.1,0.02876,0.125,0.125,-9.833,0.5605,34.0,-0.497,0.749,66.75
53.0,2.3038,2.3249,2.3029,0.082,0.031,0.1,0.02322,0.03125,0.03125,1.035,0.4557,34.0,-0.149,0.456,67.86
54.0,2.2995,2.3231,2.3024,0.082,0.062,0.1,0.04216,0.0625,0.0625,1.001,1.502,33.0,-0.909,6.1,69.26
55.0,2.3012,2.3229,2.3189,0.082,0.062,0.1,0.05165,0.125,0.125,-11.442,1.337,33.0,-1.14,8.83,70.51
56.0,2.2913,2.3225,2.3189,0.082,0.188,0.1,0.07632,0.03125,0.03125,0.974,3.02,35.0,-1.11,47.7,71.84
57.0,2.2987,2.3128,2.3209,0.082,0.062,0.1,0.09134,0.0625,0.0625,2.485,4.223,36.0,-2.84,0.145,73.08
58.0,2.3844,2.3169,2.4834,0.09,0.062,0.1,4.329,0.125,0.125,0.251,24.79,35.0,-16.1,96.3,74.58
59.0,2.299,2.3171,2.3128,0.082,0.094,0.1,0.04795,0.125,0.125,-43.545,0.6724,34.0,-0.523,11.3,75.79
60.0,2.3037,2.3163,2.3128,0.082,0.125,0.1,0.3342,0.03125,0.03125,1.143,0.9893,34.0,-0.331,37.6,77.13
61.0,2.3049,2.3168,2.308,0.082,0.031,0.1,0.06051,0.0625,0.0625,0.463,1.305,34.0,-0.939,1.49,78.38
62.0,2.3012,2.3067,2.3023,0.082,0.062,0.1,0.0257,0.0625,0.0625,1.473,1.046,34.0,-0.651,0.129,79.65
63.0,2.3155,2.3076,2.3199,0.086,0.094,0.1,2.168,0.125,0.125,0.227,4.926,32.0,-4.53,137.0,80.88
64.0,2.3029,2.3075,2.3023,0.082,0.062,0.1,0.03122,0.03125,0.03125,1.04,0.7016,34.0,-0.229,1.15,82.34
65.0,2.3014,2.3079,2.3023,0.082,0.125,0.1,0.02832,0.0625,0.0625,1.044,0.8081,34.0,-0.524,1.12,83.68
66.0,2.303,2.3075,2.305,0.082,0.062,0.1,0.09703,0.125,0.125,-73.052,0.6551,34.0,-0.512,8.67,84.99
67.0,2.2994,2.3073,2.305,0.082,0.094,0.1,0.1196,0.03125,0.03125,2.863,11.44,35.0,-7.66,0.151,86.34
68.0,2.3069,2.3062,2.3694,0.09,0.094,0.1,1.343,0.0625,0.0625,0.456,4.706,32.0,-4.61,153.0,87.62
69.0,2.348,2.3086,2.3244,0.086,0.188,0.1,7.469,0.0625,0.0625,0.52,14.31,36.0,-11.9,601.0,88.93
70.0,2.2999,2.3085,2.3157,0.082,0.094,0.1,0.05986,0.0625,0.0625,-124.054,2.761,33.0,-1.87,0.256,90.08
71.0,2.3004,2.3084,2.3157,0.082,0.125,0.1,0.09011,0.01563,0.01562,1.535,13.39,35.0,-7.86,0.141,91.57
72.0,2.3618,2.3113,2.3416,0.086,0.062,0.1,7.914,0.03125,0.03125,0.422,79.07,38.0,-8.98,257.0,92.83
73.0,2.3014,2.3112,2.3051,0.082,0.219,0.1,0.0366,0.03125,0.03125,0.958,1.318,34.0,-0.461,0.728,94.32
74.0,2.3002,2.3113,2.3036,0.082,0.125,0.1,0.02951,0.0625,0.0625,1.092,0.9697,34.0,-0.532,5.96,95.56
75.0,2.3006,2.3112,2.3976,0.086,0.25,0.1,0.8734,0.125,0.125,-3.822,87.94,36.0,-81.0,0.869,97.05
76.0,2.3048,2.3119,2.3976,0.086,0.156,0.1,1.693,0.03125,0.03125,1.071,2.715,33.0,-2.28,447.0,98.42
77.0,2.3008,2.312,2.3816,0.082,0.062,0.1,0.2641,0.0625,0.0625,-26.886,1.649,33.0,-0.942,44.0,99.62
78.0,2.6094,2.3233,2.3816,0.082,0.094,0.1,14.86,0.01562,0.01562,0.922,635.5,40.0,-24.4,435.0,101.1
79.0,2.3294,2.3248,2.3193,0.082,0.156,0.1,4.517,0.03125,0.03125,0.797,12.34,35.0,-8.02,379.0,102.47
80.0,2.302,2.3247,2.3101,0.082,0.125,0.1,0.02633,0.0625,0.0625,-21.138,1.136,34.0,-0.786,1.11,103.64
81.0,2.3011,2.3245,2.3101,0.082,0.094,0.1,0.05802,0.01563,0.01562,1.029,5.118,35.0,-1.72,0.815,104.8
82.0,2.2984,2.3244,2.3201,0.082,0.094,0.1,0.1355,0.03125,0.03125,-0.903,9.773,35.0,-5.52,0.681,106.22
83.0,2.2945,2.3233,2.3201,0.082,0.156,0.1,0.156,0.007813,0.007812,0.882,18.25,38.0,-2.51,2.9,107.59
84.0,2.3007,2.3232,2.3428,0.082,0.031,0.1,0.6467,0.01563,0.01562,1.136,2.621,35.0,-0.982,207.0,108.84
85.0,2.3019,2.3232,2.3314,0.082,0.094,0.1,0.198,0.03125,0.03125,1.056,1.556,36.0,-0.394,29.0,110.44
86.0,2.3005,2.3231,2.3156,0.082,0.094,0.1,0.04324,0.0625,0.0625,-29.812,2.005,33.0,-1.49,4.25,111.62
87.0,2.3068,2.3235,2.3156,0.082,0.031,0.1,0.152,0.01563,0.01562,1.088,3.603,37.0,-0.662,7.53,113.28
88.0,2.296,2.3229,2.3122,0.082,0.094,0.1,0.2038,0.03125,0.03125,-0.214,13.54,35.0,-7.33,0.4,114.73
89.0,2.2992,2.3205,2.3122,0.082,0.156,0.1,0.08551,0.007813,0.007812,1.01,13.75,36.0,-2.84,0.113,115.94
90.0,2.2972,2.3203,2.3163,0.082,0.125,0.1,0.2832,0.01562,0.01562,1.796,49.63,35.0,-31.6,0.403,117.24
91.0,2.2986,2.3203,2.3481,0.082,0.094,0.1,1.789,0.03125,0.03125,-1.131,319.4,35.0,-262.0,1.68,118.37
92.0,2.3041,2.3174,2.3481,0.082,0.031,0.1,0.03647,0.007813,0.007812,1.015,3.442,37.0,-0.109,1.52,119.75
93.0,2.3078,2.3177,2.3284,0.082,0.094,0.1,0.08775,0.01563,0.01562,0.753,10.23,35.0,-6.32,2.49,121.17
94.0,2.2944,2.3174,2.3126,0.082,0.062,0.1,0.2623,0.03125,0.03125,-1.634,18.28,35.0,-10.0,0.248,122.48
95.0,2.3023,2.3175,2.3126,0.082,0.156,0.1,0.05798,0.007813,0.007812,1.003,9.114,31.0,-8.26,0.487,124.01
96.0,2.2974,2.3171,2.3132,0.082,0.125,0.1,0.09579,0.01563,0.01562,0.462,4.637,35.0,-1.48,11.5,125.34
97.0,2.306,2.3174,2.3332,0.086,0.062,0.1,1.117,0.01563,0.01562,1.161,2.756,35.0,-1.03,283.0,126.87
98.0,2.3028,2.3021,2.3305,0.086,0.031,0.1,0.07216,0.03125,0.03125,-3.43,14.45,36.0,-13.1,1.52,128.08
99.0,2.3046,2.3008,2.3305,0.086,0.062,0.1,0.04267,0.007813,0.007812,1.003,5.363,37.0,-0.927,0.607,129.25
100.0,2.2993,2.3007,2.335,0.086,0.156,0.1,0.3997,0.01563,0.01562,0.347,100.9,35.0,-75.5,0.457,130.84
101.0,2.3346,2.3024,2.3881,0.086,0.219,0.1,8.383,0.01563,0.01562,0.664,53.25,38.0,-7.29,796.0,132.24
102.0,2.2897,2.3019,2.3523,0.086,0.062,0.1,0.1625,0.01563,0.01562,1.184,15.69,35.0,-7.42,162.0,133.78
103.0,2.2977,2.3021,2.3532,0.086,0.219,0.1,0.1169,0.03125,0.03125,-13.755,4.903,35.0,-2.21,5.17,135.08
104.0,2.2598,2.3,2.3532,0.086,0.094,0.1,6.979,0.007812,0.007812,0.597,1421.0,37.0,-534.0,11.5,136.43
105.0,2.3047,2.3002,2.3883,0.086,0.031,0.1,0.1927,0.007813,0.007812,1.085,9.011,38.0,-0.511,26.3,137.59
106.0,2.2983,2.3001,2.3614,0.086,0.156,0.1,0.1682,0.01563,0.01562,1.542,21.79,35.0,-12.8,11.3,138.86
107.0,2.3819,2.3038,2.4272,0.086,0.125,0.1,9.006,0.03125,0.03125,0.37,175.3,39.0,-10.3,130.0,139.95
108.0,2.2928,2.3037,2.3229,0.082,0.094,0.1,2.81,0.03125,0.03125,0.946,3.716,32.0,-2.82,716.0,141.44
109.0,2.3052,2.304,2.3175,0.082,0.062,0.1,0.1842,0.0625,0.0625,0.792,0.8068,34.0,-0.49,53.9,143.14
110.0,2.304,2.3043,2.3658,0.082,0.031,0.1,0.08062,0.125,0.125,-15.256,13.72,31.0,-13.2,8.03,144.44
111.0,2.356,2.3072,2.3658,0.082,0.062,0.1,7.632,0.03125,0.03125,0.641,30.6,37.0,-13.1,433.0,145.65
112.0,2.2947,2.3067,2.3206,0.078,0.219,0.1,0.1593,0.03125,0.03125,-2.321,9.486,35.0,-4.56,0.276,147.03
113.0,2.2953,2.3061,2.3206,0.078,0.031,0.1,0.1503,0.007813,0.007812,0.887,17.0,38.0,-2.99,13.7,148.59
114.0,2.3122,2.307,2.3284,0.078,0.031,0.1,1.016,0.01563,0.01562,1.235,7.846,35.0,-4.2,183.0,149.75
115.0,2.3032,2.307,2.3451,0.078,0.094,0.1,1.425,0.03125,0.03125,0.944,2.172,33.0,-1.89,366.0,151.11
116.0,2.2904,2.3067,2.3382,0.078,0.281,0.1,0.157,0.0625,0.0625,-18.915,2.88,36.0,-1.87,36.8,152.5
117.0,2.2991,2.3063,2.3382,0.078,0.219,0.1,0.04123,0.01563,0.01562,0.974,3.158,35.0,-0.877,4.99,153.91
118.0,2.3013,2.3063,2.3759,0.082,0.125,0.1,0.06234,0.03125,0.03125,-3.261,11.0,36.0,-9.88,2.41,155.35
119.0,2.3119,2.3066,2.3759,0.082,0.062,0.1,2.533,0.007813,0.007812,1.193,33.59,35.0,-15.9,682.0,156.62
120.0,2.2314,2.3032,2.3878,0.082,0.062,0.1,0.9294,0.01563,0.01562,0.704,22.55,36.0,-20.6,540.0,158.17
121.0,2.3169,2.3023,2.3666,0.082,0.156,0.1,4.173,0.01563,0.01562,1.055,7.704,35.0,-5.4,906.0,159.39
122.0,2.299,2.3028,2.3502,0.082,0.0,0.1,1.142,0.03125,0.03125,0.729,5.427,32.0,-5.24,362.0,160.55
123.0,2.3047,2.3032,2.3322,0.078,0.094,0.1,0.2213,0.03125,0.03125,1.177,1.638,33.0,-0.82,27.7,161.91
124.0,2.3036,2.3053,2.3261,0.078,0.125,0.1,0.04664,0.0625,0.0625,1.076,0.4412,34.0,-0.259,7.68,163.19
125.0,2.3053,2.3054,2.3473,0.078,0.062,0.1,1.589,0.125,0.125,0.974,7.195,32.0,-6.86,512.0,164.5
126.0,2.2933,2.3051,2.4298,0.078,0.031,0.1,0.2127,0.25,0.25,-45.266,4.122,32.0,-3.96,10.5,165.8
127.0,3.0277,2.3374,2.4298,0.078,0.062,0.1,30.02,0.0625,0.0625,0.438,396.8,38.0,-84.9,413.0,167.23
128.0,2.3022,2.3379,2.3016,0.082,0.094,0.1,0.02016,0.0625,0.0625,1.805,0.8867,34.0,-0.6,0.15,168.66
129.0,2.5125,2.3482,2.3825,0.086,0.156,0.1,11.39,0.125,0.125,0.278,44.03,37.0,-20.0,239.0,170.21
130.0,2.3014,2.3481,2.302,0.082,0.125,0.1,0.02608,0.125,0.125,-294.198,0.8866,34.0,-0.69,0.0562,171.51
131.0,2.3017,2.3454,2.302,0.082,0.156,0.1,0.01942,0.03125,0.03125,1.118,1.081,34.0,-0.485,0.0982,173.24
132.0,2.3014,2.3457,2.32,0.078,0.125,0.1,0.09535,0.0625,0.0625,-25.409,5.679,36.0,-4.22,0.411,174.4
133.0,2.4501,2.3535,2.32,0.078,0.125,0.1,11.07,0.01562,0.01562,1.118,237.0,39.0,-18.8,1060.0,175.68
134.0,2.3034,2.353,2.3073,0.078,0.0,0.1,0.01457,0.03125,0.03125,1.005,0.3825,34.0,-0.322,0.272,176.98
135.0,2.2991,2.3528,2.3093,0.078,0.125,0.1,0.1171,0.0625,0.0625,-23.574,6.88,36.0,-5.02,0.219,178.37
136.0,2.3001,2.3533,2.3093,0.078,0.188,0.1,0.04972,0.01563,0.01562,0.884,4.007,37.0,-0.894,0.212,179.68
137.0,2.3015,2.3534,2.3426,0.082,0.094,0.1,2.054,0.03125,0.03125,1.064,2.208,33.0,-2.15,742.0,181.0
138.0,2.3803,2.3574,2.3711,0.082,0.156,0.1,12.31,0.0625,0.0625,0.462,48.99,29.0,-48.8,1090.0,182.36
139.0,2.3131,2.3574,2.3328,0.078,0.125,0.1,5.581,0.0625,0.0625,0.589,7.121,32.0,-7.1,1360.0,183.78
140.0,2.3141,2.3616,2.3371,0.078,0.062,0.1,3.993,0.0625,0.0625,0.538,7.349,32.0,-7.12,746.0,185.11
141.0,2.3003,2.3607,2.3114,0.074,0.125,0.1,0.9061,0.0625,0.0625,-3.932,2.889,33.0,-2.59,318.0,186.47
142.0,2.3018,2.3609,2.3114,0.074,0.094,0.1,0.5416,0.01563,0.01562,1.0,2.989,36.0,-1.93,341.0,187.8
143.0,2.2945,2.3604,2.3118,0.078,0.125,0.1,0.2923,0.03125,0.03125,-11.268,20.47,35.0,-11.4,1.7,189.16
144.0,2.3031,2.3603,2.3118,0.078,0.094,0.1,0.04185,0.007812,0.007812,1.041,3.012,37.0,-0.216,2.99,190.32
145.0,2.3012,2.3601,2.3072,0.078,0.031,0.1,0.03303,0.01563,0.01562,1.061,3.234,35.0,-1.38,0.262,191.74
146.0,2.3022,2.3606,2.3393,0.078,0.062,0.1,0.02275,0.03125,0.03125,0.972,1.052,34.0,-0.429,11.9,192.92
147.0,2.3045,2.3244,2.3561,0.078,0.125,0.1,1.17,0.0625,0.0625,-5.463,7.74,32.0,-7.1,526.0,194.59
148.0,2.299,2.3243,2.3561,0.078,0.062,0.1,0.1433,0.01563,0.01562,-0.623,12.37,37.0,-3.32,0.38,196.02
149.0,2.2983,2.3135,2.3561,0.078,0.094,0.1,0.06678,0.003906,0.003906,0.994,17.65,39.0,-0.794,79.8,197.42
150.0,2.5244,2.3247,2.3579,0.078,0.094,0.1,17.78,0.007812,0.007812,0.979,1862.0,42.0,-14.2,422.0,198.89
151.0,2.3001,2.3246,2.3416,0.078,0.094,0.1,0.1071,0.01563,0.01562,1.013,12.9,35.0,-6.09,0.246,200.34
152.0,2.3038,2.3247,2.4106,0.082,0.125,0.1,0.1384,0.03125,0.03125,1.035,2.125,33.0,-1.35,10.5,201.83
153.0,2.5733,2.3309,2.4579,0.086,0.125,0.1,16.86,0.0625,0.0625,0.795,66.4,35.0,-42.0,1020.0,203.05
154.0,2.2962,2.3305,2.3889,0.082,0.094,0.1,0.2366,0.125,0.125,-146.342,14.01,36.0,-12.2,0.392,204.5
155.0,2.7421,2.3527,2.3889,0.082,0.094,0.1,21.31,0.03125,0.03125,0.706,588.3,39.0,-41.4,138.0,205.66
156.0,2.3016,2.3528,2.306,0.078,0.188,0.1,0.02723,0.03125,0.03125,1.249,1.678,33.0,-0.839,0.204,207.09
157.0,2.3232,2.3539,2.417,0.082,0.125,0.1,6.702,0.0625,0.0625,0.443,16.79,31.0,-16.1,1100.0,208.53
158.0,2.4409,2.3569,2.4705,0.086,0.156,0.1,12.87,0.0625,0.0625,0.183,195.0,38.0,-46.2,86.5,209.94
159.0,2.3014,2.3563,2.4008,0.098,0.031,0.1,0.03642,0.01563,0.01562,1.092,3.972,35.0,-1.69,0.315,211.29
160.0,2.3012,2.3557,2.4905,0.102,0.125,0.1,0.06677,0.03125,0.03125,-40.094,5.915,35.0,-3.87,1.02,212.87
161.0,2.301,2.3557,2.4905,0.102,0.125,0.1,0.09719,0.007812,0.007812,1.024,20.31,37.0,-7.9,0.336,214.43
162.0,3.3508,2.4082,2.5488,0.094,0.125,0.1,51.17,0.01562,0.01562,1.08,1664.0,39.0,-152.0,2450.0,215.52
163.0,2.3034,2.4086,2.4438,0.094,0.094,0.1,0.116,0.03125,0.03125,1.094,0.8092,34.0,-0.345,13.8,216.96
164.0,2.2997,2.4084,2.4074,0.094,0.094,0.1,0.1431,0.0625,0.0625,-75.285,7.392,35.0,-5.12,0.284,218.41
165.0,2.3005,2.4084,2.4074,0.094,0.188,0.1,0.09662,0.01563,0.01562,-0.653,12.3,35.0,-6.31,1.44,219.68
166.0,2.3025,2.4084,2.4074,0.094,0.094,0.1,0.1277,0.003906,0.003906,1.102,10.2,38.0,-0.407,26.1,221.2
167.0,2.4627,2.4163,2.3952,0.094,0.031,0.1,22.78,0.007812,0.007812,1.064,1320.0,41.0,-29.0,2160.0,222.41
168.0,2.3032,2.4165,2.3595,0.094,0.031,0.1,0.0179,0.01562,0.01562,1.01,0.8183,34.0,-0.388,1.29,223.66
169.0,2.3575,2.4195,2.3409,0.094,0.094,0.1,13.19,0.03125,0.03125,0.255,69.78,37.0,-22.9,451.0,225.01
170.0,2.3022,2.4084,2.3014,0.102,0.031,0.1,0.01734,0.03125,0.03125,1.318,1.129,34.0,-0.621,0.208,226.27
171.0,2.2983,2.4083,2.3046,0.082,0.125,0.1,0.1522,0.0625,0.0625,-46.629,10.06,36.0,-7.64,0.223,227.97
172.0,2.3042,2.4083,2.3046,0.082,0.062,0.1,0.08026,0.01563,0.01562,1.166,0.8169,34.0,-0.283,5.68,229.13
173.0,2.3014,2.3947,2.3013,0.094,0.062,0.1,0.04529,0.03125,0.03125,5.538,3.868,36.0,-2.48,2.74,230.28
174.0,2.3154,2.3957,2.3432,0.082,0.156,0.1,4.349,0.0625,0.0625,0.28,22.98,30.0,-22.8,1320.0,231.5
175.0,2.3001,2.3736,2.3468,0.078,0.156,0.1,0.1013,0.0625,0.0625,-29.294,6.615,36.0,-5.0,0.164,232.86
176.0,2.4667,2.3818,2.3468,0.078,0.125,0.1,26.77,0.01562,0.01562,0.551,679.2,40.0,-77.0,1450.0,234.08
177.0,2.2997,2.3806,2.3205,0.078,0.094,0.1,0.1187,0.01563,0.01562,-0.55,13.18,35.0,-5.61,0.306,235.45
178.0,2.2965,2.3734,2.3205,0.078,0.219,0.1,0.1828,0.003906,0.003906,0.98,49.95,39.0,-3.65,0.535,236.99
179.0,2.2967,2.3732,2.3307,0.078,0.062,0.1,0.1826,0.007813,0.007812,0.7,19.67,38.0,-2.36,8.13,238.31
180.0,2.2256,2.3694,2.354,0.082,0.156,0.1,0.2368,0.007813,0.007812,1.033,30.67,38.0,-4.42,2.62,239.62
181.0,2.2226,2.3655,2.3832,0.082,0.156,0.1,0.3524,0.01563,0.01562,0.738,12.86,37.0,-3.38,25.8,240.76
182.0,2.3061,2.3132,2.4748,0.082,0.0,0.1,0.7056,0.01563,0.01562,1.249,56.9,35.0,-46.2,214.0,241.92
183.0,2.8179,2.339,2.5526,0.078,0.125,0.1,21.02,0.03125,0.03125,0.886,508.7,38.0,-68.1,351.0,243.37
184.0,2.3096,2.3395,2.3783,0.082,0.062,0.1,0.4611,0.0625,0.0625,0.872,1.167,34.0,-1.09,39.7,244.76
185.0,2.3006,2.3395,2.3222,0.078,0.094,0.1,0.7785,0.125,0.125,0.133,0.9484,34.0,-0.93,366.0,246.34
186.0,2.6245,2.3556,2.3158,0.094,0.031,0.1,16.97,0.03125,0.03125,0.739,363.1,39.0,-26.4,213.0,247.66
187.0,2.3022,2.3476,2.3093,0.105,0.031,0.1,0.02412,0.03125,0.03125,0.941,1.95,33.0,-1.25,0.603,249.01
188.0,2.3316,2.349,2.3557,0.098,0.125,0.1,7.983,0.0625,0.0625,0.011,39.35,36.0,-35.0,867.0,250.36
189.0,2.2975,2.346,2.3557,0.098,0.188,0.1,0.8713,0.01563,0.01562,-0.663,229.1,35.0,-173.0,2.11,251.74
190.0,2.2986,2.3458,2.3557,0.098,0.125,0.1,0.2125,0.003906,0.003906,0.996,65.06,38.0,-10.7,0.605,253.12
191.0,2.3043,2.3461,2.3741,0.094,0.125,0.1,0.3775,0.007813,0.007812,1.213,4.588,37.0,-0.75,64.7,254.37
192.0,2.3048,2.3461,2.3531,0.105,0.094,0.1,1.35,0.01562,0.01562,1.11,12.4,35.0,-8.13,423.0,255.6
193.0,2.3008,2.3461,2.351,0.094,0.094,0.1,0.08899,0.03125,0.03125,0.306,7.403,35.0,-4.61,1.54,256.87
194.0,2.8105,2.3709,2.6114,0.086,0.094,0.1,34.0,0.03125,0.03125,0.75,351.7,38.0,-59.2,1300.0,258.22
