step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
42.0,2.3028,2.3025,2.3026,0.098,0.062,0.1,0.002544,0.125,0.125,1.374,0.05941,35.0,-0.0516,0.0146,46.34
43.0,2.3028,2.3025,2.3017,0.121,0.0,0.1,0.003314,0.25,0.25,0.647,0.05524,35.0,-0.0523,0.0388,47.22
44.0,2.2982,2.3023,2.3009,0.078,0.188,0.1,0.02408,0.25,0.25,-0.138,0.1872,34.0,-0.142,0.165,48.25
45.0,2.3046,2.3024,2.3009,0.078,0.062,0.1,0.01058,0.0625,0.0625,0.725,0.2771,34.0,-0.233,0.162,49.38
46.0,2.3021,2.3024,2.3009,0.082,0.156,0.1,0.008428,0.0625,0.0625,0.987,0.1263,35.0,-0.0736,0.0677,50.52
47.0,2.3054,2.3026,2.3007,0.109,0.031,0.1,0.01796,0.125,0.125,0.968,0.1922,34.0,-0.12,0.118,51.61
48.0,2.3009,2.3025,2.3013,0.141,0.125,0.1,0.008535,0.25,0.25,-0.084,0.07615,35.0,-0.0648,0.229,52.56
49.0,2.3022,2.3024,2.3013,0.141,0.125,0.1,0.005029,0.0625,0.0625,0.741,0.1007,35.0,-0.056,0.159,53.5
50.0,2.299,2.3023,2.3009,0.141,0.125,0.1,0.01777,0.0625,0.0625,0.954,0.278,34.0,-0.0457,0.129,54.48
51.0,2.3004,2.3022,2.3006,0.09,0.188,0.1,0.01519,0.125,0.125,1.094,0.1163,35.0,-0.0445,0.272,55.59
52.0,2.3024,2.3021,2.2995,0.09,0.031,0.1,0.01833,0.25,0.25,0.067,0.2303,34.0,-0.177,0.148,56.65
53.0,2.2993,2.302,2.2995,0.09,0.094,0.1,0.0208,0.0625,0.0625,0.623,0.5184,34.0,-0.226,0.0954,57.78
54.0,2.3054,2.3021,2.2993,0.117,0.125,0.1,0.02081,0.0625,0.0625,1.006,0.3276,34.0,-0.133,0.265,59.01
55.0,2.3007,2.3021,2.2994,0.133,0.094,0.1,0.01321,0.125,0.125,1.067,0.09444,35.0,-0.0638,0.327,60.0
56.0,2.3008,2.3021,2.2985,0.156,0.094,0.1,0.02272,0.25,0.25,-0.111,0.1067,35.0,-0.0944,0.362,61.33
57.0,2.3074,2.3023,2.2985,0.156,0.062,0.1,0.05568,0.0625,0.0625,1.129,0.5211,34.0,-0.0879,0.929,62.23
58.0,2.3035,2.3023,2.2989,0.148,0.094,0.1,0.01446,0.125,0.125,0.918,0.08714,35.0,-0.0419,0.397,63.19
59.0,2.3015,2.3022,2.2994,0.152,0.125,0.1,0.02174,0.25,0.25,0.38,0.08549,35.0,-0.059,0.491,64.19
60.0,2.3032,2.3023,2.2996,0.152,0.188,0.1,0.02446,0.25,0.25,0.102,0.6509,34.0,-0.601,0.145,65.28
61.0,2.3004,2.3021,2.3011,0.129,0.188,0.1,0.02621,0.0625,0.0625,1.726,0.1907,34.0,-0.0281,0.504,66.34
62.0,2.3039,2.3022,2.2999,0.109,0.031,0.1,0.01705,0.125,0.125,0.76,0.08861,35.0,-0.0298,0.376,67.38
63.0,2.3028,2.3022,2.3014,0.133,0.062,0.1,0.009719,0.25,0.25,0.07,0.1761,34.0,-0.15,0.0569,68.37
64.0,2.3026,2.3024,2.3014,0.133,0.062,0.1,0.005349,0.0625,0.0625,0.402,0.3614,34.0,-0.308,0.0228,69.37
65.0,2.3009,2.3022,2.3,0.156,0.062,0.1,0.01514,0.0625,0.0625,1.241,0.1426,35.0,-0.0485,0.428,70.44
66.0,2.3007,2.3022,2.299,0.16,0.188,0.1,0.01667,0.125,0.125,0.425,0.3617,34.0,-0.245,0.0301,71.5
67.0,2.3066,2.3022,2.2986,0.145,0.031,0.1,0.02721,0.125,0.125,0.981,0.2283,34.0,-0.0977,0.194,72.6
68.0,2.3005,2.3022,2.2989,0.141,0.219,0.1,0.01594,0.25,0.25,1.076,0.05822,35.0,-0.0449,0.291,73.6
69.0,2.305,2.3023,2.2965,0.141,0.031,0.1,0.05474,0.5,0.5,0.127,0.1878,34.0,-0.138,0.469,74.75
70.0,2.3018,2.3025,2.3023,0.09,0.156,0.1,0.006878,0.125,0.125,0.167,0.1795,34.0,-0.16,0.0361,75.69
71.0,2.3014,2.3025,2.3028,0.07,0.125,0.1,0.006039,0.03125,0.03125,1.033,0.1946,34.0,-0.0186,0.0134,76.78
72.0,2.3026,2.3026,2.3028,0.062,0.094,0.1,0.002484,0.0625,0.0625,0.973,0.04941,35.0,-0.0284,0.017,77.81
73.0,2.3023,2.3027,2.3026,0.074,0.094,0.1,0.005305,0.125,0.125,0.924,0.07416,35.0,-0.0388,0.0225,79.13
74.0,2.3013,2.3025,2.3017,0.098,0.094,0.1,0.008339,0.25,0.25,-0.197,0.2026,34.0,-0.177,0.0322,80.26
75.0,2.3016,2.3025,2.3017,0.098,0.031,0.1,0.02222,0.0625,0.0625,1.013,0.4423,34.0,-0.104,0.0311,81.31
76.0,2.3012,2.3026,2.3007,0.098,0.156,0.1,0.01063,0.125,0.125,-0.201,0.2864,34.0,-0.218,0.0337,82.23
77.0,2.3008,2.3022,2.3007,0.098,0.156,0.1,0.0127,0.03125,0.03125,0.976,0.4428,34.0,-0.0707,0.0437,83.36
78.0,2.2968,2.3019,2.3002,0.102,0.312,0.1,0.03703,0.0625,0.0625,0.766,0.4997,34.0,-0.0529,0.206,84.51
79.0,2.2994,2.3018,2.2992,0.098,0.062,0.1,0.01408,0.125,0.125,1.08,0.1228,35.0,-0.0443,0.221,85.54
80.0,2.3012,2.3017,2.2978,0.105,0.094,0.1,0.01677,0.25,0.25,0.971,0.06307,35.0,-0.0402,0.454,86.62
81.0,2.2942,2.3014,2.2959,0.148,0.094,0.1,0.05286,0.5,0.5,-0.271,0.2512,34.0,-0.171,0.229,87.51
82.0,2.2992,2.3011,2.2959,0.148,0.062,0.1,0.03614,0.125,0.125,1.064,0.2425,34.0,-0.0971,0.343,88.54
83.0,2.3037,2.3012,2.294,0.152,0.125,0.1,0.03341,0.25,0.25,0.163,0.3197,34.0,-0.24,0.26,89.51
84.0,2.3002,2.3011,2.3,0.129,0.125,0.1,0.01931,0.0625,0.0625,0.966,0.6026,34.0,-0.349,0.0739,90.43
85.0,2.2989,2.301,2.2974,0.152,0.125,0.1,0.02699,0.125,0.125,0.032,0.4063,34.0,-0.228,0.154,91.47
86.0,2.2981,2.3008,2.2974,0.152,0.188,0.1,0.03375,0.03125,0.03125,0.884,1.133,34.0,-0.233,0.189,92.59
87.0,2.2937,2.3002,2.2985,0.137,0.125,0.1,0.0662,0.0625,0.0625,1.012,0.987,34.0,-0.0806,0.191,93.61
88.0,2.2963,2.3,2.2952,0.168,0.188,0.1,0.06054,0.125,0.125,0.979,0.6841,34.0,-0.278,0.303,94.59
89.0,2.2864,2.299,2.2923,0.152,0.219,0.1,0.04241,0.25,0.25,-0.544,0.5939,34.0,-0.522,0.22,95.76
90.0,2.3014,2.299,2.2923,0.152,0.156,0.1,0.1086,0.0625,0.0625,0.986,1.301,36.0,-0.137,0.959,96.89
91.0,2.2984,2.2989,2.292,0.172,0.094,0.1,0.02052,0.125,0.125,1.063,0.1747,34.0,-0.0644,0.68,97.92
92.0,2.2997,2.2987,2.2903,0.172,0.062,0.1,0.03523,0.25,0.25,-0.084,0.4689,34.0,-0.382,0.204,99.02
93.0,2.2888,2.2981,2.2903,0.172,0.219,0.1,0.07237,0.0625,0.0625,0.638,1.368,36.0,-0.316,0.171,99.94
94.0,2.3001,2.298,2.2894,0.156,0.031,0.1,0.08878,0.0625,0.0625,1.385,0.5154,34.0,-0.0733,1.69,100.92
95.0,2.2907,2.2974,2.2891,0.172,0.219,0.1,0.04497,0.125,0.125,1.052,0.3876,34.0,-0.126,2.91,102.05
96.0,2.2967,2.2972,2.286,0.172,0.062,0.1,0.03398,0.25,0.25,-0.112,0.3212,34.0,-0.31,1.39,103.17
97.0,2.2995,2.2972,2.286,0.172,0.094,0.1,0.04193,0.0625,0.0625,0.978,0.568,34.0,-0.19,0.86,104.18
98.0,2.2921,2.2969,2.2866,0.172,0.062,0.1,0.04144,0.125,0.125,1.033,0.3061,34.0,-0.182,1.31,105.28
99.0,2.2851,2.2962,2.2836,0.176,0.188,0.1,0.0606,0.25,0.25,0.888,0.3346,34.0,-0.185,0.831,106.33
100.0,2.2831,2.2953,2.2893,0.125,0.094,0.1,0.3199,0.5,0.5,0.249,0.3349,34.0,-0.309,2.12,107.51
101.0,2.2979,2.2955,2.2765,0.152,0.094,0.1,0.3084,0.125,0.125,0.7,4.082,35.0,-1.91,2.23,108.54
