step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
91.0,2.5564,2.5711,2.5673,0.145,0.25,0.1,18.96,0.007812,0.007812,0.834,2555.0,37.0,-951.0,1040.0,95.73
92.0,2.9583,2.5975,2.5409,0.141,0.125,0.1,4.371,0.01563,0.01562,-0.116,268.9,36.0,-238.0,2230.0,96.66
93.0,2.7843,2.5933,2.5409,0.141,0.094,0.1,8.203,0.003906,0.003906,0.918,976.4,39.0,-97.9,3340.0,97.76
94.0,2.4356,2.5833,2.5509,0.137,0.219,0.1,3.84,0.007813,0.007812,0.033,7242.0,36.0,-6900.0,406.0,98.64
95.0,2.8002,2.5863,2.5509,0.137,0.062,0.1,8.175,0.001953,0.001953,-0.153,7217.0,35.0,-4430.0,434.0,99.6
96.0,2.7434,2.5912,2.5509,0.137,0.094,0.1,4.176,0.0004883,0.0004883,0.995,8996.0,38.0,-1390.0,870.0,100.77
97.0,2.4135,2.5895,2.5497,0.137,0.125,0.1,25.07,0.0009766,0.0009766,1.092,23250.0,43.0,-109.0,4670.0,101.88
98.0,2.5967,2.5966,2.5512,0.141,0.125,0.1,5.97,0.001953,0.001953,-0.065,9934.0,35.0,-7680.0,390.0,102.81
99.0,2.5333,2.5928,2.5512,0.141,0.156,0.1,11.36,0.0004883,0.0004883,0.915,22880.0,42.0,-298.0,1010.0,103.95
100.0,2.4701,2.5945,2.5518,0.145,0.125,0.1,13.39,0.0009766,0.0009766,0.933,14090.0,39.0,-1250.0,734.0,105.27
101.0,2.7566,2.6029,2.5479,0.141,0.062,0.1,7.424,0.001953,0.001953,0.958,2979.0,40.0,-96.2,4910.0,106.37
102.0,2.6338,2.6037,2.5504,0.137,0.125,0.1,4.711,0.003906,0.003906,0.074,3991.0,35.0,-3110.0,858.0,107.29
103.0,2.4927,2.5932,2.5504,0.137,0.0,0.1,20.18,0.0009766,0.0009766,0.954,26200.0,36.0,-6590.0,238.0,108.39
104.0,2.5217,2.5909,2.5527,0.141,0.125,0.1,15.47,0.001953,0.001953,0.562,8137.0,38.0,-1340.0,2760.0,109.62
