step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,wall_clock_s
7340.0,1.827,1.9299,1.947,0.273,0.531,0.03,3.504,0.1051,24.04
7350.0,1.824,1.9282,1.96,0.258,0.344,0.03,3.677,0.1103,24.07
7360.0,1.7665,1.9039,1.9731,0.238,0.219,0.03,1.282,0.03847,24.1
7370.0,2.145,1.8801,1.9085,0.242,0.156,0.03,2.198,0.06594,24.13
7380.0,1.7426,1.8946,1.9918,0.25,0.406,0.03,1.962,0.05886,24.16
7390.0,2.0446,1.8814,1.987,0.254,0.344,0.03,2.077,0.06231,24.19
7400.0,2.015,1.9198,1.9609,0.23,0.406,0.03,2.919,0.08758,24.22
7410.0,2.0224,1.9446,1.9518,0.254,0.219,0.03,2.715,0.08145,24.25
7420.0,2.0269,1.9415,1.9578,0.25,0.344,0.03,2.058,0.06174,24.28
7430.0,1.7477,1.9451,1.989,0.246,0.375,0.03,2.973,0.0892,24.31
7440.0,1.7209,1.8971,1.9374,0.262,0.438,0.03,3.562,0.1069,24.34
7450.0,2.0302,1.8895,1.9316,0.262,0.25,0.03,1.171,0.03514,24.37
7460.0,1.7779,1.8875,1.9327,0.238,0.25,0.03,1.714,0.05141,24.4
7470.0,2.3076,1.9135,2.1262,0.191,0.094,0.03,2.375,0.07126,24.43
7480.0,2.3063,1.9197,1.9802,0.246,0.188,0.03,1.919,0.05758,24.46
7490.0,1.9664,1.9143,1.9621,0.246,0.188,0.03,2.658,0.07973,24.49
7500.0,2.0661,1.9382,1.9619,0.242,0.219,0.03,3.675,0.1102,24.52
7510.0,1.6295,1.9391,2.0622,0.246,0.344,0.03,1.963,0.05888,24.55
7520.0,1.9795,1.9443,1.9801,0.25,0.281,0.03,1.279,0.03837,24.58
7530.0,2.0422,1.9748,2.0091,0.242,0.188,0.03,1.776,0.05327,24.62
7540.0,1.9018,1.9718,1.9349,0.258,0.375,0.03,2.185,0.06554,24.65
7550.0,1.8311,1.9289,2.0002,0.238,0.344,0.03,2.464,0.07393,24.68
7560.0,1.8866,1.936,1.9209,0.27,0.281,0.03,2.52,0.07559,24.71
7570.0,1.9819,1.8965,1.9193,0.254,0.25,0.03,2.927,0.08781,24.74
7580.0,1.7546,1.8572,1.946,0.258,0.375,0.03,1.827,0.0548,24.77
7590.0,1.9831,1.8931,1.9362,0.273,0.281,0.03,1.928,0.05784,24.8
7600.0,1.9079,1.894,1.9533,0.242,0.438,0.03,1.818,0.05453,24.83
7610.0,1.9172,1.8945,1.9406,0.262,0.219,0.03,1.789,0.05367,24.86
7620.0,1.854,1.9024,1.9602,0.219,0.312,0.03,3.254,0.09763,24.89
7630.0,1.7563,1.8994,1.9828,0.223,0.312,0.03,2.12,0.0636,24.92
7640.0,1.7135,1.8994,1.9398,0.266,0.594,0.03,1.825,0.05475,24.95
7650.0,1.8327,1.8881,1.9848,0.238,0.25,0.03,2.664,0.07991,24.98
7660.0,1.9035,1.8843,1.9327,0.277,0.281,0.03,2.653,0.07959,25.01
7670.0,1.7781,1.8766,1.9247,0.27,0.344,0.03,2.225,0.06675,25.04
7680.0,1.8995,1.907,1.9662,0.254,0.219,0.03,2.17,0.06511,25.07
7690.0,1.8656,1.947,2.014,0.203,0.219,0.03,1.652,0.04957,25.1
7700.0,1.899,1.9124,1.9699,0.254,0.25,0.03,1.985,0.05954,25.13
7710.0,1.8432,1.8781,1.9089,0.25,0.25,0.03,2.916,0.08747,25.16
7720.0,1.8405,1.902,1.9748,0.242,0.312,0.03,1.537,0.04611,25.19
7730.0,1.7648,1.8956,1.9624,0.273,0.344,0.03,1.547,0.04642,25.22
7740.0,1.7603,1.8606,1.9569,0.27,0.406,0.03,2.658,0.07975,25.25
7750.0,1.8555,1.8685,1.9194,0.25,0.281,0.03,2.609,0.07826,25.28
7760.0,1.9588,1.9178,1.9062,0.285,0.281,0.03,1.94,0.0582,25.31
7770.0,1.9015,1.9018,1.9451,0.234,0.344,0.03,2.077,0.06232,25.34
7780.0,1.9918,1.8855,1.9889,0.227,0.281,0.03,3.009,0.09027,25.37
7790.0,1.7001,1.8795,1.972,0.223,0.375,0.03,1.369,0.04108,25.4
7800.0,1.8946,1.8673,1.9262,0.273,0.312,0.03,2.591,0.07773,25.43
7810.0,1.9645,1.9112,1.9308,0.266,0.281,0.03,2.068,0.06205,25.47
7820.0,1.5881,1.876,1.9096,0.266,0.312,0.03,2.367,0.07101,25.5
7830.0,1.7344,1.8357,1.9631,0.25,0.344,0.03,2.115,0.06345,25.53
7840.0,2.0257,1.8623,1.9132,0.273,0.219,0.03,1.477,0.04432,25.56
7850.0,1.893,1.8857,1.9059,0.285,0.312,0.03,1.751,0.05254,25.59
7860.0,1.9969,1.9362,1.9264,0.234,0.344,0.03,2.245,0.06735,25.62
7870.0,1.6908,1.8977,1.9794,0.258,0.344,0.03,2.088,0.06265,25.65
7880.0,1.7663,1.861,1.9469,0.258,0.219,0.03,1.394,0.04183,25.68
7890.0,1.9924,1.9508,1.9679,0.254,0.25,0.03,2.412,0.07235,25.71
7900.0,1.7542,1.9351,1.9655,0.254,0.312,0.03,2.125,0.06376,25.74
7910.0,1.9483,1.8897,1.927,0.246,0.219,0.03,1.909,0.05727,25.77
7920.0,1.8006,1.9062,1.9158,0.281,0.375,0.03,1.264,0.03792,25.8
7930.0,1.9954,1.8956,1.9615,0.262,0.281,0.03,2.138,0.06415,25.83
7940.0,1.9622,1.9212,1.9815,0.234,0.312,0.03,2.146,0.06438,25.86
7950.0,1.9461,1.9733,1.9421,0.262,0.281,0.03,1.576,0.04727,25.89
7960.0,1.8219,1.9398,1.9758,0.273,0.156,0.03,1.607,0.04821,25.92
7970.0,1.8826,1.8889,1.9525,0.242,0.219,0.03,1.342,0.04026,25.95
7980.0,2.0462,1.8846,1.9482,0.262,0.188,0.03,2.119,0.06358,25.98
7990.0,2.0632,1.9106,2.0003,0.234,0.281,0.03,2.41,0.0723,26.01
8000.0,1.8176,1.9683,1.9353,0.27,0.344,0.03,1.326,0.03979,26.04
8010.0,1.7978,1.9387,2.0126,0.223,0.281,0.03,2.501,0.07504,26.07
8020.0,1.7726,1.9121,1.9503,0.262,0.438,0.03,2.669,0.08006,26.1
8030.0,2.2107,1.9089,1.9425,0.273,0.094,0.03,3.018,0.09054,26.13
8040.0,2.0743,1.8991,1.9443,0.266,0.281,0.03,2.607,0.0782,26.16
8050.0,1.9649,1.8983,1.9792,0.254,0.312,0.03,2.985,0.08954,26.19
8060.0,2.0149,1.8796,1.9314,0.289,0.344,0.03,1.745,0.05234,26.22
8070.0,1.8832,1.8736,1.9258,0.293,0.219,0.03,1.478,0.04433,26.25
8080.0,1.9791,1.8928,1.9214,0.277,0.281,0.03,1.642,0.04927,26.28
8090.0,2.0373,1.9536,1.92,0.285,0.219,0.03,2.421,0.07264,26.31
8100.0,1.9199,1.8912,2.0344,0.246,0.312,0.03,3.285,0.09854,26.34
8110.0,1.8598,1.8416,1.9358,0.266,0.25,0.03,1.622,0.04867,26.37
8120.0,1.924,1.8655,1.9388,0.242,0.281,0.03,2.377,0.07132,26.4
8130.0,1.6956,1.8637,1.929,0.266,0.344,0.03,3.07,0.0921,26.43
8140.0,1.8577,1.8911,1.9775,0.27,0.312,0.03,1.339,0.04018,26.46
8150.0,1.8768,1.9254,1.9387,0.273,0.281,0.03,1.345,0.04034,26.49
8160.0,1.9378,1.9035,1.9399,0.262,0.281,0.03,1.334,0.04003,26.52
8170.0,1.9832,1.8711,1.9825,0.266,0.281,0.03,1.946,0.05837,26.55
8180.0,1.9967,1.9066,1.9238,0.258,0.219,0.03,2.342,0.07027,26.58
8190.0,2.0132,1.9343,1.9517,0.281,0.312,0.03,2.113,0.06339,26.61
8200.0,1.9428,1.8903,1.9558,0.266,0.375,0.03,2.173,0.06518,26.64
8210.0,2.0165,1.8797,1.9212,0.258,0.188,0.03,3.003,0.0901,26.67
8220.0,1.8665,1.903,1.9622,0.25,0.25,0.03,2.144,0.06433,26.7
8230.0,1.9342,1.9227,1.9621,0.246,0.25,0.03,2.037,0.0611,26.73
8240.0,1.7112,1.9215,1.9155,0.262,0.469,0.03,3.266,0.09798,26.76
8250.0,1.9653,1.8869,2.0098,0.242,0.25,0.03,2.735,0.08204,26.79
8260.0,2.0181,1.8852,1.9607,0.254,0.312,0.03,1.813,0.05438,26.82
8270.0,1.8373,1.8833,1.9036,0.289,0.25,0.03,1.611,0.04833,26.85
8280.0,1.9366,1.8797,1.9057,0.262,0.25,0.03,1.883,0.05649,26.88
8290.0,1.9994,1.9135,1.9526,0.262,0.312,0.03,2.174,0.06523,26.91
8300.0,1.8568,1.9249,1.9105,0.285,0.25,0.03,1.843,0.05529,26.94
8310.0,1.7334,1.914,1.9061,0.262,0.344,0.03,1.759,0.05277,26.97
8320.0,2.0662,1.9082,1.9468,0.254,0.156,0.03,1.782,0.05346,27.0
8330.0,1.6609,1.9153,1.9248,0.277,0.469,0.03,1.552,0.04655,27.04
8340.0,2.0148,1.9104,2.0037,0.234,0.406,0.03,1.526,0.04579,27.07
8350.0,1.9099,1.8871,1.9156,0.266,0.281,0.03,2.456,0.07368,27.1
8360.0,1.657,1.8499,1.9217,0.277,0.438,0.03,1.974,0.05921,27.13
8370.0,1.7538,1.8698,1.8918,0.293,0.281,0.03,1.878,0.05634,27.16
8380.0,2.0822,1.9208,2.0322,0.246,0.25,0.03,2.509,0.07527,27.19
8390.0,1.9827,1.8858,1.9605,0.273,0.281,0.03,3.881,0.1164,27.22
8400.0,1.8837,1.8827,1.9612,0.242,0.188,0.03,2.958,0.08875,27.25
8410.0,2.0181,1.9087,2.0217,0.242,0.312,0.03,3.346,0.1004,27.28
8420.0,1.9673,1.9381,2.0067,0.25,0.312,0.03,2.676,0.08028,27.31
8430.0,1.6973,1.9398,1.9451,0.25,0.438,0.03,1.956,0.05867,27.34
8440.0,1.6598,1.8623,1.9525,0.246,0.438,0.03,1.941,0.05823,27.37
8450.0,2.0016,1.841,1.9169,0.25,0.281,0.03,2.462,0.07387,27.43
8460.0,1.7416,1.88,1.9125,0.27,0.312,0.03,1.394,0.04183,27.48
8470.0,1.8236,1.8922,1.9007,0.266,0.344,0.03,1.613,0.04839,27.51
8480.0,1.7714,1.9056,1.9614,0.273,0.375,0.03,1.681,0.05043,27.54
8490.0,1.7132,1.902,1.969,0.242,0.438,0.03,1.327,0.03981,27.58
8500.0,1.8374,1.938,1.9618,0.258,0.25,0.03,1.59,0.04771,27.61
8510.0,1.7208,1.9056,1.9285,0.238,0.312,0.03,1.76,0.05281,27.64
8520.0,1.8014,1.8912,1.9428,0.254,0.312,0.03,1.277,0.0383,27.67
8530.0,2.1116,1.9207,1.9096,0.277,0.281,0.03,1.851,0.05553,27.7
8540.0,1.743,1.8764,1.9229,0.258,0.375,0.03,1.846,0.05537,27.73
8550.0,1.874,1.8626,1.9583,0.246,0.281,0.03,2.999,0.08998,27.76
8560.0,1.9004,1.8904,1.9114,0.281,0.344,0.03,1.781,0.05344,27.79
8570.0,1.9277,1.9159,1.9413,0.266,0.25,0.03,1.562,0.04686,27.82
8580.0,1.8817,1.9157,1.9717,0.262,0.344,0.03,1.297,0.03892,27.85
8590.0,2.0536,1.9581,2.026,0.223,0.219,0.03,2.676,0.08029,27.88
8600.0,1.9853,1.9453,1.8976,0.277,0.281,0.03,1.599,0.04796,27.91
8610.0,1.928,1.9247,1.938,0.262,0.312,0.03,3.057,0.09172,27.94
8620.0,2.0702,1.9318,1.9234,0.25,0.25,0.03,2.289,0.06867,27.97
8630.0,2.0304,1.8806,1.9052,0.293,0.281,0.03,4.908,0.1472,28.0
8640.0,1.8118,1.8936,1.8955,0.277,0.25,0.03,1.728,0.05183,28.03
8650.0,1.7918,1.8963,1.9634,0.254,0.375,0.03,2.304,0.06912,28.06
8660.0,1.7413,1.882,1.9159,0.27,0.375,0.03,2.187,0.06562,28.09
8670.0,1.872,1.9008,1.896,0.297,0.312,0.03,2.797,0.08392,28.12
8680.0,1.7427,1.8641,1.8991,0.289,0.156,0.03,2.917,0.0875,28.15
8690.0,1.8208,1.9019,1.9193,0.281,0.281,0.03,1.077,0.03231,28.18
8700.0,2.3497,1.9882,1.9913,0.227,0.156,0.03,1.374,0.04121,28.21
8710.0,1.9505,1.9525,1.8997,0.285,0.312,0.03,1.628,0.04884,28.24
8720.0,1.9404,1.863,1.8836,0.293,0.312,0.03,2.186,0.06558,28.27
8730.0,1.731,1.8106,1.9437,0.258,0.438,0.03,1.346,0.04039,28.3
8740.0,1.9995,1.8416,1.9279,0.273,0.312,0.03,2.06,0.06181,28.33
8750.0,1.9162,1.9423,2.023,0.211,0.281,0.03,3.866,0.116,28.36
8760.0,1.6855,1.8863,2.0327,0.246,0.344,0.03,2.174,0.06521,28.39
8770.0,2.0424,1.8389,1.925,0.305,0.125,0.03,2.67,0.08009,28.42
8780.0,2.0753,1.8982,1.986,0.254,0.25,0.03,2.803,0.08409,28.45
8790.0,1.8243,1.9026,1.9512,0.27,0.344,0.03,2.371,0.07114,28.48
8800.0,1.8807,1.8647,1.9764,0.254,0.25,0.03,3.806,0.1142,28.51
8810.0,1.7834,1.8503,1.9347,0.262,0.344,0.03,1.521,0.04564,28.54
8820.0,1.9734,1.8644,1.9318,0.258,0.25,0.03,2.11,0.06329,28.58
8830.0,2.059,1.8637,2.0066,0.203,0.281,0.03,2.186,0.06557,28.62
8840.0,1.9225,1.8637,1.9171,0.262,0.375,0.03,2.853,0.08559,28.65
8850.0,1.8311,1.8889,1.9601,0.262,0.344,0.03,2.644,0.07931,28.68
8860.0,2.0326,1.9309,1.8789,0.289,0.281,0.03,2.803,0.08408,28.71
8870.0,1.7125,1.8767,1.9203,0.27,0.344,0.03,2.564,0.07691,28.74
8880.0,1.8278,1.8588,1.9843,0.23,0.281,0.03,2.337,0.0701,28.77
8890.0,1.7263,1.9022,1.9435,0.242,0.375,0.03,2.045,0.06136,28.8
8900.0,1.797,1.9062,1.9092,0.273,0.25,0.03,2.205,0.06614,28.83
8910.0,2.157,1.9004,1.8941,0.27,0.219,0.03,1.746,0.05239,28.86
8920.0,1.6685,1.9074,1.9021,0.266,0.312,0.03,1.532,0.04597,28.89
8930.0,1.8393,1.9042,1.9192,0.266,0.438,0.03,1.149,0.03448,28.92
8940.0,1.9245,1.8672,1.906,0.273,0.375,0.03,1.968,0.05904,28.95
8950.0,1.6927,1.8421,1.899,0.289,0.281,0.03,1.196,0.03589,28.98
8960.0,1.9799,1.8837,1.8824,0.293,0.188,0.03,2.367,0.07102,29.01
8970.0,1.8368,1.9249,1.8807,0.266,0.219,0.03,2.958,0.08874,29.04
8980.0,1.8388,1.8944,1.9026,0.27,0.219,0.03,1.642,0.04927,29.07
8990.0,2.1127,1.8559,1.982,0.254,0.188,0.03,1.801,0.05403,29.1
9000.0,1.9392,1.8538,1.9165,0.273,0.25,0.03,2.675,0.08026,29.13
9010.0,1.8633,1.9162,1.91,0.258,0.312,0.03,2.711,0.08132,29.2
9020.0,2.1164,1.9047,1.8998,0.273,0.188,0.03,1.423,0.04268,29.23
9030.0,1.8468,1.8341,1.9593,0.25,0.344,0.03,2.02,0.0606,29.26
9040.0,2.0163,1.85,1.9466,0.262,0.312,0.03,1.424,0.04272,29.29
9050.0,1.7114,1.8635,1.9573,0.258,0.344,0.03,3.517,0.1055,29.32
9060.0,1.8178,1.8584,1.9007,0.285,0.281,0.03,1.528,0.04584,29.35
9070.0,1.983,1.861,1.9073,0.254,0.188,0.03,2.211,0.06632,29.38
9080.0,1.7607,1.8408,1.9272,0.246,0.281,0.03,2.038,0.06114,29.41
9090.0,1.6133,1.8429,1.9054,0.277,0.281,0.03,1.978,0.05935,29.44
9100.0,1.9472,1.878,1.9169,0.262,0.188,0.03,2.247,0.0674,29.47
9110.0,1.8903,1.8983,1.9456,0.262,0.25,0.03,2.184,0.06553,29.5
9120.0,1.8394,1.8956,1.9027,0.316,0.312,0.03,1.602,0.04805,29.53
9130.0,1.6946,1.9004,1.9564,0.25,0.5,0.03,1.334,0.04003,29.56
9140.0,1.7655,1.9173,1.9634,0.254,0.438,0.03,2.189,0.06566,29.59
9150.0,2.0682,1.928,1.9118,0.273,0.156,0.03,1.668,0.05003,29.62
9160.0,1.7222,1.8819,1.9324,0.277,0.344,0.03,1.977,0.05931,29.65
9170.0,2.1264,1.8541,1.937,0.238,0.281,0.03,1.662,0.04985,29.68
9180.0,1.777,1.8689,1.8986,0.289,0.406,0.03,2.658,0.07974,29.71
9190.0,1.8575,1.8741,1.9699,0.25,0.281,0.03,2.853,0.08559,29.74
9200.0,1.8307,1.9246,1.9255,0.277,0.344,0.03,2.222,0.06667,29.77
9210.0,1.709,1.9135,1.9598,0.27,0.438,0.03,2.003,0.0601,29.8
9220.0,2.0767,1.869,1.883,0.305,0.188,0.03,2.115,0.06344,29.83
9230.0,1.9755,1.8813,1.8831,0.309,0.281,0.03,1.985,0.05955,29.86
9240.0,2.0687,1.9057,1.8984,0.309,0.281,0.03,1.814,0.05442,29.89
9250.0,1.724,1.9171,1.9853,0.234,0.281,0.03,2.099,0.06296,29.92
9260.0,2.0429,1.9287,1.9556,0.262,0.25,0.03,3.433,0.103,29.95
9270.0,1.9297,1.931,1.9625,0.262,0.375,0.03,1.198,0.03593,29.98
9280.0,1.7771,1.9191,1.8914,0.293,0.375,0.03,2.567,0.07702,30.01
9290.0,1.5848,1.9275,1.9575,0.273,0.469,0.03,3.085,0.09256,30.04
9300.0,1.9385,1.9157,1.9377,0.258,0.281,0.03,1.22,0.03661,30.07
9310.0,1.9862,1.8714,1.9063,0.281,0.25,0.03,1.707,0.05122,30.1
9320.0,2.3228,1.8931,1.929,0.258,0.188,0.03,1.773,0.0532,30.13
9330.0,1.734,1.905,1.9463,0.258,0.438,0.03,1.606,0.04817,30.16
9340.0,1.7038,1.8607,1.9413,0.254,0.312,0.03,1.562,0.04687,30.19
9350.0,1.839,1.8548,1.958,0.273,0.25,0.03,1.311,0.03933,30.22
9360.0,2.0615,1.8893,1.9115,0.273,0.094,0.03,2.388,0.07163,30.25
9370.0,1.6769,1.8719,1.9032,0.27,0.281,0.03,2.245,0.06735,30.28
9380.0,1.8987,1.8565,1.9101,0.277,0.312,0.03,2.299,0.06897,30.32
9390.0,1.8586,1.9201,1.9129,0.293,0.312,0.03,3.079,0.09236,30.35
9400.0,1.9256,1.9082,1.9057,0.273,0.344,0.03,2.319,0.06958,30.38
9410.0,1.8086,1.8571,1.8945,0.281,0.312,0.03,1.36,0.04081,30.41
9420.0,1.8251,1.879,1.9818,0.238,0.281,0.03,1.558,0.04675,30.44
9430.0,2.0017,1.884,1.9254,0.273,0.312,0.03,1.956,0.05869,30.47
9440.0,1.792,1.868,1.9832,0.238,0.375,0.03,1.627,0.0488,30.5
9450.0,1.854,1.8563,1.9304,0.254,0.312,0.03,2.477,0.07431,30.53
9460.0,1.8609,1.8805,1.8946,0.285,0.438,0.03,1.664,0.04993,30.56
9470.0,1.8665,1.9406,1.9386,0.254,0.281,0.03,1.742,0.05226,30.59
9480.0,1.9218,1.9092,1.8974,0.262,0.219,0.03,2.407,0.0722,30.62
9490.0,1.8269,1.8775,1.8927,0.266,0.312,0.03,1.957,0.0587,30.65
9500.0,1.8211,1.932,2.0259,0.25,0.5,0.03,3.197,0.0959,30.68
9510.0,1.752,1.9186,1.9675,0.262,0.344,0.03,1.267,0.038,30.71
9520.0,1.7599,1.8646,1.9448,0.246,0.375,0.03,1.444,0.04333,30.74
9530.0,1.8117,1.8936,1.9242,0.285,0.312,0.03,3.638,0.1091,30.77
9540.0,1.8412,1.9029,1.8968,0.277,0.344,0.03,1.522,0.04566,30.8
9550.0,1.9151,1.8801,1.9531,0.246,0.344,0.03,2.336,0.07007,30.83
9560.0,1.7896,1.8854,1.9083,0.273,0.312,0.03,2.465,0.07395,30.86
9570.0,2.1208,1.9386,1.9875,0.23,0.219,0.03,2.726,0.08178,30.89
9580.0,1.7465,1.9114,1.9197,0.266,0.406,0.03,2.041,0.06122,30.92
9590.0,2.0163,1.892,1.9165,0.258,0.25,0.03,1.865,0.05595,30.95
9600.0,2.0962,1.9464,2.0114,0.254,0.25,0.03,1.915,0.05745,31.0
9610.0,2.0689,1.8934,1.9632,0.242,0.125,0.03,2.151,0.06452,31.03
9620.0,1.6858,1.8561,1.9304,0.277,0.438,0.03,1.858,0.05573,31.06
9630.0,2.0252,1.8774,1.9325,0.285,0.25,0.03,2.14,0.06421,31.1
9640.0,1.802,1.8769,1.8914,0.277,0.438,0.03,1.357,0.0407,31.13
9650.0,1.9318,1.8808,1.8933,0.285,0.219,0.03,2.056,0.06167,31.16
9660.0,1.7429,1.8576,1.9061,0.281,0.312,0.03,1.77,0.0531,31.19
9670.0,1.5988,1.8332,1.8887,0.281,0.375,0.03,3.12,0.09359,31.22
9680.0,1.5641,1.8582,1.9507,0.266,0.406,0.03,1.986,0.05958,31.25
9690.0,1.8295,1.8764,1.9575,0.246,0.406,0.03,2.342,0.07025,31.3
9700.0,2.0494,1.8696,1.9416,0.266,0.281,0.03,2.272,0.06817,31.33
9710.0,2.054,1.911,1.9779,0.273,0.312,0.03,2.357,0.07072,31.36
9720.0,2.3089,1.9548,1.9542,0.258,0.25,0.03,1.896,0.05688,31.42
9730.0,2.0824,1.9156,1.904,0.277,0.344,0.03,3.647,0.1094,31.46
9740.0,2.0476,1.9043,1.9348,0.262,0.25,0.03,2.578,0.07734,31.49
9750.0,1.8612,1.9024,1.9492,0.262,0.281,0.03,1.695,0.05085,31.52
9760.0,1.6975,1.8636,1.8994,0.305,0.312,0.03,1.549,0.04646,31.55
9770.0,1.9345,1.8522,1.9406,0.258,0.344,0.03,6.82,0.2046,31.59
9780.0,1.9896,1.8921,1.9362,0.266,0.312,0.03,1.902,0.05705,31.62
9790.0,1.7512,1.9345,1.9022,0.262,0.312,0.03,2.613,0.07838,31.65
9800.0,1.8644,1.9278,1.8911,0.297,0.281,0.03,3.138,0.09414,31.68
9810.0,1.796,1.8869,1.9093,0.242,0.375,0.03,1.291,0.03873,31.71
9820.0,1.8008,1.8682,1.895,0.301,0.281,0.03,2.065,0.06196,31.74
9830.0,2.0145,1.8854,1.94,0.277,0.344,0.03,1.77,0.05309,31.77
9840.0,1.5534,1.8315,1.8948,0.301,0.406,0.03,3.344,0.1003,31.8
9850.0,1.956,1.8336,1.9553,0.246,0.281,0.03,3.29,0.09871,31.83
9860.0,1.6137,1.8764,1.8942,0.309,0.375,0.03,2.419,0.07258,31.86
9870.0,1.6877,1.7889,1.8927,0.301,0.438,0.03,2.271,0.06813,31.89
9880.0,2.0847,1.7991,1.9134,0.277,0.156,0.03,1.869,0.05607,31.92
9890.0,1.7863,1.8188,1.9043,0.273,0.438,0.03,1.812,0.05436,31.95
9900.0,1.9983,1.8626,1.9168,0.266,0.219,0.03,2.638,0.07914,31.98
9910.0,1.9622,1.9119,1.9784,0.246,0.25,0.03,3.064,0.09193,32.01
9920.0,1.7879,1.8744,1.8979,0.293,0.219,0.03,2.699,0.08096,32.05
9930.0,2.1556,1.9038,1.9558,0.273,0.219,0.03,2.743,0.08228,32.08
9940.0,1.7854,1.8931,1.9329,0.297,0.344,0.03,2.42,0.07259,32.11
9950.0,1.9172,1.8554,1.9224,0.281,0.344,0.03,2.163,0.06489,32.14
9960.0,1.8001,1.8745,1.9245,0.273,0.25,0.03,1.313,0.03938,32.17
9970.0,1.6417,1.8638,1.9223,0.285,0.344,0.03,3.189,0.09567,32.2
9980.0,2.2011,1.8686,2.0055,0.234,0.188,0.03,2.357,0.07072,32.23
9990.0,2.1339,1.9406,1.9101,0.273,0.188,0.03,2.852,0.08556,32.26
10000.0,2.1376,1.9209,1.9256,0.281,0.156,0.03,1.397,0.04192,32.29
10010.0,1.9469,1.8396,1.9393,0.273,0.219,0.03,1.617,0.04851,32.32
10020.0,1.8875,1.8549,1.9096,0.273,0.344,0.03,2.711,0.08134,32.35
10030.0,1.7534,1.8873,1.9188,0.27,0.312,0.03,2.637,0.07911,32.38
10040.0,1.8019,1.8646,1.9161,0.258,0.406,0.03,1.49,0.04469,32.41
10050.0,1.7807,1.8373,1.8915,0.301,0.344,0.03,2.036,0.06107,32.44
10060.0,1.6708,1.8158,1.9321,0.277,0.375,0.03,2.453,0.0736,32.48
10070.0,1.7096,1.839,1.9038,0.289,0.281,0.03,2.331,0.06994,32.51
10080.0,1.5554,1.9052,1.9085,0.305,0.375,0.03,1.872,0.05616,32.54
10090.0,1.7531,1.9135,1.9528,0.262,0.219,0.03,2.235,0.06705,32.57
10100.0,2.1062,1.8877,1.9254,0.254,0.281,0.03,3.302,0.09907,32.6
10110.0,1.783,1.891,1.879,0.277,0.312,0.03,2.12,0.06359,32.63
10120.0,1.6827,1.8702,1.8866,0.27,0.406,0.03,1.32,0.03961,32.66
10130.0,1.8914,1.8561,1.9165,0.258,0.188,0.03,3.501,0.105,32.69
10140.0,1.8328,1.8728,1.8576,0.297,0.281,0.03,2.067,0.062,32.73
10150.0,1.9575,1.8866,1.9682,0.266,0.25,0.03,2.598,0.07795,32.77
10160.0,1.9097,1.9047,1.9107,0.285,0.344,0.03,1.675,0.05024,32.81
10170.0,1.9108,1.915,1.897,0.27,0.281,0.03,2.279,0.06836,32.85
10180.0,1.671,1.8592,1.8863,0.273,0.375,0.03,1.537,0.0461,32.88
10190.0,1.8953,1.8337,1.8956,0.293,0.281,0.03,4.962,0.1489,32.91
10200.0,1.934,1.8894,2.0093,0.258,0.281,0.03,1.376,0.04128,32.95
10210.0,1.7768,1.8943,1.9576,0.25,0.375,0.03,2.643,0.0793,32.98
10220.0,1.929,1.8823,1.8891,0.277,0.281,0.03,2.057,0.0617,33.02
10230.0,1.9139,1.8959,1.9172,0.285,0.219,0.03,1.953,0.05859,33.06
10240.0,1.836,1.8737,1.9013,0.277,0.344,0.03,1.837,0.0551,33.09
10250.0,1.9471,1.8783,1.8976,0.293,0.281,0.03,2.529,0.07588,33.13
10260.0,1.5702,1.8637,1.9482,0.262,0.438,0.03,2.285,0.06855,33.17
10270.0,1.9507,1.8793,1.9182,0.281,0.312,0.03,2.619,0.07856,33.24
10280.0,1.9297,1.9157,1.8862,0.285,0.312,0.03,1.526,0.04579,33.29
10290.0,2.038,1.9231,1.9403,0.238,0.406,0.03,2.006,0.06017,33.33
10300.0,1.7488,1.8842,1.9503,0.281,0.406,0.03,1.754,0.05262,33.37
10310.0,1.9542,1.8363,1.9506,0.301,0.219,0.03,3.686,0.1106,33.43
10320.0,2.101,1.8995,1.9171,0.285,0.219,0.03,2.321,0.06964,33.48
10330.0,1.9831,1.9213,1.8773,0.27,0.281,0.03,2.163,0.06488,33.54
10340.0,2.0369,1.9156,1.94,0.266,0.281,0.03,2.312,0.06937,33.59
10350.0,1.7871,1.9292,1.9052,0.273,0.375,0.03,2.924,0.08772,33.64
10360.0,1.8136,1.863,1.8964,0.281,0.438,0.03,2.158,0.06475,33.68
10370.0,2.0519,1.8452,1.8959,0.309,0.281,0.03,2.846,0.08538,33.72
10380.0,1.8594,1.8774,1.8783,0.293,0.344,0.03,2.317,0.06951,33.76
10390.0,2.0711,1.858,1.9737,0.27,0.281,0.03,2.037,0.0611,33.8
10400.0,1.8444,1.8504,1.9119,0.262,0.219,0.03,2.179,0.06537,33.83
10410.0,1.9679,1.8494,1.8838,0.285,0.344,0.03,2.959,0.08878,33.89
10420.0,1.8187,1.8882,1.9717,0.246,0.25,0.03,1.717,0.05152,33.94
10430.0,1.7266,1.9043,1.9049,0.266,0.375,0.03,2.257,0.06771,34.03
10440.0,1.8236,1.908,1.9317,0.27,0.25,0.03,1.668,0.05004,34.09
10450.0,2.083,1.9369,1.8794,0.289,0.25,0.03,1.337,0.0401,34.13
