step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,wall_clock_s
15080.0,1.8539,1.8153,1.8448,0.312,0.281,0.03,2.318,0.06953,48.76
15090.0,1.8751,1.8236,1.9015,0.277,0.25,0.03,2.172,0.06515,48.79
15100.0,1.8934,1.8923,1.8435,0.293,0.312,0.03,2.064,0.06191,48.82
15110.0,1.9996,1.8901,1.8621,0.316,0.219,0.03,1.895,0.05684,48.85
15120.0,1.6594,1.8566,1.8558,0.328,0.438,0.03,2.065,0.06195,48.88
15130.0,2.0264,1.8237,1.9303,0.27,0.25,0.03,1.928,0.05784,48.91
15140.0,1.8817,1.8258,1.8865,0.281,0.219,0.03,1.742,0.05227,48.94
15150.0,1.7161,1.8694,1.908,0.293,0.344,0.03,1.277,0.0383,48.97
15160.0,2.0798,1.9018,1.8538,0.301,0.281,0.03,1.467,0.04401,49.0
15170.0,1.8594,1.8772,1.8604,0.281,0.25,0.03,2.794,0.08381,49.03
15180.0,1.7875,1.8425,1.8991,0.293,0.469,0.03,1.796,0.05388,49.06
15190.0,1.8308,1.8364,1.8731,0.312,0.281,0.03,1.668,0.05005,49.09
15200.0,1.8137,1.8202,1.8923,0.309,0.25,0.03,2.618,0.07855,49.12
15210.0,1.7693,1.8488,1.8834,0.316,0.406,0.03,3.212,0.09636,49.15
15220.0,1.9622,1.8773,1.8688,0.32,0.25,0.03,1.835,0.05505,49.18
15230.0,1.9013,1.8481,1.9139,0.273,0.188,0.03,1.618,0.04853,49.21
15240.0,1.7419,1.8053,1.8606,0.301,0.438,0.03,2.637,0.0791,49.24
15250.0,1.9076,1.8515,1.9593,0.258,0.25,0.03,2.949,0.08846,49.27
15260.0,1.9656,1.888,1.8683,0.32,0.375,0.03,2.409,0.07226,49.3
15270.0,1.9586,1.8937,1.8532,0.312,0.281,0.03,1.48,0.04441,49.33
15280.0,1.6834,1.8844,1.8609,0.301,0.406,0.03,1.655,0.04966,49.36
15290.0,1.8875,1.8354,1.9051,0.27,0.344,0.03,1.861,0.05582,49.39
15300.0,1.929,1.8671,1.8798,0.293,0.188,0.03,2.014,0.06043,49.42
15310.0,1.7185,1.8968,1.9036,0.285,0.25,0.03,2.094,0.06281,49.45
15320.0,1.7733,1.8963,1.8947,0.285,0.438,0.03,2.654,0.07963,49.48
15330.0,1.952,1.8719,1.9202,0.266,0.219,0.03,3.398,0.1019,49.51
15340.0,2.032,1.8407,1.9026,0.297,0.281,0.03,2.014,0.06041,49.54
15350.0,2.0221,1.8611,1.8832,0.293,0.188,0.03,1.607,0.04821,49.57
15360.0,1.9059,1.8691,1.938,0.258,0.344,0.03,1.815,0.05444,49.6
15370.0,1.7847,1.8905,1.8524,0.309,0.344,0.03,1.71,0.05129,49.63
15380.0,1.8609,1.9029,1.882,0.293,0.312,0.03,2.341,0.07022,49.66
15390.0,1.8113,1.881,1.8642,0.305,0.344,0.03,1.802,0.05405,49.69
15400.0,2.0089,1.8833,1.8764,0.305,0.25,0.03,2.839,0.08518,49.72
15410.0,1.827,1.8947,1.8748,0.301,0.25,0.03,1.492,0.04475,49.75
15420.0,1.9999,1.8704,1.8692,0.281,0.188,0.03,1.679,0.05036,49.78
15430.0,1.945,1.8415,1.8844,0.293,0.25,0.03,1.774,0.05323,49.81
15440.0,1.841,1.8565,1.8618,0.324,0.312,0.03,1.943,0.0583,49.84
15450.0,1.698,1.8214,1.8856,0.289,0.281,0.03,1.364,0.04092,49.87
15460.0,1.6857,1.7993,1.9685,0.289,0.375,0.03,2.039,0.06116,49.9
15470.0,1.9146,1.8642,1.88,0.324,0.375,0.03,2.244,0.06732,49.93
15480.0,1.8471,1.924,1.8971,0.297,0.312,0.03,1.991,0.05972,49.97
15490.0,1.6307,1.9204,1.8467,0.32,0.469,0.03,1.705,0.05116,50.0
15500.0,1.6933,1.8789,1.884,0.285,0.406,0.03,1.629,0.04886,50.03
15510.0,1.6539,1.8669,1.8604,0.309,0.406,0.03,1.486,0.04459,50.06
15520.0,1.9205,1.8748,1.9058,0.293,0.188,0.03,2.648,0.07944,50.09
15530.0,1.9239,1.8541,1.8648,0.312,0.312,0.03,2.555,0.07666,50.12
15540.0,1.8077,1.8235,1.8742,0.312,0.438,0.03,2.61,0.07831,50.15
15550.0,1.9132,1.8548,1.8984,0.289,0.344,0.03,1.526,0.04577,50.18
15560.0,1.7996,1.8882,1.8869,0.277,0.281,0.03,2.86,0.08579,50.21
15570.0,1.6587,1.8739,1.8516,0.305,0.406,0.03,2.825,0.08476,50.24
15580.0,2.0108,1.8744,1.8772,0.301,0.188,0.03,1.951,0.05854,50.27
15590.0,1.7131,1.8539,1.884,0.273,0.438,0.03,1.798,0.05394,50.3
15600.0,1.8635,1.8361,1.9723,0.23,0.188,0.03,2.646,0.07939,50.33
15610.0,1.8043,1.835,1.8742,0.281,0.188,0.03,3.097,0.09292,50.36
15620.0,1.9307,1.8124,1.8362,0.305,0.219,0.03,2.391,0.07173,50.39
15630.0,1.7745,1.8197,1.8476,0.297,0.375,0.03,1.489,0.04468,50.42
15640.0,2.2024,1.8824,1.9215,0.293,0.219,0.03,2.766,0.08297,50.46
15650.0,1.6298,1.8749,1.8482,0.293,0.438,0.03,2.558,0.07675,50.49
15660.0,2.1506,1.8605,1.8612,0.285,0.312,0.03,2.438,0.07313,50.52
15670.0,1.6482,1.8666,1.8558,0.316,0.375,0.03,1.412,0.04235,50.55
15680.0,1.8227,1.8405,1.9375,0.289,0.25,0.03,2.078,0.06234,50.58
15690.0,1.6952,1.8369,1.8513,0.305,0.406,0.03,2.401,0.07203,50.61
15700.0,1.981,1.84,1.9579,0.266,0.219,0.03,1.514,0.04541,50.64
15710.0,1.763,1.8392,1.854,0.312,0.375,0.03,1.167,0.035,50.67
15720.0,1.9279,1.8877,1.8541,0.309,0.25,0.03,3.016,0.09048,50.7
15730.0,1.9633,1.8787,1.84,0.293,0.312,0.03,2.742,0.08225,50.73
15740.0,1.7801,1.8029,1.8379,0.309,0.281,0.03,2.334,0.07002,50.76
15750.0,1.8884,1.8526,1.8732,0.305,0.281,0.03,1.455,0.04365,50.79
15760.0,1.7901,1.8731,1.8513,0.281,0.344,0.03,3.209,0.09628,50.82
15770.0,1.9256,1.8623,1.965,0.273,0.375,0.03,2.772,0.08316,50.85
15780.0,1.7997,1.8494,1.8833,0.27,0.469,0.03,1.475,0.04425,50.88
15790.0,1.7074,1.859,1.8829,0.285,0.438,0.03,1.414,0.04242,50.91
15800.0,1.9874,1.9191,1.856,0.301,0.281,0.03,1.758,0.05275,50.94
15810.0,1.9131,1.9183,1.8973,0.297,0.344,0.03,2.794,0.08381,50.97
15820.0,1.9076,1.8682,1.8753,0.301,0.375,0.03,1.849,0.05547,51.0
15830.0,1.7968,1.8216,1.8411,0.289,0.375,0.03,3.04,0.09121,51.03
15840.0,1.7527,1.8244,1.8822,0.309,0.375,0.03,2.01,0.0603,51.06
15850.0,1.747,1.8351,1.8385,0.305,0.312,0.03,1.448,0.04343,51.09
15860.0,1.9336,1.8528,1.8567,0.305,0.281,0.03,1.778,0.05335,51.12
15870.0,1.5577,1.8049,1.9114,0.301,0.438,0.03,3.372,0.1012,51.15
15880.0,1.7258,1.7961,1.8476,0.305,0.375,0.03,1.668,0.05003,51.18
15890.0,1.5306,1.8643,1.9476,0.273,0.281,0.03,2.383,0.0715,51.21
15900.0,1.8933,1.8598,1.8552,0.316,0.219,0.03,1.384,0.04153,51.24
15910.0,2.0653,1.8397,1.8417,0.328,0.312,0.03,1.627,0.04881,51.27
15920.0,1.7893,1.8426,1.8484,0.289,0.312,0.03,2.255,0.06765,51.3
15930.0,1.7611,1.8203,1.8905,0.305,0.375,0.03,2.658,0.07973,51.33
15940.0,1.9254,1.842,1.9185,0.301,0.344,0.03,1.91,0.0573,51.36
15950.0,2.1389,1.8574,1.8398,0.316,0.156,0.03,2.176,0.06529,51.39
15960.0,1.6323,1.8579,1.881,0.266,0.281,0.03,1.717,0.05152,51.42
15970.0,1.7813,1.8985,1.8785,0.305,0.406,0.03,1.484,0.04453,51.45
15980.0,2.0175,1.8912,1.8298,0.32,0.188,0.03,2.212,0.06635,51.48
15990.0,1.7922,1.8775,1.8489,0.289,0.438,0.03,1.587,0.04761,51.51
16000.0,1.6759,1.8209,1.8407,0.297,0.406,0.03,1.501,0.04504,51.54
16010.0,1.6905,1.7724,1.8479,0.316,0.438,0.03,1.895,0.05685,51.57
16020.0,2.028,1.843,1.9412,0.277,0.156,0.03,3.856,0.1157,51.6
16030.0,2.1643,1.9327,1.8905,0.289,0.219,0.03,1.79,0.0537,51.63
16040.0,1.8863,1.9313,1.8833,0.297,0.406,0.03,1.954,0.05861,51.66
16050.0,1.8086,1.8879,1.8816,0.297,0.375,0.03,1.486,0.04457,51.69
16060.0,1.7445,1.8634,1.8468,0.305,0.375,0.03,1.004,0.03011,51.72
16070.0,2.0462,1.8184,1.8499,0.277,0.25,0.03,3.042,0.09127,51.75
16080.0,1.6525,1.8011,1.8752,0.285,0.438,0.03,1.572,0.04715,51.78
16090.0,1.7556,1.848,1.8586,0.309,0.375,0.03,1.762,0.05287,51.81
16100.0,1.9107,1.8899,1.9055,0.273,0.219,0.03,2.823,0.08468,51.84
16110.0,1.9233,1.9017,1.8614,0.309,0.25,0.03,2.228,0.06684,51.87
16120.0,1.9488,1.8927,1.9208,0.297,0.25,0.03,1.647,0.04941,51.9
16130.0,1.632,1.8632,1.8648,0.32,0.281,0.03,1.213,0.0364,51.93
16140.0,2.0253,1.8664,1.8999,0.277,0.219,0.03,1.529,0.04587,51.97
16150.0,1.8043,1.8252,1.8645,0.285,0.438,0.03,2.041,0.06124,52.0
16160.0,2.0889,1.8236,1.8314,0.305,0.125,0.03,3.166,0.09499,52.03
16170.0,1.7615,1.8829,1.9123,0.309,0.281,0.03,4.188,0.1256,52.06
16180.0,1.8022,1.8735,1.8433,0.297,0.281,0.03,1.967,0.059,52.09
16190.0,1.6594,1.8364,1.8627,0.301,0.344,0.03,2.992,0.08976,52.12
16200.0,1.8933,1.7962,1.8497,0.324,0.156,0.03,2.433,0.07299,52.15
16210.0,1.7082,1.7718,1.8247,0.32,0.406,0.03,1.94,0.05819,52.18
16220.0,1.8688,1.8097,1.9277,0.289,0.219,0.03,2.446,0.07338,52.21
16230.0,1.9078,1.8155,1.8599,0.309,0.188,0.03,1.565,0.04694,52.24
16240.0,1.8606,1.7649,1.9496,0.254,0.25,0.03,1.946,0.05838,52.27
16250.0,1.8372,1.7845,1.8391,0.312,0.344,0.03,2.054,0.06163,52.3
16260.0,1.9598,1.8393,1.841,0.316,0.312,0.03,2.207,0.0662,52.33
16270.0,1.8238,1.8735,1.8385,0.309,0.406,0.03,2.02,0.06061,52.36
16280.0,1.6703,1.8734,1.844,0.273,0.469,0.03,1.238,0.03714,52.39
16290.0,1.9995,1.8897,1.8882,0.285,0.25,0.03,2.004,0.06013,52.42
16300.0,1.8883,1.8961,1.8968,0.285,0.344,0.03,2.149,0.06446,52.45
16310.0,1.7993,1.8544,1.8228,0.297,0.344,0.03,1.833,0.055,52.48
16320.0,1.8671,1.8232,1.8646,0.305,0.25,0.03,1.291,0.03872,52.51
16330.0,1.6322,1.8278,1.8707,0.309,0.344,0.03,2.125,0.06374,52.54
16340.0,2.0217,1.8629,1.8602,0.309,0.219,0.03,3.835,0.1151,52.57
16350.0,1.828,1.8487,1.8585,0.312,0.344,0.03,2.265,0.06794,52.6
16360.0,1.7123,1.7998,1.8575,0.297,0.406,0.03,2.524,0.07572,52.63
16370.0,1.8976,1.8204,1.891,0.305,0.375,0.03,3.157,0.09472,52.66
16380.0,1.8465,1.8221,1.8404,0.34,0.219,0.03,2.228,0.06684,52.69
16390.0,1.9402,1.8302,1.8275,0.316,0.406,0.03,2.238,0.06714,52.72
16400.0,1.6884,1.8307,1.8289,0.32,0.469,0.03,2.94,0.0882,52.75
16410.0,1.9292,1.8208,1.8508,0.328,0.125,0.03,2.914,0.08741,52.78
16420.0,1.621,1.8261,1.8387,0.324,0.406,0.03,2.109,0.06328,52.81
16430.0,1.912,1.8493,1.8402,0.289,0.344,0.03,2.272,0.06817,52.84
16440.0,1.8904,1.8735,1.842,0.305,0.312,0.03,1.693,0.0508,52.87
16450.0,1.8677,1.8621,2.0321,0.223,0.219,0.03,2.773,0.08319,52.9
16460.0,1.9528,1.9209,1.8542,0.309,0.281,0.03,1.646,0.04939,52.93
16470.0,1.9174,1.9149,1.8923,0.289,0.25,0.03,2.482,0.07447,52.96
16480.0,1.9199,1.8532,1.9184,0.258,0.312,0.03,3.549,0.1065,52.99
16490.0,2.0033,1.8648,1.8405,0.32,0.156,0.03,1.582,0.04746,53.02
16500.0,1.7907,1.8512,1.8413,0.312,0.406,0.03,1.139,0.03418,53.05
16510.0,1.6663,1.8281,1.8365,0.285,0.375,0.03,1.845,0.05536,53.08
16520.0,1.9617,1.8651,1.8763,0.301,0.219,0.03,2.349,0.07046,53.11
16530.0,1.9175,1.8468,1.8499,0.281,0.25,0.03,1.943,0.05829,53.14
16540.0,1.7682,1.7864,1.8448,0.305,0.469,0.03,2.448,0.07345,53.17
16550.0,1.7683,1.8354,1.8627,0.309,0.219,0.03,2.323,0.06968,53.2
16560.0,1.8506,1.8311,1.8635,0.305,0.281,0.03,2.249,0.06748,53.23
16570.0,1.7766,1.8432,1.839,0.301,0.281,0.03,1.639,0.04918,53.26
16580.0,1.7947,1.864,1.9155,0.285,0.438,0.03,1.918,0.05754,53.29
16590.0,2.0161,1.884,1.8549,0.293,0.312,0.03,1.564,0.04693,53.32
16600.0,1.919,1.8729,1.8299,0.316,0.281,0.03,2.292,0.06876,53.35
16610.0,1.9727,1.8124,1.9048,0.305,0.281,0.03,1.279,0.03838,53.39
16620.0,1.9192,1.789,1.8555,0.305,0.344,0.03,2.728,0.08185,53.41
16630.0,1.8858,1.8344,1.8897,0.273,0.219,0.03,1.358,0.04075,53.44
16640.0,2.0713,1.8796,1.8333,0.312,0.219,0.03,2.664,0.07992,53.48
16650.0,1.7081,1.8793,1.8631,0.285,0.469,0.03,1.729,0.05187,53.51
16660.0,1.7459,1.9018,1.9282,0.297,0.375,0.03,1.65,0.04951,53.54
16670.0,1.9616,1.8618,1.9045,0.293,0.25,0.03,3.148,0.09443,53.57
16680.0,1.9768,1.8739,1.8436,0.293,0.156,0.03,2.321,0.06963,53.6
16690.0,2.002,1.8917,1.9014,0.289,0.344,0.03,3.655,0.1096,53.63
16700.0,1.6807,1.8805,1.8497,0.328,0.312,0.03,2.573,0.0772,53.66
16710.0,1.8708,1.8999,1.8271,0.293,0.344,0.03,2.559,0.07676,53.69
16720.0,1.7198,1.9242,1.8474,0.297,0.25,0.03,1.832,0.05496,53.72
16730.0,1.876,1.8748,1.8883,0.293,0.25,0.03,1.397,0.0419,53.75
16740.0,1.7187,1.8175,1.8419,0.281,0.312,0.03,1.767,0.05302,53.78
16750.0,1.747,1.8487,1.8748,0.297,0.375,0.03,2.477,0.07432,53.81
16760.0,1.5275,1.8507,1.8456,0.293,0.531,0.03,1.493,0.04478,53.85
16770.0,1.8087,1.8063,1.8844,0.289,0.281,0.03,1.773,0.05318,53.88
16780.0,1.7391,1.7975,1.8585,0.305,0.438,0.03,1.958,0.05873,53.91
16790.0,1.8106,1.8145,1.8419,0.301,0.375,0.03,2.502,0.07506,53.94
16800.0,1.9339,1.8433,1.8534,0.305,0.25,0.03,1.92,0.0576,53.97
16810.0,1.6153,1.8707,1.9212,0.297,0.5,0.03,1.584,0.04752,54.0
16820.0,1.7175,1.8791,1.8557,0.312,0.375,0.03,2.066,0.06198,54.03
16830.0,1.8511,1.8424,1.8462,0.305,0.312,0.03,2.097,0.06291,54.06
16840.0,1.4775,1.7953,1.8311,0.312,0.312,0.03,1.904,0.05711,54.09
16850.0,1.9221,1.8491,1.857,0.297,0.25,0.03,2.613,0.07838,54.12
16860.0,2.0442,1.8947,1.868,0.305,0.219,0.03,1.74,0.05221,54.15
16870.0,1.822,1.8424,1.9253,0.293,0.188,0.03,1.256,0.03767,54.18
16880.0,1.6831,1.8389,1.9098,0.258,0.312,0.03,1.622,0.04867,54.21
16890.0,1.5954,1.8507,1.8766,0.262,0.438,0.03,2.213,0.0664,54.24
16900.0,1.6555,1.8575,1.8472,0.316,0.406,0.03,1.472,0.04417,54.27
16910.0,2.0476,1.9194,1.8234,0.301,0.281,0.03,2.105,0.06316,54.3
16920.0,1.8753,1.9657,1.8351,0.312,0.281,0.03,1.294,0.03881,54.33
16930.0,1.8876,1.9117,1.8437,0.301,0.281,0.03,1.61,0.04829,54.36
16940.0,1.8177,1.8125,1.8476,0.297,0.406,0.03,1.441,0.04323,54.39
16950.0,1.9278,1.8518,1.8319,0.32,0.312,0.03,3.313,0.0994,54.42
16960.0,1.8527,1.889,1.8782,0.258,0.25,0.03,3.255,0.09766,54.45
16970.0,1.7531,1.8195,1.9151,0.297,0.438,0.03,3.813,0.1144,54.48
16980.0,1.604,1.7918,1.8574,0.293,0.5,0.03,2.131,0.06394,54.51
16990.0,1.8071,1.8089,1.8852,0.281,0.25,0.03,1.75,0.0525,54.54
17000.0,1.8907,1.8365,1.866,0.277,0.281,0.03,1.616,0.04847,54.57
17010.0,1.9427,1.8438,1.8991,0.254,0.281,0.03,1.682,0.05046,54.6
17020.0,1.8593,1.8298,1.8366,0.312,0.344,0.03,2.885,0.08655,54.63
17030.0,1.8126,1.8322,1.8796,0.285,0.406,0.03,2.534,0.07601,54.66
17040.0,1.6415,1.8581,1.8688,0.277,0.344,0.03,2.546,0.07638,54.69
17050.0,2.0165,1.8576,1.8911,0.27,0.219,0.03,2.278,0.06833,54.72
17060.0,1.9451,1.7912,1.8701,0.262,0.281,0.03,2.393,0.0718,54.75
17070.0,1.8212,1.8314,1.8442,0.309,0.281,0.03,1.456,0.04368,54.78
17080.0,1.6938,1.8657,1.8751,0.289,0.438,0.03,1.939,0.05817,54.81
17090.0,1.9386,1.8256,1.8661,0.27,0.219,0.03,2.626,0.07878,54.84
17100.0,1.8324,1.8587,1.8656,0.289,0.344,0.03,1.558,0.04675,54.87
17110.0,1.7621,1.8616,1.8476,0.301,0.344,0.03,2.506,0.07518,54.9
17120.0,1.7428,1.804,1.8699,0.301,0.281,0.03,1.989,0.05968,54.93
17130.0,1.9924,1.8228,1.8405,0.305,0.312,0.03,1.531,0.04593,54.96
17140.0,1.7216,1.8331,1.8639,0.328,0.438,0.03,2.441,0.07323,54.99
17150.0,1.929,1.8058,1.8898,0.301,0.312,0.03,3.088,0.09263,55.02
17160.0,2.0646,1.8411,1.8819,0.285,0.25,0.03,1.99,0.0597,55.05
17170.0,1.7802,1.854,1.8484,0.309,0.281,0.03,1.705,0.05116,55.08
17180.0,1.9812,1.8238,1.9109,0.289,0.281,0.03,2.104,0.06312,55.11
17190.0,1.7602,1.8181,1.9437,0.289,0.281,0.03,1.978,0.05935,55.15
17200.0,1.7172,1.8656,1.85,0.328,0.375,0.03,1.634,0.04902,55.18
17210.0,2.2938,1.9125,1.9745,0.234,0.125,0.03,4.033,0.121,55.21
17220.0,1.9394,1.8682,1.8306,0.32,0.188,0.03,1.909,0.05727,55.24
17230.0,1.7367,1.8051,1.8221,0.301,0.406,0.03,3.247,0.09742,55.27
17240.0,1.8475,1.8629,1.8963,0.27,0.344,0.03,2.033,0.06098,55.3
17250.0,1.8604,1.8817,1.8527,0.305,0.281,0.03,1.677,0.05032,55.33
17260.0,1.802,1.8521,1.8303,0.301,0.281,0.03,1.178,0.03533,55.36
17270.0,2.041,1.8749,1.8464,0.312,0.156,0.03,2.149,0.06446,55.39
17280.0,1.9595,1.8524,1.8671,0.305,0.125,0.03,2.11,0.06331,55.42
17290.0,1.508,1.8203,1.8321,0.289,0.406,0.03,1.637,0.0491,55.45
17300.0,1.606,1.8372,1.8518,0.281,0.281,0.03,1.674,0.05021,55.48
17310.0,1.8672,1.8251,1.8885,0.262,0.375,0.03,2.131,0.06392,55.51
17320.0,2.0962,1.7997,1.8894,0.289,0.188,0.03,2.891,0.08673,55.54
17330.0,2.0971,1.839,1.8744,0.281,0.219,0.03,2.415,0.07244,55.57
17340.0,2.133,1.8847,1.893,0.297,0.188,0.03,1.556,0.04668,55.6
17350.0,1.6774,1.8323,1.8761,0.277,0.406,0.03,1.869,0.05608,55.63
17360.0,1.8752,1.8058,1.9521,0.238,0.375,0.03,1.682,0.05046,55.66
17370.0,1.9413,1.8302,1.8737,0.316,0.281,0.03,1.976,0.05929,55.69
17380.0,2.0057,1.8316,1.8428,0.316,0.25,0.03,2.053,0.06158,55.72
17390.0,1.7677,1.7935,1.8393,0.312,0.406,0.03,3.319,0.09958,55.75
17400.0,1.7948,1.7875,1.8344,0.312,0.5,0.03,2.105,0.06314,55.78
17410.0,1.743,1.7887,1.8303,0.316,0.281,0.03,1.31,0.03929,55.81
17420.0,1.7724,1.8059,1.865,0.293,0.312,0.03,2.036,0.06108,55.84
17430.0,1.6829,1.7982,1.8176,0.328,0.438,0.03,1.619,0.04856,55.87
17440.0,2.0244,1.7869,1.9186,0.27,0.25,0.03,2.549,0.07647,55.9
17450.0,1.7015,1.8281,1.8787,0.297,0.406,0.03,2.094,0.06281,55.93
17460.0,1.9684,1.8093,1.8524,0.297,0.281,0.03,3.504,0.1051,55.96
17470.0,2.0891,1.88,1.8795,0.277,0.25,0.03,2.717,0.08152,55.99
17480.0,1.6364,1.9157,1.8433,0.301,0.438,0.03,2.258,0.06774,56.02
17490.0,1.9446,1.8574,1.8424,0.293,0.375,0.03,2.182,0.06546,56.05
17500.0,1.6496,1.8373,1.8384,0.305,0.406,0.03,2.362,0.07085,56.08
17510.0,1.9771,1.8334,1.8245,0.297,0.312,0.03,2.439,0.07317,56.11
17520.0,1.8642,1.8957,1.9119,0.242,0.312,0.03,3.207,0.09622,56.14
17530.0,1.8828,1.9029,1.8896,0.266,0.281,0.03,1.463,0.04389,56.17
17540.0,1.8725,1.859,1.8433,0.316,0.344,0.03,2.608,0.07824,56.2
17550.0,1.7865,1.8515,1.83,0.316,0.375,0.03,1.799,0.05397,56.23
17560.0,1.7822,1.8312,1.8588,0.289,0.344,0.03,2.193,0.0658,56.26
17570.0,1.9237,1.8398,1.8369,0.332,0.312,0.03,2.437,0.07311,56.29
17580.0,1.864,1.8536,1.881,0.277,0.344,0.03,2.401,0.07202,56.32
17590.0,1.6901,1.8387,1.876,0.285,0.406,0.03,1.374,0.04121,56.35
17600.0,1.847,1.8375,1.9374,0.27,0.312,0.03,1.903,0.05708,56.38
17610.0,1.959,1.8118,1.865,0.281,0.312,0.03,1.431,0.04294,56.41
17620.0,2.1398,1.802,1.8481,0.277,0.281,0.03,5.189,0.1557,56.44
17630.0,1.5644,1.8268,1.8456,0.297,0.406,0.03,1.695,0.05085,56.47
17640.0,1.8955,1.86,1.8916,0.277,0.281,0.03,2.917,0.08751,56.5
17650.0,1.8648,1.8933,1.9274,0.289,0.219,0.03,1.711,0.05134,56.53
17660.0,1.7097,1.8517,1.836,0.312,0.375,0.03,2.472,0.07417,56.56
17670.0,1.4892,1.8724,1.8551,0.289,0.344,0.03,1.596,0.04788,56.59
17680.0,1.6366,1.8924,1.9142,0.277,0.406,0.03,2.248,0.06743,56.62
17690.0,1.697,1.848,1.8578,0.316,0.375,0.03,1.358,0.04073,56.65
17700.0,1.6964,1.8374,1.8286,0.32,0.438,0.03,3.364,0.1009,56.68
17710.0,1.9863,1.8639,1.8174,0.328,0.281,0.03,1.422,0.04266,56.71
17720.0,1.7554,1.8858,1.8489,0.293,0.312,0.03,3.431,0.1029,56.74
17730.0,2.0651,1.9215,1.8992,0.289,0.219,0.03,1.917,0.05752,56.77
17740.0,1.708,1.8856,1.8634,0.324,0.312,0.03,1.911,0.05734,56.8
17750.0,1.6843,1.8317,1.8752,0.293,0.406,0.03,2.29,0.06871,56.83
17760.0,1.8807,1.8364,1.8967,0.309,0.281,0.03,1.931,0.05792,56.87
17770.0,2.3451,1.9125,1.8837,0.289,0.156,0.03,2.865,0.08596,56.9
17780.0,1.805,1.9415,1.8568,0.32,0.281,0.03,1.709,0.05127,56.93
17790.0,2.0861,1.875,1.8321,0.332,0.312,0.03,3.101,0.09302,56.96
17800.0,1.8812,1.8744,1.851,0.305,0.344,0.03,1.164,0.03493,56.99
17810.0,2.035,1.8446,1.8344,0.312,0.344,0.03,2.964,0.08891,57.02
17820.0,1.5491,1.796,1.8267,0.289,0.531,0.03,1.867,0.056,57.05
17830.0,1.6135,1.8021,1.8661,0.324,0.406,0.03,1.502,0.04505,57.08
17840.0,1.6724,1.8367,1.8969,0.309,0.344,0.03,1.631,0.04892,57.11
17850.0,1.894,1.8501,1.8727,0.293,0.312,0.03,1.51,0.0453,57.14
17860.0,1.5359,1.8608,1.841,0.32,0.406,0.03,1.893,0.05678,57.17
17870.0,1.6495,1.8499,1.8404,0.297,0.375,0.03,2.203,0.0661,57.2
17880.0,1.8866,1.9002,1.8797,0.27,0.344,0.03,1.633,0.04899,57.23
17890.0,1.6525,1.8864,1.8323,0.312,0.281,0.03,1.733,0.052,57.26
17900.0,2.1025,1.809,1.9166,0.289,0.188,0.03,2.093,0.06279,57.29
17910.0,1.8881,1.817,1.8331,0.301,0.312,0.03,2.631,0.07892,57.32
17920.0,1.9015,1.8324,1.8252,0.324,0.375,0.03,1.591,0.04774,57.35
17930.0,1.9445,1.8609,1.9,0.289,0.281,0.03,3.192,0.09575,57.38
17940.0,1.747,1.8767,1.8734,0.32,0.406,0.03,1.311,0.03933,57.41
17950.0,1.8048,1.8232,1.8743,0.328,0.406,0.03,2.71,0.08131,57.44
17960.0,1.854,1.7968,1.9038,0.289,0.312,0.03,3.237,0.09712,57.47
17970.0,2.1064,1.8663,1.8105,0.312,0.281,0.03,2.026,0.06078,57.5
17980.0,1.8549,1.8764,1.8281,0.336,0.312,0.03,1.544,0.04632,57.53
17990.0,1.7659,1.8482,1.8539,0.289,0.281,0.03,2.318,0.06955,57.56
18000.0,1.9957,1.8511,1.8902,0.281,0.25,0.03,1.986,0.05958,57.59
18010.0,1.8969,1.8399,1.9089,0.293,0.375,0.03,2.808,0.08424,57.62
18020.0,1.8248,1.8526,1.8399,0.305,0.281,0.03,1.436,0.04307,57.65
18030.0,1.8828,1.8306,1.8197,0.332,0.312,0.03,2.144,0.06433,57.68
18040.0,1.8826,1.8059,1.8476,0.324,0.344,0.03,3.472,0.1042,57.71
18050.0,1.8716,1.8115,1.8814,0.316,0.25,0.03,2.195,0.06585,57.74
18060.0,1.9354,1.817,1.8412,0.32,0.219,0.03,1.82,0.05461,57.77
18070.0,1.8307,1.8401,1.8212,0.332,0.375,0.03,1.615,0.04844,57.8
18080.0,1.8524,1.8506,1.8786,0.289,0.219,0.03,1.943,0.05828,57.83
18090.0,1.7972,1.8568,1.8578,0.332,0.406,0.03,2.23,0.0669,57.86
18100.0,1.6545,1.825,1.8701,0.305,0.344,0.03,1.817,0.05452,57.89
18110.0,1.9722,1.8226,1.8486,0.34,0.188,0.03,1.993,0.05978,57.92
18120.0,1.4382,1.8332,1.8681,0.301,0.5,0.03,1.597,0.04791,57.95
18130.0,1.7672,1.8167,1.9318,0.273,0.312,0.03,2.617,0.07852,57.98
18140.0,1.5679,1.8123,1.849,0.301,0.406,0.03,1.571,0.04712,58.01
18150.0,1.6646,1.8267,1.8825,0.305,0.344,0.03,2.243,0.06729,58.04
18160.0,2.0465,1.877,1.8459,0.301,0.312,0.03,1.419,0.04257,58.07
18170.0,1.6326,1.889,1.8238,0.344,0.406,0.03,1.219,0.03658,58.1
18180.0,1.7982,1.8408,1.9051,0.281,0.281,0.03,2.023,0.0607,58.13
18190.0,1.7056,1.8342,1.8628,0.309,0.406,0.03,1.361,0.04084,58.17
