epoch,step,test_bce_per_pixel,wall_s
0,0,0.6985872727997449,0.0
1,50,0.28232208625637756,41.55805095797405
2,100,0.3126033561862245,90.24926108296495
3,150,0.3350391671316964,127.36910104099661
