step,train_bce_mean,wall_s
0,0.6513118743896484,0.20003445795737207
1,0.5914456844329834,0.32092762499814853
2,0.5218220949172974,0.42037141596665606
3,0.45077934861183167,0.5303559159510769
4,0.3898673355579376,0.6612443329649977
5,0.3298831582069397,0.824873540957924
6,0.3019541800022125,0.9652004579547793
7,0.27813920378685,1.1240620409953408
8,0.26867878437042236,1.2907870409544557
9,0.27094757556915283,1.5056322909658775
10,0.2595752775669098,1.6914877079543658
11,0.26100683212280273,1.9141161660081707
12,0.2673320770263672,2.192835333000403
13,0.2712741494178772,2.5570138749899343
14,0.2672385573387146,2.9112869579694234
15,0.2618531286716461,3.5340094579732977
16,0.2629004418849945,4.122125583002344
17,0.26265260577201843,4.69242249999661
18,0.2618744373321533,5.913749832950998
19,0.25926658511161804,6.739215915964451
20,0.2664487659931183,7.603454208001494
21,0.26377415657043457,8.677883583004586
22,0.26606234908103943,9.642456125002354
23,0.2630077302455902,10.473798874998465
24,0.26798927783966064,11.461814540962223
25,0.2575934827327728,12.75840154098114
26,0.25358328223228455,14.049258915998507
27,0.2681926488876343,15.461489415960386
28,0.2672782838344574,16.49595487496117
29,0.2618791460990906,17.711773040995467
30,0.25694161653518677,19.90600637497846
31,0.26664918661117554,21.072347457986325
32,0.2651808559894562,22.180591790995095
33,0.2659865915775299,23.260147665976547
34,0.26069962978363037,24.45063208299689
35,0.2585779130458832,25.604944582970347
36,0.2794150710105896,26.858951707952656
37,0.2712188959121704,27.87578116595978
38,0.26922735571861267,28.782971124979667
39,0.28643205761909485,29.873990249994677
40,0.29239410161972046,31.169262124982197
41,0.28494903445243835,32.54505816596793
42,0.2658250331878662,33.82613758300431
43,0.2896868884563446,35.06924862496089
44,0.2862071394920349,36.490931915992405
45,0.2992754876613617,37.36463787499815
46,0.29809334874153137,38.487979875004385
47,0.2932076156139374,39.19079895800678
48,0.29059112071990967,40.30548370798351
49,0.30065667629241943,41.46772312495159
50,0.29972580075263977,42.73014683299698
51,0.29692143201828003,43.61759116599569
52,0.30404263734817505,44.42928566597402
53,0.30530843138694763,45.212486499978695
54,0.2885498106479645,46.3839327909518
55,0.317883163690567,47.31481091596652
56,0.29443809390068054,48.279784207988996
57,0.2989608645439148,49.0514857499511
58,0.29561811685562134,50.39716224995209
59,0.2918076515197754,51.23771937499987
60,0.32190439105033875,52.12700879096519
61,0.29625651240348816,53.03394220798509
62,0.31332483887672424,53.8703769579879
63,0.30924472212791443,54.930935582960956
64,0.29446941614151,55.755829332978465
65,0.318990021944046,56.24401787499664
66,0.2977127432823181,56.979623207997065
67,0.2864500880241394,57.66478074999759
68,0.2984427213668823,58.65362999995705
69,0.3114893138408661,59.53090366598917
70,0.31063148379325867,60.178196499997284
71,0.31090593338012695,60.940509790962096
72,0.30412018299102783,62.14912037499016
73,0.31361109018325806,63.13265008298913
74,0.30537980794906616,64.13201670796843
75,0.3116969168186188,65.36057270795573
76,0.30947792530059814,66.7569085409632
77,0.31441959738731384,68.11144816596061
78,0.31343594193458557,69.12178266595583
79,0.2921757102012634,70.55063854099717
80,0.320697158575058,71.55109124997398
81,0.3107566237449646,72.47644962498453
82,0.3117467164993286,73.28434533299878
83,0.31478071212768555,74.47988683299627
84,0.32125526666641235,75.32683495798847
85,0.3239356577396393,76.3062294999836
86,0.3135529160499573,76.8140094159753
87,0.322958767414093,77.69910033297492
88,0.3410656750202179,78.33674224995775
89,0.3092549741268158,79.41351920797024
90,0.3405849039554596,80.17609179095598
91,0.3179188370704651,81.43737095798133
92,0.3172488212585449,83.01884995796718
93,0.32742825150489807,84.09640754095744
94,0.316754013299942,85.38099987496389
95,0.32845595479011536,86.41540358297061
96,0.32781246304512024,87.24897141597467
97,0.34409114718437195,88.04490212496603
98,0.3167324662208557,89.20029524998972
99,0.33688727021217346,90.11201758298557
100,0.33809635043144226,91.40712483297102
101,0.3217276632785797,92.32314024999505
102,0.32455626130104065,93.4678257079795
103,0.31952667236328125,94.74377054098295
104,0.33426621556282043,95.63617112499196
105,0.31151193380355835,96.76317804097198
106,0.3445192873477936,97.59622137498809
107,0.3198528289794922,98.36039666598663
108,0.33029377460479736,99.19228641595691
109,0.35865145921707153,99.6580259159673
110,0.3497753143310547,100.77566595800454
111,0.33151447772979736,102.24459049996221
112,0.34284085035324097,102.77226691599935
113,0.32569822669029236,103.3153627080028
114,0.35029783844947815,104.01796233298955
115,0.3326159119606018,104.63855512498412
116,0.3308427929878235,105.17720008298056
117,0.3331923186779022,106.0483983749873
118,0.37132832407951355,106.61185283295345
119,0.35176873207092285,107.39498433296103
120,0.32259950041770935,108.60155045799911
121,0.34344229102134705,109.56653995800298
122,0.365786075592041,110.05274391599232
123,0.36421331763267517,110.77259608299937
124,0.3520520031452179,111.18095470796106
125,0.33627042174339294,111.71468224999262
126,0.3464045524597168,112.93379129096866
127,0.3442596197128296,113.46042562497314
128,0.33389812707901,114.18922179099172
129,0.32224971055984497,114.75761187495664
130,0.3466518223285675,115.33408541599056
131,0.3525412976741791,115.80881541600684
132,0.35468360781669617,116.43900874996325
133,0.3349744379520416,116.94601279095514
134,0.33532053232192993,117.40754158300115
135,0.3361065089702606,118.51822524995077
136,0.3451010286808014,118.84618254099041
137,0.33916428685188293,119.32050829095533
138,0.3324280083179474,119.71880879095988
139,0.3621090352535248,120.0971375409863
140,0.3138442635536194,120.84841629100265
141,0.36590492725372314,121.82662916596746
142,0.362493634223938,122.90446320798947
143,0.34042832255363464,123.57125599996652
144,0.35850152373313904,124.0970175829716
145,0.37047079205513,124.68948741600616
146,0.357320636510849,125.04229358298471
147,0.3589943051338196,125.53824679099489
148,0.3573140501976013,125.97153829096351
149,0.3409901261329651,127.26827816595323
