step,loss,train_loss_avg10,probe_loss,probe_accuracy,batch_accuracy,step_seconds,wall_clock_s
89,2.40462327003479,2.3751668691635133,2.3820641040802,0.10546875,0.171875,0.026017708994913846,2.180588999995962
90,2.3279807567596436,2.3763750076293944,2.453402280807495,0.109375,0.125,0.018777958990540355,2.203347875038162
91,2.3026208877563477,2.3821115493774414,2.3075897693634033,0.11328125,0.109375,0.014550874999258667,2.2201571660116315
92,2.234851360321045,2.377880072593689,2.343520402908325,0.11328125,0.15625,0.012728874979075044,2.235168166051153
93,2.312065362930298,2.3787394762039185,2.2939231395721436,0.09765625,0.078125,0.019923291984014213,2.257243541011121
94,2.3080103397369385,2.374153900146484,2.2935950756073,0.1015625,0.15625,0.014462332997936755,2.276563708030153
95,2.270357608795166,2.3644423723220824,2.2846269607543945,0.09765625,0.09375,0.015488874982111156,2.294343708024826
96,2.287623882293701,2.365424299240112,2.3074376583099365,0.1171875,0.09375,0.023765332996845245,2.3204230410046875
97,2.2593469619750977,2.3592689037323,2.3283371925354004,0.1171875,0.078125,0.017754332977347076,2.342147750023287
98,2.2516376972198486,2.356739139556885,2.3695125579833984,0.109375,0.078125,0.01727341703372076,2.3635954160126857
99,2.291456460952759,2.342134165763855,2.3078854084014893,0.1015625,0.140625,0.024219124985393137,2.389873416046612
100,2.280118703842163,2.321963405609131,2.330368995666504,0.11328125,0.078125,0.02229033299954608,2.420697833003942
101,2.3093514442443848,2.3194766998291017,2.351933479309082,0.12890625,0.125,0.026578916993457824,2.4496312910341658
102,2.216543674468994,2.3161685466766357,2.3242716789245605,0.1171875,0.140625,0.014602500014007092,2.468331416021101
103,2.2724766731262207,2.3075795412063598,2.3088343143463135,0.09765625,0.109375,0.01772087498102337,2.4927032080013305
104,2.23360538482666,2.30284526348114,2.3427300453186035,0.0703125,0.109375,0.01487187499878928,2.5096677080146037
105,2.2452757358551025,2.3024133682250976,2.3089842796325684,0.10546875,0.109375,0.02372333302628249,2.5354896660428494
106,2.291480302810669,2.3027925729751586,2.3085544109344482,0.0859375,0.15625,0.024965499993413687,2.562755666032899
107,2.2187275886535645,2.30221266746521,2.30500864982605,0.0703125,0.171875,0.02613104198826477,2.5924622080055997
108,2.290506601333618,2.303243565559387,2.3257896900177,0.0859375,0.109375,0.030105541984084994,2.6342201250372455
109,2.224822521209717,2.296463704109192,2.420742988586426,0.078125,0.21875,0.0289933750173077,2.6711958330124617
110,2.2592086791992188,2.3035265445709228,2.284461498260498,0.16796875,0.28125,0.025641374988481402,2.703734916052781
111,2.404740571975708,2.312397003173828,2.3479726314544678,0.109375,0.03125,0.030503416957799345,2.742447875032667
112,2.3154006004333496,2.3246403694152833,2.295661449432373,0.140625,0.125,0.022715415980201215,2.7742596660391428
113,2.302780866622925,2.3294036388397217,2.372049331665039,0.109375,0.140625,0.036220041976775974,2.814773166028317
114,2.3063416481018066,2.342570185661316,2.2739241123199463,0.1484375,0.125,0.029780875018332154,2.8529764160048217
115,2.263928174972534,2.343050503730774,2.2780773639678955,0.14453125,0.140625,0.027373582997824997,2.8873566249967553
116,2.1754209995269775,2.334397721290588,2.282357692718506,0.11328125,0.25,0.034104791993740946,2.9277487079962157
117,2.3465001583099365,2.3446009874343874,2.4017608165740967,0.125,0.109375,0.021690875000786036,2.9515797500498593
118,2.209606647491455,2.344453716278076,2.2815465927124023,0.17578125,0.21875,0.019917541998438537,2.9737732910434715
119,2.401059627532959,2.3624916791915895,2.4491987228393555,0.109375,0.109375,0.016452584008220583,2.993119749997277
120,2.3917124271392822,2.3625968217849733,2.3305726051330566,0.1015625,0.0625,0.02660816698335111,3.021892208023928
121,2.2487587928771973,2.349711060523987,2.2856032848358154,0.1328125,0.15625,0.019146666047163308,3.04342916602036
122,2.25846266746521,2.3426894187927245,2.28953218460083,0.0859375,0.078125,0.014648790995124727,3.061221291020047
123,2.2899067401885986,2.335083556175232,2.274869680404663,0.14453125,0.140625,0.013835999998264015,3.0784891660441644
124,2.301696538925171,2.3275880813598633,2.348073720932007,0.1171875,0.09375,0.01597908401163295,3.097857540997211
125,2.3123488426208496,2.334707260131836,2.2767162322998047,0.125,0.109375,0.014256041962653399,3.1142345830448903
126,2.2539477348327637,2.3432703971862794,2.3424434661865234,0.0546875,0.140625,0.014559916977304965,3.1312120830407366
127,2.2848687171936035,2.3357598066329954,2.3048765659332275,0.09375,0.109375,0.01214208296732977,3.1454423330142163
128,2.2514333724975586,2.3339997053146364,2.3380420207977295,0.07421875,0.078125,0.01710666698636487,3.1647130410419777
129,2.2146477699279785,2.316389536857605,2.3727924823760986,0.08203125,0.125,0.017264749971218407,3.1840874580084346
130,2.288984775543213,2.3130491018295287,2.2945194244384766,0.171875,0.109375,0.024780500039923936,3.2110281659988686
131,2.244687795639038,2.313911533355713,2.2871079444885254,0.0625,0.109375,0.025688125053420663,3.238829791021999
132,2.2535147666931152,2.3112717151641844,2.4616236686706543,0.109375,0.25,0.02484812500188127,3.2658077500527725
133,2.4765400886535645,2.334685707092285,2.418626308441162,0.109375,0.03125,0.01830566703574732,3.288413833011873
134,2.1553707122802734,2.339863157272339,2.369866371154785,0.15625,0.234375,0.021328584000002593,3.3131179159972817
135,2.124129295349121,2.3266748666763304,2.302422523498535,0.18359375,0.296875,0.016529749962501228,3.332997500023339
136,2.346050500869751,2.3302740812301637,2.2901599407196045,0.171875,0.15625,0.02429099997971207,3.3594324580044486
137,2.236910343170166,2.3234137535095214,2.2792911529541016,0.1875,0.25,0.023475916008464992,3.385026291012764
138,2.2982230186462402,2.3270922660827638,2.453066110610962,0.109375,0.140625,0.030179332999978215,3.4187893750495277
139,2.3910367488861084,2.3432015895843508,2.584277868270874,0.171875,0.171875,0.023472458007745445,3.446027791011147
140,2.453256130218506,2.3683175325393675,2.5519766807556152,0.16796875,0.15625,0.019649291993118823,3.4678710000007413
141,2.327158212661743,2.372437024116516,2.3310770988464355,0.16796875,0.09375,0.018614917004015297,3.4887767910258844
142,2.1541199684143066,2.3822527647018434,2.3756766319274902,0.1484375,0.25,0.017635583004448563,3.5095635000034235
143,2.2858762741088867,2.3730385065078736,2.3247315883636475,0.15625,0.140625,0.019248709024395794,3.530910166038666
144,2.3636112213134766,2.3788312673568726,2.614825487136841,0.12890625,0.15625,0.020695417013484985,3.553731332998723
145,2.489673137664795,2.4364457368850707,2.3959031105041504,0.13671875,0.09375,0.01801074994727969,3.573980791028589
146,2.382331609725952,2.44407000541687,2.372938394546509,0.140625,0.0625,0.01999999996041879,3.6021728750201873
147,2.3102691173553467,2.4522072315216064,2.375162124633789,0.1484375,0.15625,0.019604249973781407,3.626515708048828
148,2.2302145957946777,2.448603630065918,2.344036817550659,0.1328125,0.171875,0.01656454202020541,3.645934666041285
149,2.3409423828125,2.444199228286743,2.311985731124878,0.1171875,0.078125,0.018618791014887393,3.6669207910308614
150,2.247169017791748,2.408985733985901,2.307706594467163,0.09765625,0.15625,0.020895875000860542,3.6899883750011213
151,2.2376773357391357,2.3968034982681274,2.3589413166046143,0.109375,0.15625,0.022133917023893446,3.7147972080274485
152,2.262634754180908,2.3997978925704957,2.230212450027466,0.18359375,0.09375,0.01853258302435279,3.735492291045375
153,2.302227735519409,2.3859231233596803,2.2717745304107666,0.1328125,0.125,0.026720624999143183,3.7644554160069674
154,2.2587766647338867,2.3689305067062376,2.286494016647339,0.1015625,0.140625,0.024132374965120107,3.7981397080002353
155,2.2628047466278076,2.3172174453735352,2.247511148452759,0.11328125,0.09375,0.03114516695495695,3.851654583006166
156,2.242133855819702,2.3012853860855103,2.233182907104492,0.11328125,0.0625,0.023009790980722755,3.8808733750483952
157,2.21946120262146,2.2942946195602416,2.218646287918091,0.12890625,0.171875,0.022880874981638044,3.914393833023496
158,2.137727737426758,2.280979561805725,2.2489664554595947,0.1640625,0.140625,0.021651583956554532,3.945300750026945
159,2.2491109371185303,2.269006109237671,2.2489664554595947,0.1640625,0.171875,0.030950209009461105,3.984859000018332
160,2.132402181625366,2.259220767021179,2.223127603530884,0.15234375,0.1875,0.02512575004948303,4.016020916053094
161,2.2377572059631348,2.263777232170105,2.358882188796997,0.125,0.140625,0.028784832975361496,4.066303375002462
162,2.2329981327056885,2.2572379112243652,2.318962574005127,0.10546875,0.109375,0.023513790976721793,4.098685250035487
163,2.2669355869293213,2.256740403175354,2.249236822128296,0.15234375,0.125,0.027258082991465926,4.138653833011631
164,2.2302303314208984,2.2545437812805176,2.3159985542297363,0.11328125,0.125,0.0295336659764871,4.172578958037775
165,2.3151497840881348,2.262639355659485,2.3486242294311523,0.1171875,0.0625,0.03071116702631116,4.2099721660488285
166,2.3414292335510254,2.2793674230575562,2.324810266494751,0.11328125,0.125,0.023370999959297478,4.238209583039861
167,2.2724251747131348,2.283125472068787,2.217261552810669,0.1328125,0.109375,0.016614958003629,4.270186208013911
168,2.2148797512054443,2.2919589281082153,2.2099552154541016,0.11328125,0.0625,0.014175707998219877,4.297096916008741
169,2.241509199142456,2.2926294565200807,2.207291841506958,0.11328125,0.0625,0.01847908302443102,4.330720208003186
170,2.1455047130584717,2.292983627319336,2.291181802749634,0.12109375,0.15625,0.03363291698042303,4.371428208018187
171,2.1798408031463623,2.293149709701538,2.2064108848571777,0.171875,0.28125,0.026000999961979687,4.415820416004863
172,2.235569477081299,2.286734175682068,2.2219552993774414,0.15625,0.15625,0.025192291010171175,4.453442041005474
173,2.253488779067993,2.283150815963745,2.2278614044189453,0.140625,0.15625,0.02948483295040205,4.495508083025925
174,2.2116029262542725,2.285785746574402,2.2383580207824707,0.125,0.140625,0.02213050000136718,4.5286088330321945
175,2.2527048587799072,2.2759469985961913,2.2030391693115234,0.1640625,0.109375,0.019905833003576845,4.56338762503583
176,2.0784990787506104,2.2438932418823243,2.2340939044952393,0.1484375,0.234375,0.018136124999728054,4.59009925002465
177,2.2410240173339844,2.242207932472229,2.2365429401397705,0.18359375,0.109375,0.02526300004683435,4.626488291018177
178,2.2227840423583984,2.2453230142593386,2.298305034637451,0.15234375,0.1875,0.02456908399472013,4.662930125021376
179,2.3161404132843018,2.252845859527588,2.22387433052063,0.1796875,0.109375,0.024342707998584956,4.70161004102556
180,2.274822235107422,2.2692748308181763,2.1994237899780273,0.2109375,0.234375,0.019532166013959795,4.725650375010446
181,2.197734832763672,2.2647990226745605,2.2182648181915283,0.1796875,0.234375,0.01789229200221598,4.754400291014463
182,2.111152410507202,2.2526485443115236,2.2392756938934326,0.17578125,0.203125,0.023782250005751848,4.804235208022874
183,2.218210458755493,2.2536011219024656,2.208216667175293,0.18359375,0.171875,0.017228125012479722,4.829730625031516
184,2.1122682094573975,2.242571210861206,2.2062408924102783,0.1640625,0.140625,0.017264541995245963,4.8519206659984775
185,2.195709705352783,2.2423527240753174,2.270785331726074,0.1640625,0.171875,0.01960004202555865,4.877307791030034
186,1.951599359512329,2.233060383796692,2.2141051292419434,0.1796875,0.265625,0.024672291008755565,4.908531291002873
187,2.1140551567077637,2.2213502645492555,2.2606518268585205,0.203125,0.1875,0.024402417009696364,4.938208625011612
188,2.228797197341919,2.2218112707138062,2.277299404144287,0.10546875,0.171875,0.022940583003219217,4.9645370410289615
189,2.1457629203796387,2.2149660348892213,2.2707302570343018,0.140625,0.171875,0.021966999978758395,4.98921283299569
190,2.1256914138793945,2.194811725616455,2.225565195083618,0.125,0.25,0.021937583980616182,5.015033083036542
191,2.1503918170928955,2.1868661880493163,2.234579086303711,0.1328125,0.21875,0.026470000040717423,5.046212833025493
192,1.9886127710342407,2.1757319688797,2.2952370643615723,0.140625,0.203125,0.01878712500911206,5.07082675001584
193,2.130801200866699,2.1720509767532348,2.195310592651367,0.1796875,0.265625,0.02816874999552965,5.103887625038624
194,2.0816266536712646,2.1694480657577513,2.186405658721924,0.18359375,0.203125,0.022993624967057258,5.129700958030298
195,2.2282605171203613,2.168212080001831,2.413834571838379,0.14453125,0.09375,0.03040083299856633,5.164367500052322
196,2.215216636657715,2.187155246734619,2.357727289199829,0.1484375,0.171875,0.02388666698243469,5.192814708047081
197,2.4555699825286865,2.221789312362671,2.3242385387420654,0.140625,0.0625,0.020839166012592614,5.2189211250515655
198,2.1827707290649414,2.2286393642425537,2.2461366653442383,0.15234375,0.28125,0.023172750021331012,5.254035791032948
199,2.1439743041992188,2.228452682495117,2.1979517936706543,0.16796875,0.1875,0.019306959002278745,5.279568250000011
200,2.128997564315796,2.232279062271118,2.173790216445923,0.17578125,0.234375,0.016105208022054285,5.302764708001632
201,2.030456304550171,2.2201289892196656,2.175602436065674,0.1796875,0.25,0.016454583033919334,5.322920916019939
202,2.241994857788086,2.2483394622802733,2.169588327407837,0.2109375,0.125,0.018001124961301684,5.345284208015073
203,2.05714750289917,2.2309622764587402,2.2685747146606445,0.19921875,0.15625,0.026814708951860666,5.37487812503241
204,2.1836962699890137,2.2455393075942993,2.2588839530944824,0.18359375,0.21875,0.016697832965292037,5.395464833010919
205,2.1440510749816895,2.2495535135269167,2.3862736225128174,0.171875,0.15625,0.02689254202414304,5.424972083012108
206,2.2229199409484863,2.2561038732528687,2.42035174369812,0.171875,0.171875,0.019540084002073854,5.447187708050478
207,2.3227927684783936,2.2411102771759035,2.3441333770751953,0.1640625,0.140625,0.022042500029783696,5.4735232500243
208,2.4064888954162598,2.249228596687317,2.4523420333862305,0.203125,0.15625,0.024703792005311698,5.503273208043538
209,2.3441240787506104,2.274945378303528,2.5025174617767334,0.10546875,0.234375,0.022798333026003093,5.53205458301818
210,2.632863998413086,2.3445168018341063,2.9361445903778076,0.11328125,0.171875,0.021556332998443395,5.558785333007108
211,2.6294727325439453,2.427983522415161,2.5178046226501465,0.16015625,0.140625,0.023773125023581088,5.589126291044522
212,2.315493106842041,2.4580941200256348,2.5021443367004395,0.14453125,0.171875,0.029212665976956487,5.622482250037137
213,2.1569857597351074,2.4812049865722656,2.291203022003174,0.1640625,0.15625,0.017771209008060396,5.651527416019235
214,2.221864938735962,2.49186635017395,2.3148033618927,0.13671875,0.140625,0.016038833011407405,5.67198379104957
215,2.1586287021636963,2.48323130607605,2.2683827877044678,0.140625,0.140625,0.0182287500356324,5.696436125028413
216,2.0440216064453125,2.466314458847046,2.2473511695861816,0.1484375,0.3125,0.021590791002381593,5.7244422910152934
217,2.1571877002716064,2.4608750343322754,2.1860432624816895,0.16015625,0.1875,0.02423133299453184,5.753861250006594
218,1.9658336639404297,2.4232112884521486,2.1671721935272217,0.125,0.15625,0.026743667025584728,5.784663083031774
219,2.198521137237549,2.4028575897216795,2.152690887451172,0.15234375,0.140625,0.02637099998537451,5.816028333036229
220,2.137861728668213,2.3309847354888915,2.173182249069214,0.1640625,0.109375,0.02579979202710092,5.845097333018202
221,2.353210210800171,2.280479884147644,2.3460867404937744,0.1328125,0.015625,0.021812665974721313,5.869190500001423
222,2.230056047439575,2.2449542760848997,2.2657744884490967,0.16015625,0.1875,0.025190209038555622,5.898406250053085
223,2.306819438934326,2.249591279029846,2.4607601165771484,0.12890625,0.21875,0.034295500023290515,5.93615000002319
224,2.37577486038208,2.2617975234985352,2.3441131114959717,0.1484375,0.109375,0.029943333007395267,5.9702353330212645
225,2.3465023040771484,2.2767461776733398,2.3540663719177246,0.16796875,0.046875,0.026809540984686464,5.999142583052162
226,2.112380027770996,2.2892478704452515,2.2093758583068848,0.140625,0.1875,0.02631883299909532,6.027812583022751
227,2.124703884124756,2.277927541732788,2.1775147914886475,0.13671875,0.1875,0.02239633403951302,6.053882375010289
228,2.190229654312134,2.302270770072937,2.188819169998169,0.1484375,0.15625,0.019764708005823195,6.077805958047975
229,2.0809121131896973,2.2852891206741335,2.1218113899230957,0.171875,0.171875,0.023277374973986298,6.105208791035693
230,1.8798344135284424,2.265481472015381,2.1727051734924316,0.12890625,0.328125,0.02184754202608019,6.129871541052125
231,2.0882980823516846,2.2365023851394654,2.1277899742126465,0.1328125,0.15625,0.023999791010282934,6.1560712910140865
232,2.136930465698242,2.2273659467697144,2.133190155029297,0.140625,0.203125,0.029243082972243428,6.190304916002788
233,2.1040170192718506,2.2085043668746946,2.246567964553833,0.11328125,0.234375,0.028895625029690564,6.2237076660385355
234,2.2505099773406982,2.1854116201400755,2.22900128364563,0.125,0.09375,0.022072457999456674,6.248168375052046
235,2.133812189102173,2.1683178424835203,2.4115097522735596,0.1328125,0.1875,0.02213704102905467,6.272601291013416
236,2.276566505432129,2.181546139717102,2.2420654296875,0.15625,0.1875,0.022953458013944328,6.297793375037145
237,2.2672996520996094,2.2085609436035156,2.3713481426239014,0.1171875,0.234375,0.027391750016249716,6.3273248330224305
238,2.147111654281616,2.2255908012390138,2.199662685394287,0.17578125,0.1875,0.018757542013190687,6.3489242500509135
239,2.086562395095825,2.2240344047546388,2.2484655380249023,0.16796875,0.15625,0.019383082981221378,6.370431666029617
240,2.0209715366363525,2.2469213008880615,2.262367010116577,0.125,0.21875,0.0229486669995822,6.39561083301669
241,2.0430185794830322,2.246344971656799,2.2050254344940186,0.15625,0.203125,0.019005707988981158,6.416769916017074
242,2.153083324432373,2.2528943538665773,2.1556386947631836,0.1484375,0.265625,0.02446916699409485,6.44359462504508
243,1.983580231666565,2.242593240737915,2.1299028396606445,0.16796875,0.1875,0.02322591602569446,6.469237541023176
244,2.063450813293457,2.2252662420272826,2.1814911365509033,0.17578125,0.21875,0.026808499998878688,6.498826750030275
245,2.030190944671631,2.217465853691101,2.135254144668579,0.19921875,0.1875,0.02825475001009181,6.531239625008311
246,2.0426483154296875,2.193015789985657,2.239468574523926,0.15625,0.234375,0.0282644999679178,6.562884125043638
247,2.115860939025879,2.170263886451721,2.154855251312256,0.19140625,0.171875,0.05682024999987334,6.6231710410211235
248,2.2044856548309326,2.153872346878052,2.217149496078491,0.1640625,0.1875,0.026696791988797486,6.652541415998712
