step,loss,train_loss_avg10,probe_loss,probe_accuracy,batch_accuracy,step_seconds,wall_clock_s
0,2.299921989440918,3.009812116622925,2.4019861221313477,0.0859375,0.125,0.16307837498607114,0.18518508394481614
1,2.2638373374938965,2.6548670530319214,2.4232959747314453,0.0859375,0.125,0.056404041999485344,0.24200933397514746
2,2.1530256271362305,2.5245238145192466,2.3699707984924316,0.0859375,0.125,0.04489245900185779,0.2869129589525983
3,2.121626853942871,2.4316492676734924,2.376675605773926,0.0859375,0.125,0.06763175001833588,0.3545534999575466
4,2.0831637382507324,2.369644784927368,2.4686644077301025,0.08984375,0.15625,0.040797333989758044,0.39536424999823794
5,2.067183017730713,2.3218979438145957,2.415783643722534,0.09375,0.15625,0.0367755830520764,0.43215287500061095
6,2.0172455310821533,2.285510097231184,2.6428120136260986,0.12890625,0.1875,0.040619750041514635,0.4727824169676751
7,1.9303460121154785,2.251977026462555,2.5190491676330566,0.13671875,0.25,0.026450415956787765,0.4992414999869652
8,1.8441426753997803,2.2162402470906577,2.9025137424468994,0.18359375,0.3125,0.031997458019759506,0.5312486249604262
9,1.806111216545105,2.17903048992157,2.8415002822875977,0.171875,0.296875,0.04510904202470556,0.576367458968889
10,1.6207162141799927,2.058660399913788,2.9793896675109863,0.1875,0.359375,0.05586870800470933,0.6322470000013709
11,1.536399006843567,1.9907398223876953,3.33778977394104,0.16015625,0.453125,0.06630887498613447,0.6986395419808105
12,1.348739504814148,1.9179959893226624,3.2475602626800537,0.21875,0.53125,0.06777712504845113,0.7664279169985093
13,1.2940717935562134,1.8375673770904541,4.136104106903076,0.17578125,0.578125,0.04952370800310746,0.8159619999933057
14,1.121930480003357,1.7548118710517884,3.084312915802002,0.1953125,0.625,0.055074249976314604,0.8710475419647992
15,0.6410360932350159,1.6586885452270508,3.8155252933502197,0.203125,0.875,0.05778670799918473,0.9288457919610664
16,0.37814512848854065,1.516073852777481,4.593282222747803,0.19921875,0.921875,0.08079879102297127,1.009659916977398
17,0.21896831691265106,1.35216381251812,5.591068744659424,0.19140625,0.96875,0.07259583397535607,1.0822658749530092
18,0.11623375862836838,1.181026042997837,6.791313171386719,0.203125,0.984375,0.055334834032692015,1.1376120419590734
19,0.04648066312074661,1.008235151320696,8.319526672363281,0.2109375,1.0,0.06299325003055856,1.200617208960466
20,0.01945754513144493,0.83227209597826,9.618735313415527,0.21875,1.0,0.09378904104232788,1.2944175419979729
21,0.007813628762960434,0.6721462290734053,10.936017990112305,0.2265625,1.0,0.09074504196178168,1.385247291997075
22,0.0034178728237748146,0.5192876912653446,12.194279670715332,0.21484375,1.0,0.05799362499965355,1.4432542499853298
23,0.0014968636678531766,0.3847555280663073,13.429061889648438,0.2109375,1.0,0.06256520899478346,1.5058387499884702
24,0.0007124969270080328,0.25549803507747126,14.583897590637207,0.20703125,1.0,0.05138545803492889,1.5572356669581495
25,0.0004311790398787707,0.1433762367698364,15.36110782623291,0.20703125,1.0,0.03682741697411984,1.5940734999603592
26,0.0002999963762704283,0.07931574535032268,15.88001537322998,0.20703125,1.0,0.027598333021160215,1.6216820839908905
27,0.00023881852393969893,0.04153123213909567,16.186782836914062,0.20703125,1.0,0.024935790977906436,1.6466295419959351
28,0.00019944750238209963,0.01965828230022453,16.493377685546875,0.203125,1.0,0.022649542021099478,1.6692912089638412
29,0.00016956748731900007,0.0080548511876259,16.725038528442383,0.19921875,1.0,0.023775041045155376,1.6930760419927537
30,0.00014758655743207783,0.0034237416242831387,16.994091033935547,0.19921875,1.0,0.023215375025756657,1.7163089589448646
31,0.00012905649782624096,0.0014927457668818533,17.16166114807129,0.203125,1.0,0.02476720797130838,1.7411430839565583
32,0.0001141633401857689,0.000724288540368434,17.392162322998047,0.203125,1.0,0.034171041974332184,1.7753247919608839
33,0.00010319358989363536,0.0003939175920095295,17.551311492919922,0.19921875,1.0,0.03804454201599583,1.8133801249787211
34,9.337320079794154e-05,0.00025455058421357534,17.726594924926758,0.203125,1.0,0.019625417015049607,1.8330147919477895
35,8.52611701702699e-05,0.00019263821159256622,17.850135803222656,0.203125,1.0,0.023170209024101496,1.8566712089814246
36,7.754276157356799e-05,0.00015804642462171614,18.006919860839844,0.203125,1.0,0.02691445901291445,1.8835966249462217
37,6.930973177077249e-05,0.0001358010631520301,18.209203720092773,0.19921875,1.0,0.040186833997722715,1.9237936249701306
38,6.022144225426018e-05,0.00011885018393513747,18.414440155029297,0.2109375,1.0,0.0277934999903664,1.9515981249860488
39,5.014067573938519e-05,0.00010492757792235352,18.76598358154297,0.203125,1.0,0.029384083987679332,1.9809946249588393
40,4.0768816688796505e-05,9.298489676439204e-05,19.074180603027344,0.20703125,1.0,0.03217324998695403,2.013177499989979
41,3.15219622279983e-05,8.23031226900639e-05,19.582937240600586,0.203125,1.0,0.03386412496911362,2.047099499963224
42,2.3623018932994455e-05,7.254966913023963e-05,19.98883056640625,0.20703125,1.0,0.04492408299120143,2.092033624998294
43,1.666467505856417e-05,6.34956370049622e-05,20.60025978088379,0.203125,1.0,0.030767832999117672,2.122813708963804
44,1.1363805242581293e-05,5.484274552145507e-05,21.164201736450195,0.203125,1.0,0.03019870800198987,2.153027291991748
45,7.999960871529765e-06,4.664180596591905e-05,21.797075271606445,0.19921875,1.0,0.032113290973939,2.185152249992825
46,5.686607892130269e-06,3.8915685036045036e-05,22.270410537719727,0.19921875,1.0,0.032937209005467594,2.2181005000020377
47,4.446104412636487e-06,3.173006966790126e-05,22.68079376220703,0.19921875,1.0,0.032437541987746954,2.250553874997422
48,3.725270289578475e-06,2.5243706932087662e-05,22.9395694732666,0.203125,1.0,0.026042542012874037,2.276619416952599
