step,loss,train_loss_avg10,probe_loss,probe_accuracy,batch_accuracy,grad_norm,step_norm,epsilon,lr,step_seconds,wall_clock_s
30,2.5780324935913086,2.838241195678711,2.520479679107666,0.0859375,0.125,4.983112812042236,0.07370324611663819,1.0,0.01,22.628710707998835,705.8112554580439
31,2.6847598552703857,2.81372047662735,2.518338680267334,0.0859375,0.046875,6.290393352508545,0.06568725109100342,1.0,0.01,24.49131800001487,730.3070540830377
32,2.4979701042175293,2.7903388381004333,2.513503313064575,0.0859375,0.0625,4.24470853805542,0.056684198379516604,1.0,0.01,21.61401079100324,751.9266505830456
33,2.6632351875305176,2.7756829380989076,2.509939670562744,0.0859375,0.046875,6.554113864898682,0.05290689945220947,1.0,0.01,49.70639575005043,801.6374307080405
34,2.5863289833068848,2.755086135864258,2.508296012878418,0.0859375,0.078125,5.390221118927002,0.4826898193359375,1.0,0.01,29.29411487496691,831.0028472919948
35,2.499715566635132,2.737186813354492,2.4635658264160156,0.08984375,0.125,4.411468982696533,0.04794853687286377,1.0,0.01,22.37578299996676,853.4488449170021
36,2.5526256561279297,2.70407395362854,2.4608523845672607,0.08984375,0.046875,4.749635696411133,0.14929031372070312,1.0,0.01,24.682248917000834,878.2244916670024
37,2.6076838970184326,2.6795573353767397,2.4618237018585205,0.0859375,0.109375,6.045323371887207,0.02732212543487549,1.0,0.01,32.84297045797575,911.1279809999978
38,2.6334543228149414,2.6621230363845827,2.459258556365967,0.0859375,0.09375,5.655478000640869,0.21719432830810548,1.0,0.01,29.058600790973287,940.2137888330035
39,2.3824660778045654,2.6529555678367616,2.4484994411468506,0.08984375,0.09375,3.700528860092163,0.07296308994293213,1.0,0.01,30.24781808303669,970.4958571250318
