step,loss,train_loss_avg10,probe_loss,probe_accuracy,batch_accuracy,grad_norm,step_norm,epsilon,lr,step_seconds,wall_clock_s
39,2.2580859661102295,2.2779091715812685,2.3650360107421875,0.125,0.203125,1.1519362926483154,0.01415355920791626,1.0,0.01,22.38623466703575,823.2152447500266
40,2.2572872638702393,2.2753732681274412,2.3657193183898926,0.125,0.203125,1.1625943183898926,0.02754028081893921,1.0,0.01,23.583438083995134,846.7991068750271
41,2.2592434883117676,2.272903561592102,2.364927291870117,0.11328125,0.21875,1.1346088647842407,0.02478318929672241,1.0,0.01,21.51107637496898,868.3110391660011
42,2.2571301460266113,2.270496654510498,2.366943836212158,0.1171875,0.21875,1.156172752380371,0.02782665252685547,1.0,0.01,20.92971266602399,889.2409949160065
43,2.2568726539611816,2.2685044050216674,2.368032455444336,0.11328125,0.21875,1.219346523284912,0.01719913482666016,1.0,0.01,25.2423540839809,914.4835978749907
44,2.257828712463379,2.266767954826355,2.3679630756378174,0.109375,0.203125,1.2917636632919312,0.03176613569259644,1.0,0.01,24.685286958992947,939.1710621250095
45,2.259784698486328,2.2652292251586914,2.3665921688079834,0.10546875,0.15625,1.2692309617996216,0.012882893085479737,1.0,0.01,22.461741791979875,961.6331424579839
46,2.2598297595977783,2.2638129115104677,2.36624813079834,0.09765625,0.171875,1.2168993949890137,0.037125060558319094,1.0,0.01,24.223800166975707,985.8583771249978
47,2.258631944656372,2.262527918815613,2.368253469467163,0.10546875,0.203125,1.520491361618042,0.013748630285263061,1.0,0.01,22.03581991698593,1007.8944972080062
48,2.258943557739258,2.261334311962128,2.3682963848114014,0.10546875,0.203125,1.4463677406311035,0.016424965858459473,1.0,0.01,46.74029399995925,1054.6350854579941
49,2.2602579593658447,2.2604312181472777,2.368196725845337,0.10546875,0.1875,1.3682715892791748,0.02212850570678711,1.0,0.01,26.630051792017184,1081.268090333033
50,2.2630746364593506,2.2594097018241883,2.36934757232666,0.09375,0.15625,1.1572377681732178,0.05381594657897949,1.0,0.01,21.329288624983747,1102.5976048749872
51,2.2609918117523193,2.2582735061645507,2.371218681335449,0.09765625,0.171875,1.0629870891571045,0.026264073848724367,1.0,0.01,25.666609042033087,1128.2656557080336
52,2.259542465209961,2.2571183681488036,2.3709065914154053,0.09765625,0.171875,1.1081727743148804,0.029491174221038818,1.0,0.01,31.57326233299682,1159.8391500409925
53,2.2601447105407715,2.257329297065735,2.3720247745513916,0.09765625,0.171875,1.1752922534942627,0.05987475872039795,1.0,0.01,33.594126792042516,1193.434442458034
54,2.266204833984375,2.2578280925750733,2.374166250228882,0.0859375,0.171875,0.8894316554069519,0.02583474159240723,1.0,0.01,30.51395091699669,1223.9486535830074
