epoch,step,test_bce_per_pixel,wall_s
0,0,0.7024928352200255,0.0
1,50,0.28218026048309947,29.1902627919917
2,100,0.30213362713249364,88.20219350000843
3,150,0.3227787263831314,123.63034404197242
4,200,0.3319892503388074,150.12515683402307
