step,train_bce_mean,wall_s
0,0.6529819965362549,0.25384079199284315
1,0.5912421345710754,0.37477029202273116
2,0.520439088344574,0.46943900000769645
3,0.44825056195259094,0.5757185840047896
4,0.38743168115615845,0.6957772499881685
5,0.3281801640987396,0.8502834590035491
6,0.3011522889137268,1.0178169999853708
7,0.27789098024368286,1.2230842499993742
8,0.26864343881607056,1.387528333987575
9,0.27095136046409607,1.6037749170209281
10,0.25959956645965576,1.7755494589800946
11,0.2610341012477875,1.955511917010881
12,0.26735183596611023,2.275854041974526
13,0.27129313349723816,2.5846659999806434
14,0.26725319027900696,2.892085750005208
15,0.26186200976371765,3.5414906250080094
16,0.26290711760520935,3.8712880840175785
17,0.26265573501586914,4.242546625027899
18,0.26187583804130554,4.648432791989762
19,0.259265661239624,5.114962375024334
20,0.2664472460746765,5.588910125021357
21,0.26377177238464355,6.187438625027426
22,0.2660508155822754,6.793586375017185
23,0.2629863917827606,7.452148167009
24,0.26797154545783997,8.202345917001367
25,0.2575681805610657,9.116968958987854
26,0.25355738401412964,10.118671417003497
27,0.26814815402030945,10.689072416978888
28,0.26722732186317444,11.291159334010445
29,0.261841356754303,11.831976999994367
30,0.2569102644920349,12.59910024999408
31,0.26658955216407776,13.223337500006892
32,0.26511964201927185,14.482368584023789
33,0.2659338712692261,15.799171124992426
34,0.26064372062683105,17.094830834015738
35,0.2592647075653076,17.821316791989375
36,0.2793352007865906,18.43972866702825
37,0.2702985405921936,19.345178042014595
38,0.26906394958496094,20.11661741702119
39,0.2853010296821594,20.844361292023677
40,0.29078763723373413,21.59428466699319
41,0.2840336263179779,22.359793749987148
42,0.26448023319244385,23.205551000020932
43,0.28507399559020996,24.317951083998196
44,0.2841823399066925,25.25270075001754
45,0.29372090101242065,26.17976433399599
46,0.29671353101730347,27.077251666982193
47,0.2906738519668579,27.78515537502244
48,0.29066047072410583,28.454300792014692
49,0.3014054298400879,29.129587917006575
50,0.300276517868042,29.85763041698374
51,0.29387691617012024,30.554124041984323
52,0.3024526834487915,31.264334874984343
53,0.3052157461643219,31.984213583986275
54,0.2922281324863434,32.71303874999285
55,0.3195786476135254,33.399196917016525
56,0.2942145764827728,34.3277873750194
57,0.29725131392478943,35.04742741701193
58,0.2940521240234375,35.84072237502551
59,0.2897723615169525,37.1422206669813
60,0.3196694552898407,38.58104554202873
61,0.29361870884895325,39.89413379202597
62,0.31119146943092346,40.45159354200587
63,0.30561572313308716,41.54212466703029
64,0.2909281253814697,42.44045041699428
65,0.3171176016330719,43.20803712500492
66,0.29788580536842346,44.303767499979585
67,0.2887686789035797,45.652243125019595
68,0.2963714599609375,47.34759804198984
69,0.3138490915298462,48.51311624998925
70,0.31035125255584717,49.572174334025476
71,0.3118100166320801,50.503066917008255
72,0.3112250566482544,52.26614558399888
73,0.31593263149261475,53.10257708397694
74,0.3033786714076996,54.978461917024106
75,0.31291574239730835,57.0264024999924
