step,loss,train_loss_avg10,probe_loss,probe_accuracy,batch_accuracy,step_seconds,wall_clock_s
0,2.383391857147217,3.009812116622925,2.493126153945923,0.0859375,0.125,0.12545191700337455,0.14483541605295613
1,2.572319269180298,2.8970820903778076,2.5399110317230225,0.0859375,0.078125,0.02295358298579231,0.17977099999552593
2,2.439889669418335,2.7704594135284424,2.533609628677368,0.109375,0.125,0.02477716701105237,0.21793095802422613
3,2.2698662281036377,2.6640297770500183,2.589862108230591,0.0859375,0.15625,0.026009791006799787,0.2531525830272585
4,2.357933759689331,2.636048460006714,2.4355404376983643,0.0859375,0.0625,0.024976582964882255,0.2878351660328917
5,2.2910947799682617,2.5952820777893066,2.4540631771087646,0.10546875,0.15625,0.02505458303494379,0.32464766601333395
6,2.3031861782073975,2.5669684069497243,2.3901472091674805,0.078125,0.171875,0.028513041033875197,0.3633440410485491
7,2.2957000732421875,2.5390231609344482,2.480238676071167,0.04296875,0.046875,0.03463616699445993,0.4107074160128832
8,2.3466861248016357,2.5249883598751492,2.3305180072784424,0.109375,0.140625,0.04457037500105798,0.47307425003964454
9,2.2125608921051025,2.5019745349884035,2.3785018920898438,0.078125,0.21875,0.036709167005028576,0.5323576250229962
10,2.3287906646728516,2.4351675271987916,2.399803400039673,0.109375,0.171875,0.031109833042137325,0.5763386660255492
11,2.395986795425415,2.4065715789794924,2.449007034301758,0.05859375,0.09375,0.027011417027097195,0.6174043330247514
12,2.31142520904541,2.401819944381714,2.3151516914367676,0.0859375,0.15625,0.021648792026098818,0.6505750000360422
13,2.250314712524414,2.398488426208496,2.3476357460021973,0.0625,0.125,0.023929167015012354,0.6849687080248259
14,2.2829103469848633,2.3798500537872314,2.31154203414917,0.05859375,0.109375,0.02485645900014788,0.7251186250359751
15,2.2832930088043213,2.3720645904541016,2.453922986984253,0.05078125,0.21875,0.028944292047526687,0.7656498330179602
16,2.308900833129883,2.3646068572998047,2.3886563777923584,0.0625,0.109375,0.023130959016270936,0.7975153750157915
17,2.2671170234680176,2.3601009845733643,2.3499109745025635,0.08203125,0.109375,0.0278461659909226,0.8518525830004364
18,2.2426340579986572,2.3467786073684693,2.3171398639678955,0.11328125,0.140625,0.02893687499454245,0.8936382910469547
19,2.224754810333252,2.3426903247833253,2.398542881011963,0.1171875,0.234375,0.021575458988081664,0.9249805830186233
20,2.225180149078369,2.3392851829528807,2.3698573112487793,0.109375,0.15625,0.02136600000085309,0.9598304580431432
21,2.2138960361480713,2.3131289720535277,2.346229314804077,0.08984375,0.1875,0.0205908750067465,0.9938452080241404
22,2.2180118560791016,2.29368999004364,2.3077006340026855,0.109375,0.15625,0.026219291961751878,1.0343549160170369
23,2.113274097442627,2.283377170562744,2.2884950637817383,0.11328125,0.171875,0.048664707981515676,1.1266548749990761
24,2.2143847942352295,2.273755192756653,2.3530592918395996,0.08984375,0.125,0.05521787499310449,1.2035642910050228
25,2.3520169258117676,2.2803040981292724,2.329688310623169,0.11328125,0.109375,0.024571374990046024,1.2526845000102185
26,2.2532103061676025,2.27930326461792,2.438894748687744,0.0546875,0.125,0.04265687498264015,1.3115929160267115
27,2.1888046264648438,2.2754343271255495,2.3737874031066895,0.08203125,0.21875,0.0273181670345366,1.3488870410365053
28,2.371210813522339,2.2929064989089967,2.572705030441284,0.125,0.140625,0.026906250044703484,1.383001916052308
29,2.268839120864868,2.3663504838943483,2.3133704662323,0.07421875,0.21875,0.021641166997142136,1.4116061660461128
30,2.3711793422698975,2.3742443323135376,2.3299806118011475,0.0859375,0.125,0.025966124958358705,1.4444527910090983
31,2.3649115562438965,2.3893847465515137,2.3533990383148193,0.0859375,0.046875,0.035168750036973506,1.4850682910182513
32,2.2740988731384277,2.3925862550735473,2.3096346855163574,0.0859375,0.0625,0.026149999990593642,1.5177996249985881
33,2.281332492828369,2.40385046005249,2.3292500972747803,0.0625,0.15625,0.02835341595346108,1.5528487080009654
34,2.310790538787842,2.411473345756531,2.306137800216675,0.0625,0.078125,0.020438875013496727,1.5838530830224045
35,2.279909372329712,2.403999662399292,2.315431833267212,0.10546875,0.171875,0.02618241700110957,1.6192126250243746
36,2.283095121383667,2.4072406768798826,2.2974977493286133,0.07421875,0.109375,0.03138279099948704,1.6605866250465624
37,2.356576919555664,2.417499542236328,2.440384864807129,0.08203125,0.125,0.03327462502056733,1.6997858330141753
38,2.3195641040802,2.4116261482238768,2.317690134048462,0.12890625,0.203125,0.023459958960302174,1.7310348330065608
39,2.254798173904419,2.3422128438949583,2.3052802085876465,0.09765625,0.109375,0.029889457975514233,1.7668112080427818
40,2.2582638263702393,2.335016107559204,2.332735300064087,0.0625,0.171875,0.029506207967642695,1.804893416003324
41,2.3309059143066406,2.3327968597412108,2.3280956745147705,0.0859375,0.109375,0.03020712500438094,1.8397294580354355
42,2.299348831176758,2.3350426197052,2.336709499359131,0.0625,0.125,0.031523333047516644,1.8778795410180464
